Times,Y1_WhiteNoise,Y2_RandomEffects,Y3_STA_Effects,Y4_Stabilizing,Y5_Markov,Y6_Stabilizing+STA,Y7_Stabilizing+SDO,Y8_ARIMA
0.051,0.0185343776866954,0.0185343776866954,0.0185343776866954,0.087825995883609,-46,0.087825995883609,0.087825995883609,-0.0642910833903656
0.052,0.057585758643171,0.057585758643171,0.057585758643171,0.109312177663363,-47,0.109312177663363,0.109312177663363,-0.569291086694125
0.053,0.101186771760516,0.101186771760516,0.101186771760516,0.131050755248035,-47,0.131050755248035,0.131050755248035,-0.357458866614817
0.054,0.147999136383809,0.147999136383809,0.147999136383809,0.151652968821722,-45,0.151652968821722,0.151652968821722,0.199655589934414
0.055,0.197216036644033,0.197216036644033,0.197216036644033,0.1705392753176,-46,0.1705392753176,0.1705392753176,0.617091133255588
0.056,0.246875726452574,0.246875726452574,0.246875726452574,0.186091110062622,-44,0.186091110062622,0.186091110062622,0.793573275916382
0.057,0.295117842582895,0.295117842582895,0.295117842582895,0.197115004180418,-46,0.197115004180418,0.197115004180418,0.69308214629582
0.058,0.339614033027254,0.339614033027254,0.339614033027254,0.202188193788694,-46,0.202188193788694,0.202188193788694,0.711857871656234
0.059,0.37824917981211,0.37824917981211,0.37824917981211,0.200385701815811,-46,0.200385701815811,0.200385701815811,1.0832001111557
0.06,0.409339031717133,0.409339031717133,0.409339031717133,0.191398413357671,-44,0.191398413357671,0.191398413357671,1.65567429412635
0.061,0.431031213203256,0.431031213203256,0.431031213203256,0.17481091217226,-45,0.17481091217226,0.17481091217226,1.8379951347407
0.062,0.441725363698713,0.441725363698713,0.441725363698713,0.150542880233266,-46,0.150542880233266,0.150542880233266,2.23744405655268
0.063,0.441470571330049,0.441470571330049,0.441470571330049,0.120179511817949,-46,0.120179511817949,0.120179511817949,2.09466574117447
0.064,0.429449097781175,0.429449097781175,0.429449097781175,0.0841221359054847,-45,0.0841221359054847,0.0841221359054847,2.14075908545199
0.065,0.406162737949092,0.406162737949092,0.406162737949092,0.0440113488923049,-44,0.0440113488923049,0.0440113488923049,2.21063210477405
0.066,0.372754168994049,0.372754168994049,0.372754168994049,0.00180051015880035,-46,0.00180051015880035,0.00180051015880035,2.41411654237478
0.067,0.330035855358856,0.330035855358856,0.330035855358856,-0.0412779055081523,-47,-0.0412779055081523,-0.0412779055081523,2.44626996152183
0.068,0.280034275411713,0.280034275411713,0.280034275411713,-0.0830239043536648,-46,-0.0830239043536648,-0.0830239043536648,2.07477297068159
0.069,0.224169354318408,0.224169354318408,0.224169354318408,-0.122284044576237,-46,-0.122284044576237,-0.122284044576237,1.68865132054352
0.07,0.16421408454212,0.16421408454212,0.16421408454212,-0.157782505437278,-46,-0.157782505437278,-0.157782505437278,1.94847516569483
0.071,0.101289696889197,0.101289696889197,0.101289696889197,-0.189150392002745,-46,-0.189150392002745,-0.189150392002745,1.96521126704838
0.072,0.0366173749860527,0.0366173749860527,0.0366173749860527,-0.21599263550534,-45,-0.21599263550534,-0.21599263550534,1.77738814098346
0.073,-0.028366714647877,-0.028366714647877,-0.028366714647877,-0.237778198038202,-44,-0.237778198038202,-0.237778198038202,1.76475230022456
0.074,-0.0939252188672,-0.0939252188672,-0.0939252188672,-0.255781062649885,-44,-0.255781062649885,-0.255781062649885,1.8855566914204
0.075,-0.159328735702367,-0.159328735702367,-0.159328735702367,-0.270028366955075,-45,-0.270028366955075,-0.270028366955075,2.37965190262797
0.076,-0.223694523416925,-0.223694523416925,-0.223694523416925,-0.280388481278618,-47,-0.280388481278618,-0.280388481278618,2.42430269710839
0.077,-0.286798732742251,-0.286798732742251,-0.286798732742251,-0.28741499434822,-46,-0.28741499434822,-0.28741499434822,2.25611310613605
0.078,-0.347481769189393,-0.586812289142657,-0.347481769189393,-0.290615031925718,-45,-0.290615031925718,-0.133132033056074,2.52266321516825
0.079,-0.404847700993432,-0.388718823029839,0.0180067455568701,-0.289857957344613,-46,0.132996489205689,-0.0057485518637545,2.48257812668718
0.08,-0.456943659976621,-0.938208134749641,0.662702066896524,-0.28398232485888,-47,0.835663402014265,0.10127679099473,1.8016406450293
0.081,-0.502091778599655,-0.892259018463888,0.0223828064025482,-0.272333978510138,-48,0.252140606492065,0.192669779144526,1.01902703586551
0.082,-0.537330079391926,-0.792487962413209,-0.856373218980664,-0.253105483600381,-47,-0.572148623189119,0.273364318225377,0.95687449950417
0.083,-0.560183263882832,-0.134759890149404,-0.59629075390941,-0.225337571371211,-48,-0.261445061397789,0.346459366809472,1.20566944761129
0.084,-0.56777698393177,-0.892365631169567,-0.542687038833988,-0.187863777145906,-47,-0.162773832048125,0.414641287672882,1.49713929946042
0.085,-0.558048399808148,-0.877858319673611,-0.577176057146602,-0.140562437593104,-46,-0.159690094931558,0.479014369691108,1.91001339501727
0.086,-0.528796087854416,-0.433613990115816,-0.519925929432694,-0.0831976381207504,-45,-0.074327479699029,0.54057629522524,1.7045552251773
0.087,-0.478934626872185,-0.336144616466785,-0.478777452360353,-0.0166966495143695,-46,-0.0165394750025376,0.598962024786573,1.36100730167488
0.088,-0.40874403601247,-0.40874403601247,-0.40874403601247,0.0568332712482191,-47,0.0568332712482191,0.672491945549162,1.02090391890431
0.089,-0.319196427809383,-0.319196427809383,-0.319196427809383,0.135014225201663,-48,0.135014225201663,0.750672899502605,1.01994936581713
0.09,-0.212679101589512,-0.212679101589512,-0.212679101589512,0.214528706381201,-46,0.214528706381201,0.830187380682143,1.13358427287903
0.091,-0.0930088160817925,-0.0930088160817925,-0.0930088160817925,0.29129325061268,-44,0.29129325061268,0.906951924913623,1.31071177073866
0.092,0.0353635154288779,0.0353635154288779,0.0353635154288779,0.361406932000815,-44,0.361406932000815,0.977065606301757,1.05504944406315
0.093,0.167326338801603,0.167326338801603,0.167326338801603,0.421088368973377,-44,0.421088368973377,1.03674704327432,1.56582010502461
0.094,0.297594228236392,0.297594228236392,0.297594228236392,0.46713858461349,-45,0.46713858461349,1.08279725891443,1.5250031690963
0.095,0.420310352884121,0.420310352884121,0.420310352884121,0.496426992338522,-45,0.496426992338522,1.11208566663946,1.22352744107421
0.096,0.530645258260354,0.530645258260354,0.530645258260354,0.50747649924705,-45,0.50747649924705,1.12313517354799,0.758664444358113
0.097,0.624944722672404,0.624944722672404,0.624944722672404,0.50028066380969,-44,0.50028066380969,1.11593933811063,0.426200616645037
0.098,0.699209255754568,0.699209255754568,0.699209255754568,0.474489064129916,-44,0.474489064129916,1.09014773843086,0.12772836156946
0.099,0.751844218742441,0.751844218742441,0.751844218742441,0.432226214291805,-45,0.432226214291805,1.04788488859275,0.0687354372477813
0.1,0.782545658725506,0.782545658725506,0.782545658725506,0.376482411416509,-45,0.376482411416509,0.992141085717452,0.217035796102538
0.101,0.792131230076801,0.792131230076801,0.792131230076801,0.310771500484503,-44,0.310771500484503,0.926430174785446,0.146234248573414
0.102,0.782162150437203,0.782162150437203,0.782162150437203,0.238648120748005,-44,0.238648120748005,0.854306795048947,-0.105019248310098
0.103,0.755603684694814,0.755603684694814,0.755603684694814,0.164360030856014,-44,0.164360030856014,0.780018705156956,0.380112078382085
0.104,0.715852690869197,0.715852690869197,0.715852690869197,0.0917370308591947,-45,0.0917370308591947,0.707395705160137,0.710147956826994
0.105,0.666249391172298,0.666249391172298,0.666249391172298,0.0237863249904565,-45,0.0237863249904565,0.639444999291399,0.946122464641981
0.106,0.610209184066203,0.610209184066203,0.610209184066203,-0.0370111471137297,-46,-0.0370111471137297,0.578647527187213,1.08771786348298
0.107,0.551665257484761,0.551665257484761,0.551665257484761,-0.0881528442724254,-46,-0.0881528442724254,0.527505830028517,1.40063364322972
0.108,0.493389544959914,0.493389544959914,0.493389544959914,-0.128797987942788,-47,-0.128797987942788,0.486860686358154,1.39143508539315
0.109,0.437786836161768,0.437786836161768,0.437786836161768,-0.158641099152376,-48,-0.158641099152376,0.457017575148566,0.991951102764908
0.11,0.386141685408254,0.386141685408254,0.386141685408254,-0.178558030075415,-48,-0.178558030075415,0.437100644225528,0.947618677810084
0.111,0.338927054962208,0.338927054962208,0.338927054962208,-0.190061054506378,-48,-0.190061054506378,0.425597619794564,0.629604722216282
0.112,0.296398757181273,0.296398757181273,0.296398757181273,-0.194577141386037,-48,-0.194577141386037,0.421081532914905,0.284347034675971
0.113,0.258408391367913,0.258408391367913,0.258408391367913,-0.19365207892219,-48,-0.19365207892219,0.422006595378752,0.612115441953899
0.114,0.224275855813863,0.224275855813863,0.224275855813863,-0.189054198691802,-47,-0.189054198691802,0.42660447560914,1.30828174692345
0.115,0.19322291034808,0.19322291034808,0.19322291034808,-0.182296304419225,-48,-0.182296304419225,0.433362369881718,1.97008915722371
0.116,0.164928601152593,0.164928601152593,0.164928601152593,-0.174131352730867,-46,-0.174131352730867,0.441527321570075,2.31686848044165
0.117,0.138370579204092,0.138370579204092,0.138370579204092,-0.165863104133195,-45,-0.165863104133195,0.449795570167748,2.58210253919344
0.118,0.11361426158794,0.11361426158794,0.11361426158794,-0.157446800922707,-45,-0.157446800922707,0.458211873378235,2.72203055412729
0.119,0.0898869465044041,0.0898869465044041,0.0898869465044041,-0.149684755821702,-44,-0.149684755821702,0.46597391847924,2.76718348790467
0.12,0.0670353925824883,0.0670353925824883,0.0670353925824883,-0.142599358579277,-45,-0.142599358579277,0.473059315721665,2.42228247772772
0.121,0.0465043733541529,0.0465043733541529,0.0465043733541529,-0.134610506091757,-46,-0.134610506091757,0.481048168209185,1.70565857413428
0.122,0.0282263441704175,0.0282263441704175,0.0282263441704175,-0.125966434057141,-47,-0.125966434057141,0.489692240243801,1.93264251268369
0.123,0.0128666123106255,0.0128666123106255,0.0128666123106255,-0.116132879105505,-46,-0.116132879105505,0.499525795195437,2.78602531091738
0.124,0.000791860838292904,0.000791860838292904,0.000791860838292904,-0.104981054756737,-44,-0.104981054756737,0.510677619544206,3.26952103123452
0.125,-0.00733294702664393,-0.00733294702664393,-0.00733294702664393,-0.0921096516703261,-44,-0.0921096516703261,0.523549022630616,3.01224013640768
0.126,-0.0120443969776132,-0.0120443969776132,-0.0120443969776132,-0.0783991712872301,-43,-0.0783991712872301,0.537259503013712,3.09897548873363
0.127,-0.0135329720906706,-0.0135329720906706,-0.0135329720906706,-0.0642079121428415,-42,-0.0642079121428415,0.551450762158101,2.4118300855413
0.128,-0.0113623365403101,-0.0113623365403101,-0.0113623365403101,-0.0491956941639127,-43,-0.0491956941639127,0.56646298013703,2.09173974159549
0.129,-0.00645306094444327,-0.00645306094444327,-0.00645306094444327,-0.0344472797352633,-42,-0.0344472797352633,0.581211394565679,2.25393220739357
0.13,0.000416817423930179,0.000416817423930179,0.000416817423930179,-0.0206879454198372,-42,-0.0206879454198372,0.594970728881105,2.40896627587625
0.131,0.00818724424744888,0.00818724424744888,0.00818724424744888,-0.00877992951235106,-44,-0.00877992951235106,0.606878744788591,2.60864511585869
0.132,0.0161989212422528,0.0161989212422528,0.0161989212422528,0.000987733384923029,-44,0.000987733384923029,0.616646407685865,2.48562789681906
0.133,0.0229818714706708,0.0229818714706708,0.0229818714706708,0.0075731369363565,-45,0.0075731369363565,0.623231811237299,2.42545304325958
0.134,0.0280022317876356,0.0280022317876356,0.0280022317876356,0.01107886986605,-44,0.01107886986605,0.626737544166992,1.84682794468359
0.135,0.0299218295324588,0.0299218295324588,0.0299218295324588,0.0107826936376632,-46,0.0107826936376632,0.626441367938605,1.57428365968896
0.136,0.028977874289536,0.028977874289536,0.028977874289536,0.00768219966720772,-47,0.00768219966720772,0.62334087396815,2.0603152816983
0.137,0.0244126066075667,0.0244126066075667,0.0244126066075667,0.0015804920517969,-46,0.0015804920517969,0.617239166352739,2.72555977702948
0.138,0.0159571866591144,0.0159571866591144,0.0159571866591144,-0.00719102630701483,-45,-0.00719102630701483,0.608467647993927,3.24330753721142
0.139,0.00429160783249732,0.00429160783249732,0.00429160783249732,-0.0174183998722289,-44,-0.0174183998722289,0.598240274428713,2.61806848236484
0.14,-0.0109913553815764,-0.0109913553815764,-0.0109913553815764,-0.0292176831118569,-45,-0.0292176831118569,0.586440991189085,2.15064253037179
0.141,-0.0291647142205827,-0.0291647142205827,-0.0291647142205827,-0.0415475053284918,-43,-0.0415475053284918,0.57411116897245,1.75837187737315
0.142,-0.049979600295273,-0.049979600295273,-0.049979600295273,-0.0540528903374838,-42,-0.0540528903374838,0.561605783963458,1.12596969852519
0.143,-0.072122345860577,-0.072122345860577,-0.072122345860577,-0.065385057835291,-42,-0.065385057835291,0.550273616465651,1.11507961653024
0.144,-0.0949662403296586,-0.0949662403296586,-0.0949662403296586,-0.0751519407373143,-41,-0.0751519407373143,0.540506733563628,1.16739076003377
0.145,-0.11749626902255,-0.11749626902255,-0.11749626902255,-0.0826515812827432,-43,-0.0826515812827432,0.533007093018199,0.902968630981078
0.146,-0.139088838626952,-0.139088838626952,-0.139088838626952,-0.0877138346305966,-44,-0.0877138346305966,0.527944839670346,0.375308037360117
0.147,-0.158590915435394,-0.158590915435394,-0.158590915435394,-0.0896731445129188,-44,-0.0896731445129188,0.525985529788023,-0.321965963585139
0.148,-0.17535716827882,-0.17535716827882,-0.17535716827882,-0.0885047684537608,-44,-0.0885047684537608,0.527153905847181,-0.228289332398543
0.149,-0.188993784954684,-0.188993784954684,-0.188993784954684,-0.0844404314388727,-43,-0.0844404314388727,0.53121824286207,-0.340036140996743
0.15,-0.199240672228811,-0.199240672228811,-0.199240672228811,-0.0777992324252254,-43,-0.0777992324252254,0.537859441875717,-1.13501286206507
0.151,-0.205644924573415,-0.205644924573415,-0.205644924573415,-0.0686436382847843,-41,-0.0686436382847843,0.547015036016158,-1.38332418493218
0.152,-0.209177172700427,-0.209177172700427,-0.209177172700427,-0.0584471587548391,-42,-0.0584471587548391,0.557211515546103,-0.986314204909853
0.153,-0.209751412387267,-0.209751412387267,-0.209751412387267,-0.0473319666907115,-42,-0.0473319666907115,0.568326707610231,-1.14538606406637
0.154,-0.20832553351053,-0.20832553351053,-0.20832553351053,-0.0364396944758325,-42,-0.0364396944758325,0.57921897982511,-1.73895925248023
0.155,-0.206186862037683,-0.206186862037683,-0.206186862037683,-0.0270130841078189,-42,-0.0270130841078189,0.588645590193123,-2.54906169669898
0.156,-0.203954738536364,-0.203954738536364,-0.203954738536364,-0.0193783437849366,-41,-0.0193783437849366,0.596280330516006,-3.06088009899312
0.157,-0.202267045974753,-0.202267045974753,-0.202267045974753,-0.0138149824663381,-40,-0.0138149824663381,0.601843691834604,-3.40549405081783
0.158,-0.201738426518487,-0.201738426518487,-0.201738426518487,-0.0105233665168045,-39,-0.0105233665168045,0.605135307784138,-3.20348588173651
0.159,-0.202442145792469,-0.202442145792469,-0.202442145792469,-0.00912241248742574,-41,-0.00912241248742574,0.606536261813517,-2.95756713103054
0.16,-0.204829007678608,-0.204829007678608,-0.204829007678608,-0.00968479187607866,-43,-0.00968479187607866,0.605973882424864,-2.26150189876668
0.161,-0.20876120153204,-0.20876120153204,-0.20876120153204,-0.0116800273542953,-42,-0.0116800273542953,0.603978646946647,-2.13735850610166
0.162,-0.213107592385437,-0.213107592385437,-0.213107592385437,-0.0136904127368332,-43,-0.0136904127368332,0.601968261564109,-2.36536662345006
0.163,-0.217822102840522,-0.217822102840522,-0.217822102840522,-0.015666840644552,-43,-0.015666840644552,0.59999183365639,-2.86055568590879
0.164,-0.221896412603284,-0.221896412603284,-0.221896412603284,-0.0166077822784038,-42,-0.0166077822784038,0.599050892022538,-2.91195098018247
0.165,-0.224274320797927,-0.224274320797927,-0.224274320797927,-0.0156641340173655,-43,-0.0156641340173655,0.599994540283577,-2.35838130340241
0.166,-0.224006626115864,-0.224006626115864,-0.224006626115864,-0.0122636125318292,-42,-0.0122636125318292,0.603395061769113,-2.25617586548485
0.167,-0.219264577865579,-0.219264577865579,-0.219264577865579,-0.00506884177517828,-42,-0.00506884177517828,0.610589832525764,-1.66021368891313
0.168,-0.209596526060376,-0.209596526060376,-0.209596526060376,0.00561297838506034,-43,0.00561297838506034,0.621271652686003,-1.19837757122859
0.169,-0.194831659409955,-0.194831659409955,-0.194831659409955,0.0192552493584688,-42,0.0192552493584688,0.634913923659411,-1.22711517697195
0.17,-0.174580301658317,-0.174580301658317,-0.174580301658317,0.0356555572384137,-41,0.0356555572384137,0.651314231539356,-1.17285058301253
0.171,-0.148551027665737,-0.148551027665737,-0.148551027665737,0.0545537197833103,-41,0.0545537197833103,0.670212394084253,-0.967118395178362
0.172,-0.117509193041859,-0.117509193041859,-0.117509193041859,0.0746848104505268,-42,0.0746848104505268,0.690343484751469,-1.19795492283003
0.173,-0.0826340624991843,-0.0826340624991843,-0.0826340624991843,0.0946229789030957,-42,0.0946229789030957,0.710281653204038,-1.36988768626179
0.174,-0.044450548792979,-0.044450548792979,-0.044450548792979,0.113881896828682,-42,0.113881896828682,0.729540571129624,-1.46054082683346
0.175,-0.00438811418558745,-0.00438811418558745,-0.00438811418558745,0.131167952070337,-42,0.131167952070337,0.74682662637128,-1.72901880438566
0.176,0.035574784677861,0.035574784677861,0.035574784677861,0.144897260519718,-42,0.144897260519718,0.760555934820661,-2.03655001203526
0.177,0.0741086196707297,0.0741086196707297,0.0741086196707297,0.154451643408643,-41,0.154451643408643,0.770110317709586,-1.8610454522168
0.178,0.109167100730896,0.109167100730896,0.109167100730896,0.158619795787081,-41,0.158619795787081,0.774278470088023,-2.2407204015103
0.179,0.139581310059296,0.139581310059296,0.139581310059296,0.157310045958065,-39,0.157310045958065,0.772968720259007,-2.14793860419598
0.18,0.164230426223716,0.164230426223716,0.164230426223716,0.150497152930872,-39,0.150497152930872,0.766155827231815,-1.86528715694266
0.181,0.183370439551246,0.183370439551246,0.183370439551246,0.139537735672227,-39,0.139537735672227,0.75519640997317,-1.4848924486235
0.182,0.196335719638758,0.196335719638758,0.196335719638758,0.124595468625294,-39,0.124595468625294,0.740254142926237,-1.24610565920256
0.183,0.204307357570291,0.204307357570291,0.204307357570291,0.107648012831768,-39,0.107648012831768,0.723306687132711,-1.00664648920992
0.184,0.207513302244931,0.207513302244931,0.207513302244931,0.0893243549400539,-38,0.0893243549400539,0.704983029240996,-1.07061145659967
0.185,0.207379097712548,0.207379097712548,0.207379097712548,0.0713252794196606,-39,0.0713252794196606,0.686983953720603,-1.29157825578104
0.186,0.205550617902258,0.205550617902258,0.205550617902258,0.0552317437254387,-40,0.0552317437254387,0.670890418026381,-1.65590198353436
0.187,0.204028170006071,0.204028170006071,0.204028170006071,0.0426629470841638,-40,0.0426629470841638,0.658321621385106,-2.02007372316112
0.188,0.204400274948787,0.204400274948787,0.204400274948787,0.034502462610047,-41,0.034502462610047,0.65016113691099,-1.96943256549659
0.189,0.207867947345604,0.207867947345604,0.207867947345604,0.0310696424848544,-40,0.0310696424848544,0.646728316785797,-1.72813361985869
0.19,0.215664603591119,0.215664603591119,0.215664603591119,0.0326523702333988,-39,0.0326523702333988,0.648311044534341,-1.8279632106624
0.191,0.228454335755802,0.228454335755802,0.228454335755802,0.038911628351402,-39,0.038911628351402,0.654570302652345,-1.94506290210477
0.192,0.246708673245109,0.246708673245109,0.246708673245109,0.049383640170429,-39,0.049383640170429,0.665042314471372,-2.35059083187372
0.193,0.269364791963747,0.269364791963747,0.269364791963747,0.0621630308549805,-39,0.0621630308549805,0.677821705155923,-2.28760946529922
0.194,0.295963056970032,0.295963056970032,0.295963056970032,0.0763286896902694,-40,0.0763286896902694,0.691987363991212,-2.8797742777924
0.195,0.32530119433356,0.32530119433356,0.32530119433356,0.0904010891157441,-39,0.0904010891157441,0.706059763416687,-3.085114987086
0.196,0.355275917765059,0.355275917765059,0.355275917765059,0.102295594724094,-38,0.102295594724094,0.717954269025037,-3.56589163575439
0.197,0.384754570821209,0.384754570821209,0.384754570821209,0.111315128835425,-37,0.111315128835425,0.726973803136367,-3.33729241375648
0.198,0.411521588609024,0.411521588609024,0.411521588609024,0.115819120856155,-37,0.115819120856155,0.731477795157098,-2.87155845385209
0.199,0.433959524406944,0.433959524406944,0.433959524406944,0.115093232482844,-38,0.115093232482844,0.730751906783787,-2.66645819524429
0.2,0.45006611076874,0.45006611076874,0.45006611076874,0.108181172348072,-39,0.108181172348072,0.723839846649014,-2.63193961145783
0.201,0.45897686677255,0.45897686677255,0.45897686677255,0.0954556938822667,-39,0.0954556938822667,0.711114368183209,-2.79487155860803
0.202,0.460231374527291,0.460231374527291,0.460231374527291,0.0776190628605549,-36,0.0776190628605549,0.693277737161497,-2.55171605057872
