Times,XT_Channel_1,XT_Channel_2,XT_Channel_3,XT_Channel_4,XT_Channel_5,XT_Channel_6,XT_Channel_7,XT_Channel_8,XT_Channel_9,XT_Channel_10
0.067,-0.01674,0.00258,0.00759,-0.01308,0.02611,0.00929,0.00072,0.01149,-0.01062,0.01606
0.0675,-0.01714,0.002,0.00743,-0.01192,0.02764,0.00808,0.00037,0.01143,-0.00941,0.01861
0.068,-0.01858,0.00113,0.00711,-0.01389,0.02578,0.0093,0.00042,0.01207,-0.008,0.01925
0.0685,-0.01986,0.00158,0.00798,-0.01484,0.02636,0.00979,0.0003,0.01159,-0.00619,0.02023
0.069,-0.02111,0.00096,0.00815,-0.01481,0.02694,0.00848,0.00096,0.01209,-0.00474,0.02211
0.0695,-0.02192,0.00124,0.00932,-0.01407,0.02875,0.00689,0.00151,0.0117,-0.00439,0.02396
0.07,-0.02045,0.00182,0.00813,-0.01281,0.02809,0.00487,0.00158,0.01227,-0.00597,0.02161
0.0705,-0.02063,0.0021,0.00852,-0.01203,0.02788,0.00477,0.00204,0.01323,-0.00666,0.02363
0.071,-0.02175,0.00279,0.00844,-0.01237,0.02629,0.00429,0.00162,0.01207,-0.0075,0.02373
0.0715,-0.02209,0.00269,0.00856,-0.01207,0.02676,0.0035,0.00248,0.01131,-0.00813,0.02081
0.072,-0.02219,0.00274,0.0088,-0.01077,0.02777,0.00404,0.00182,0.01034,-0.00671,0.0221
0.0725,-0.02173,0.0031,0.00968,-0.01005,0.02654,0.00255,0.00249,0.01045,-0.00542,0.02228
0.073,-0.02042,0.00231,0.00865,-0.00858,0.0263,0.00373,0.00223,0.00997,-0.00473,0.02115
0.0735,-0.02046,0.00155,0.0075,-0.01054,0.02795,0.00271,0.00257,0.00919,-0.00401,0.02271
0.074,-0.02006,0.00189,0.00656,-0.01005,0.02668,0.00292,0.00247,0.00855,-0.00471,0.02208
0.0745,-0.02003,0.00127,0.00644,-0.00821,0.02528,0.00147,0.00163,0.00824,-0.00513,0.02316
0.075,-0.01872,0.00079,0.00755,-0.00817,0.02354,0.00033,0.00145,0.00886,-0.00479,0.02489
0.0755,-0.01863,0.0,0.00806,-0.00949,0.02321,0.0007,0.00203,0.00896,-0.00488,0.02471
0.076,-0.01932,-0.00092,0.00924,-0.00779,0.02309,0.00082,0.00215,0.00875,-0.0043,0.02601
0.0765,-0.02051,-0.0001,0.00978,-0.00622,0.02267,0.00059,0.00267,0.00803,-0.00529,0.02317
0.077,-0.02058,-0.00029,0.00875,-0.00721,0.02261,0.00212,0.0027,0.00837,-0.00364,0.02232
0.0775,-0.02045,-0.00039,0.00887,-0.00769,0.02367,0.00264,0.00193,0.00855,-0.0053,0.01972
0.078,-0.02149,-0.00081,0.00978,-0.00824,0.02477,0.00235,0.00282,0.00967,-0.00553,0.01974
0.0785,-0.02242,-0.00098,0.00898,-0.00871,0.02427,0.00051,0.00349,0.0106,-0.00588,0.02191
0.079,-0.02392,-0.00018,0.00791,-0.00669,0.02249,0.00039,0.00367,0.01179,-0.00636,0.02167
0.0795,-0.02445,0.0005,0.00777,-0.00604,0.024,-0.00135,0.00289,0.0111,-0.00539,0.02358
0.08,-0.02531,0.00058,0.00723,-0.00444,0.02265,-0.00157,0.00277,0.01,-0.0067,0.02244
0.0805,-0.02489,0.00149,0.00802,-0.00648,0.02173,-0.00177,0.00341,0.01066,-0.00677,0.02162
0.081,-0.02626,0.00181,0.00728,-0.00526,0.02325,-0.0015,0.00289,0.01084,-0.00521,0.01951
0.0815,-0.0258,0.00235,0.00693,-0.0062,0.02191,-0.00352,0.0036,0.01093,-0.00353,0.02018
0.082,-0.02717,0.0022,0.00674,-0.00644,0.02325,-0.00475,0.00312,0.01136,-0.00258,0.01959
0.0825,-0.02705,0.00205,0.00777,-0.00586,0.02216,-0.00409,0.00357,0.01118,-0.00092,0.0196
0.083,-0.02848,0.00138,0.00655,-0.00412,0.0217,-0.00318,0.00335,0.01231,0.00038,0.01922
0.0835,-0.02977,0.00072,0.0068,-0.0037,0.0231,-0.00322,0.00321,0.01222,-0.00018,0.01669
0.084,-0.03092,0.00154,0.00692,-0.00418,0.02267,-0.0014,0.0034,0.01339,-0.00167,0.01567
0.0845,-0.03083,0.00151,0.0057,-0.00255,0.02367,0.00016,0.00423,0.01421,-0.00136,0.01777
0.085,-0.03099,0.00073,0.00523,-0.00258,0.02425,0.00153,0.00406,0.01355,-0.00268,0.02048
0.0855,-0.02978,0.00114,0.00547,-0.00248,0.02431,0.00279,0.00491,0.01271,-0.00169,0.02002
0.086,-0.0289,0.00173,0.00569,-0.00347,0.02507,0.00322,0.00571,0.01385,-0.00263,0.019
0.0865,-0.02836,0.00121,0.00625,-0.00376,0.02351,0.00419,0.00526,0.01366,-0.00351,0.02074
0.087,-0.02865,0.00211,0.00547,-0.00189,0.02395,0.00381,0.00508,0.01309,-0.00377,0.02209
0.0875,-0.02936,0.00205,0.00558,-0.00254,0.02553,0.00492,0.00536,0.01278,-0.00353,0.02303
0.088,-0.02814,0.00169,0.00543,-0.00217,0.02631,0.0052,0.0047,0.01176,-0.00414,0.0236
0.0885,-0.02943,0.00111,0.00634,-0.00155,0.02759,0.00647,0.004,0.01237,-0.00243,0.02313
0.089,-0.02833,0.00137,0.00639,-0.00046,0.02908,0.00805,0.00385,0.01339,-0.0012,0.02107
0.0895,-0.02782,0.00136,0.00727,0.00133,0.02756,0.00864,0.00475,0.01372,0.00056,0.02222
0.09,-0.02678,0.00154,0.00631,0.00268,0.0271,0.00986,0.0043,0.01375,0.00092,0.02132
0.0905,-0.02638,0.00085,0.00609,0.0032,0.027,0.01095,0.00505,0.01464,0.00154,0.02358
0.091,-0.02536,1e-05,0.00594,0.00442,0.02633,0.01157,0.00553,0.01543,0.00111,0.02376
0.0915,-0.02459,1e-05,0.00518,0.00591,0.02517,0.01305,0.0048,0.01619,0.0016,0.02275
0.092,-0.02485,-0.00069,0.00531,0.00732,0.02497,0.01391,0.00462,0.01533,5e-05,0.01978
0.0925,-0.02461,-9e-05,0.00508,0.00727,0.02684,0.01586,0.00499,0.01465,0.00108,0.02007
0.093,-0.02386,-0.00011,0.00557,0.00853,0.02828,0.01465,0.00562,0.01556,0.00045,0.02203
0.0935,-0.0249,0.00051,0.00532,0.00878,0.03011,0.0153,0.00517,0.01585,0.00054,0.02186
0.094,-0.02397,0.00032,0.0056,0.01036,0.03091,0.01387,0.00502,0.01557,0.00142,0.01915
0.0945,-0.0234,7e-05,0.00484,0.01074,0.03251,0.01187,0.00559,0.0167,0.00049,0.01697
0.095,-0.02195,-0.00052,0.00377,0.01121,0.0324,0.0106,0.00616,0.01665,-0.00073,0.01578
0.0955,-0.02101,-0.00037,0.00328,0.01082,0.03229,0.01069,0.00691,0.01585,-0.00137,0.01524
0.096,-0.02097,-0.00114,0.00224,0.01078,0.03223,0.00996,0.00665,0.01607,-0.00301,0.0155
0.0965,-0.02023,-0.00097,0.00342,0.0121,0.03268,0.00924,0.00724,0.01543,-0.00376,0.01844
0.097,-0.01985,-0.00117,0.00328,0.01159,0.03173,0.01037,0.00684,0.01663,-0.00478,0.02103
0.0975,-0.01922,-0.00074,0.00408,0.01315,0.0299,0.01074,0.00643,0.01711,-0.00647,0.02388
0.098,-0.01787,-0.00124,0.00286,0.01352,0.02818,0.00989,0.00665,0.01592,-0.00567,0.02272
0.0985,-0.01808,-0.00075,0.00396,0.01284,0.02913,0.00934,0.00658,0.01691,-0.00404,0.02093
0.099,-0.01733,-0.00087,0.00293,0.01361,0.03066,0.0097,0.00653,0.01785,-0.00467,0.02017
0.0995,-0.0174,-0.00061,0.00176,0.01483,0.03237,0.00792,0.00736,0.01704,-0.00637,0.01733
0.1,-0.01773,0.00015,0.0018,0.01285,0.03425,0.00602,0.00741,0.01813,-0.00586,0.01973
0.1005,-0.01624,-0.00054,0.00267,0.01287,0.03263,0.00623,0.00722,0.01849,-0.0058,0.01825
0.101,-0.01606,-0.00092,0.00321,0.01463,0.03359,0.00517,0.0076,0.01787,-0.00533,0.02052
0.1015,-0.01754,-0.00156,0.00435,0.01384,0.03286,0.00344,0.00813,0.01906,-0.0043,0.02027
0.102,-0.01864,-0.00194,0.00389,0.0127,0.03449,0.00339,0.00788,0.0187,-0.00447,0.021
0.1025,-0.01759,-0.00285,0.00356,0.01115,0.03515,0.00216,0.0079,0.01783,-0.0055,0.02113
0.103,-0.01767,-0.00253,0.00332,0.00935,0.03363,0.00023,0.0078,0.01696,-0.00696,0.01825
0.1035,-0.01787,-0.0025,0.00435,0.00736,0.03199,-0.00108,0.0084,0.01578,-0.00834,0.02014
0.104,-0.01804,-0.00191,0.00529,0.0083,0.03137,-0.00174,0.00835,0.01471,-0.0098,0.0181
0.1045,-0.01696,-0.00248,0.00658,0.0065,0.02971,-0.00136,0.00808,0.01459,-0.00795,0.02102
0.105,-0.01819,-0.00198,0.00655,0.00496,0.02957,-0.00118,0.00754,0.01528,-0.00802,0.01816
0.1055,-0.01775,-0.00114,0.00579,0.00383,0.02977,0.00023,0.00775,0.01633,-0.00947,0.02082
0.106,-0.01818,-0.00128,0.00603,0.0018,0.02903,0.00105,0.00823,0.01699,-0.00979,0.01958
0.1065,-0.01746,-0.00218,0.00705,0.00289,0.02836,0.0027,0.00829,0.0168,-0.00975,0.02118
0.107,-0.0166,-0.00269,0.00678,0.00428,0.02897,0.00431,0.00825,0.01744,-0.01116,0.02314
0.1075,-0.01571,-0.00275,0.00767,0.00423,0.02848,0.00301,0.00887,0.01861,-0.01093,0.02173
0.108,-0.0143,-0.0034,0.00762,0.00321,0.02779,0.0032,0.00977,0.01885,-0.01142,0.02077
0.1085,-0.01484,-0.00309,0.0072,0.0048,0.02823,0.00491,0.00912,0.01778,-0.01304,0.01907
0.109,-0.0143,-0.00253,0.00716,0.00473,0.02879,0.00304,0.0092,0.01736,-0.01193,0.0179
0.1095,-0.01505,-0.00242,0.00757,0.00506,0.02748,0.00159,0.00927,0.0167,-0.01206,0.02079
0.11,-0.01504,-0.00271,0.0088,0.00404,0.02691,0.00254,0.00849,0.01636,-0.01092,0.02009
0.1105,-0.01352,-0.00293,0.00849,0.00554,0.02692,0.00172,0.00828,0.01727,-0.01121,0.02022
0.111,-0.01241,-0.00237,0.00849,0.00496,0.02583,6e-05,0.00916,0.01671,-0.01161,0.01852
0.1115,-0.01197,-0.00161,0.00961,0.00506,0.02634,0.00185,0.00934,0.01705,-0.0106,0.01748
0.112,-0.01267,-0.0011,0.00911,0.00392,0.02474,0.0038,0.00871,0.01676,-0.01208,0.01994
0.1125,-0.01185,-0.00147,0.0079,0.00502,0.02325,0.00344,0.00907,0.01569,-0.01118,0.02269
0.113,-0.0119,-0.00146,0.00825,0.00537,0.02266,0.00327,0.00977,0.01489,-0.00937,0.02158
0.1135,-0.01183,-0.0013,0.00833,0.00538,0.02144,0.00242,0.00987,0.01512,-0.0099,0.02344
0.114,-0.01051,-0.00115,0.00791,0.00471,0.02291,0.00325,0.01062,0.01523,-0.00975,0.02181
0.1145,-0.01161,-0.00105,0.00795,0.00308,0.02306,0.00448,0.01115,0.01445,-0.01117,0.02089
0.115,-0.01227,-0.00119,0.00844,0.00358,0.0235,0.00357,0.01057,0.01362,-0.01088,0.02182
0.1155,-0.01168,-0.00139,0.00872,0.00362,0.02205,0.00156,0.01115,0.0148,-0.01192,0.02403
0.116,-0.01134,-0.00187,0.00813,0.00479,0.02062,0.00071,0.01078,0.01464,-0.01229,0.02401
0.1165,-0.01282,-0.00127,0.00687,0.00301,0.01958,-0.00117,0.01099,0.01462,-0.01285,0.02624
0.117,-0.01383,-0.0014,0.00684,0.00473,0.01935,-0.00244,0.01116,0.01352,-0.01294,0.02746
0.1175,-0.0149,-0.00062,0.00588,0.00616,0.02118,-0.00117,0.01129,0.01427,-0.01335,0.02781
0.118,-0.01604,-0.00095,0.0064,0.00459,0.02047,-0.0032,0.01145,0.01517,-0.01215,0.03059
0.1185,-0.01508,-0.00048,0.00763,0.00417,0.02089,-0.00492,0.01132,0.01493,-0.01138,0.03098
