Times,XT_Channel_1,XT_Channel_2,XT_Channel_3,XT_Channel_4,XT_Channel_5,XT_Channel_6,XT_Channel_7,XT_Channel_8,XT_Channel_9,XT_Channel_10
0.013,-0.0006,-0.00121,0.00066,0.00013,-0.0065,-0.00185,1e-05,0.00045,0.00806,-0.0045
0.0135,-0.00126,-0.00203,0.00111,-0.00096,-0.00604,-0.00406,-0.00018,-0.0002,0.00975,-0.00382
0.014,-0.00316,-0.00264,0.00118,-0.0015,-0.00708,-0.00188,-0.00072,-0.00061,0.01112,-0.00437
0.0145,-0.00511,-0.00359,0.00093,-0.00133,-0.00781,-0.00258,-0.00084,-0.00054,0.01217,-0.00483
0.015,-0.00422,-0.00426,0.00142,-0.00163,-0.00828,-0.00252,-0.00068,-0.00091,0.01394,-0.00545
0.0155,-0.00615,-0.00436,0.00079,-0.00091,-0.00798,-0.00158,-0.00135,-0.00029,0.01565,-0.00443
0.016,-0.0081,-0.00428,0.00093,-0.00104,-0.00909,0.00034,-0.00092,-1e-05,0.01437,-0.0039
0.0165,-0.01027,-0.00531,0.00166,-0.00116,-0.01012,-0.00144,-0.00131,-0.00045,0.01522,-0.00493
0.017,-0.00944,-0.00442,0.00167,-0.00086,-0.00934,-0.0035,-0.00112,-0.00017,0.01705,-0.00507
0.0175,-0.00953,-0.0051,0.00206,-0.00176,-0.01036,-0.00573,-0.00161,-0.00028,0.01667,-0.00505
0.018,-0.00716,-0.00457,0.00168,-0.00192,-0.00921,-0.0047,-0.0016,-0.00085,0.01696,-0.00476
0.0185,-0.00491,-0.00407,0.0017,-0.00116,-0.00865,-0.00299,-0.00206,-0.00025,0.01647,-0.00414
0.019,-0.00286,-0.00513,0.00154,-0.00172,-0.00968,-0.00067,-0.00265,0.00022,0.01472,-0.00328
0.0195,-0.00183,-0.00573,0.00093,-0.00161,-0.0102,0.00092,-0.0029,-0.00016,0.01569,-0.00235
0.02,-0.00253,-0.00464,0.00094,-0.00099,-0.01016,0.00325,-0.00306,0.00049,0.01749,-0.00213
0.0205,-0.00306,-0.00409,0.00043,-0.00166,-0.01109,0.00382,-0.0029,0.00013,0.01727,-0.00205
0.021,-0.00461,-0.00443,0.00032,-0.00225,-0.01218,0.00579,-0.00259,0.00063,0.01787,-0.00266
0.0215,-0.00329,-0.00353,0.0002,-0.00304,-0.01199,0.00599,-0.00251,0.00134,0.01738,-0.0018
0.022,-0.00527,-0.00393,0.00032,-0.00346,-0.01314,0.00637,-0.00277,0.00088,0.0179,-0.00127
0.0225,-0.00684,-0.00371,0.00075,-0.00352,-0.0127,0.00469,-0.00262,0.00038,0.01625,-0.00108
0.023,-0.0072,-0.00331,0.00018,-0.00296,-0.01369,0.00602,-0.00251,5e-05,0.01631,-0.0004
0.0235,-0.00762,-0.0043,0.00047,-0.00221,-0.01334,0.00379,-0.00282,-0.00017,0.01545,-0.00115
0.024,-0.00982,-0.00536,0.00046,-0.00214,-0.01238,0.00482,-0.00308,-4e-05,0.01379,-0.00115
0.0245,-0.01241,-0.00559,0.00117,-0.00129,-0.01242,0.00511,-0.00333,-0.00025,0.01349,-0.00181
0.025,-0.01466,-0.00626,0.00175,-0.00238,-0.01317,0.00272,-0.0033,0.00028,0.01326,-0.00298
0.0255,-0.015,-0.00598,0.00231,-0.00228,-0.01302,0.00403,-0.00369,0.00011,0.01205,-0.00284
0.026,-0.0131,-0.00675,0.00178,-0.0013,-0.01255,0.00354,-0.00318,0.00023,0.0129,-0.00213
0.0265,-0.01174,-0.00746,0.00118,-0.00094,-0.0119,0.00441,-0.00323,0.00064,0.01196,-0.00267
0.027,-0.01105,-0.0068,0.00121,-0.00118,-0.01235,0.00442,-0.00272,-4e-05,0.0131,-0.00237
0.0275,-0.01362,-0.00657,0.00072,-0.00185,-0.01349,0.00664,-0.00263,-3e-05,0.01189,-0.00335
0.028,-0.01575,-0.00727,0.00111,-0.00284,-0.0125,0.00788,-0.00237,-0.00055,0.01272,-0.00366
0.0285,-0.01791,-0.00663,0.00153,-0.00369,-0.0113,0.00872,-0.00173,-0.00015,0.01447,-0.00343
0.029,-0.017,-0.00615,0.00127,-0.00405,-0.0109,0.00989,-0.00148,-0.00079,0.01603,-0.00382
0.0295,-0.01465,-0.00587,0.00123,-0.00471,-0.01177,0.00927,-0.00118,-0.0006,0.0162,-0.00496
0.03,-0.01573,-0.00591,0.00116,-0.00415,-0.01267,0.01112,-0.00176,-0.00116,0.01729,-0.00531
0.0305,-0.01376,-0.00527,0.00178,-0.00334,-0.01183,0.0128,-0.00112,-0.001,0.01813,-0.00578
0.031,-0.01495,-0.0044,0.00158,-0.00284,-0.01102,0.01464,-0.00124,-0.00069,0.01765,-0.00496
0.0315,-0.0134,-0.00545,0.00228,-0.0036,-0.01183,0.01556,-0.00056,-0.0002,0.01734,-0.00488
0.032,-0.0129,-0.0053,0.00206,-0.00419,-0.01224,0.01381,3e-05,-0.00036,0.01609,-0.00564
0.0325,-0.01374,-0.00504,0.00171,-0.00453,-0.01292,0.01587,0.00036,0.00024,0.01444,-0.00687
0.033,-0.0144,-0.00479,0.00225,-0.00379,-0.01351,0.01348,0.00083,-0.00019,0.01418,-0.00601
0.0335,-0.01414,-0.00505,0.00187,-0.00284,-0.01257,0.01543,0.00034,-0.00083,0.01412,-0.00514
0.034,-0.01214,-0.00456,0.00252,-0.0035,-0.01191,0.01604,-0.0002,-0.00097,0.01227,-0.00472
0.0345,-0.01347,-0.00384,0.0032,-0.00271,-0.01078,0.01605,-0.00081,-0.00112,0.01292,-0.00503
0.035,-0.01411,-0.00485,0.00387,-0.00306,-0.01063,0.01491,-0.00033,-0.00101,0.01311,-0.00486
0.0355,-0.01652,-0.00475,0.00347,-0.00384,-0.0095,0.01532,-0.00036,-0.0008,0.01242,-0.00364
0.036,-0.01785,-0.00485,0.00323,-0.00322,-0.00977,0.0141,-0.00105,-0.00086,0.01145,-0.00382
0.0365,-0.01687,-0.00531,0.00378,-0.00431,-0.00981,0.01331,-0.00046,-0.00148,0.00981,-0.00447
0.037,-0.01656,-0.00466,0.00403,-0.00386,-0.01064,0.01396,-0.00039,-0.0014,0.01064,-0.00431
0.0375,-0.01681,-0.00372,0.00364,-0.00395,-0.00975,0.01341,-0.00107,-0.0021,0.01134,-0.00422
0.038,-0.01822,-0.00298,0.00324,-0.00395,-0.01073,0.01551,-0.00098,-0.00186,0.01077,-0.00405
0.0385,-0.01729,-0.00297,0.00384,-0.00351,-0.01023,0.0146,-0.00112,-0.00124,0.00997,-0.00491
0.039,-0.01785,-0.00322,0.00439,-0.0042,-0.00936,0.01553,-0.0013,-0.00122,0.00985,-0.00532
0.0395,-0.01671,-0.00242,0.00501,-0.0034,-0.01003,0.01728,-0.00156,-0.00097,0.01021,-0.00485
0.04,-0.01736,-0.00218,0.00527,-0.00243,-0.01013,0.01705,-0.00141,-0.00045,0.00898,-0.00581
0.0405,-0.01594,-0.00327,0.00598,-0.00166,-0.01044,0.01787,-0.00111,6e-05,0.00753,-0.0055
0.041,-0.0182,-0.00285,0.00637,-0.00228,-0.01022,0.0175,-0.00174,0.00047,0.008,-0.00579
0.0415,-0.01765,-0.00273,0.00648,-0.00115,-0.00936,0.01921,-0.00173,0.00041,0.00745,-0.00549
0.042,-0.01866,-0.00278,0.00641,-0.00217,-0.00906,0.01819,-0.00191,-0.00014,0.00698,-0.00485
0.0425,-0.01924,-0.00269,0.00618,-0.00243,-0.00778,0.02,-0.00239,-0.00058,0.00618,-0.00457
0.043,-0.01935,-0.0038,0.00678,-0.00257,-0.00849,0.01922,-0.00278,-0.00109,0.00486,-0.00459
0.0435,-0.0209,-0.00445,0.00664,-0.00299,-0.00795,0.02023,-0.00246,-0.00141,0.00422,-0.00452
0.044,-0.02166,-0.00537,0.00665,-0.00249,-0.00813,0.01997,-0.00181,-0.00077,0.00352,-0.00423
0.0445,-0.02031,-0.00446,0.00636,-0.00183,-0.0092,0.01978,-0.00218,-0.00108,0.00209,-0.00465
0.045,-0.02266,-0.00455,0.00674,-0.0018,-0.0088,0.01821,-0.00183,-0.00086,0.00084,-0.00345
0.0455,-0.02297,-0.0052,0.00736,-0.00123,-0.00808,0.01775,-0.00179,-0.00038,0.00262,-0.0036
0.046,-0.02372,-0.00454,0.00723,-0.00096,-0.00847,0.01628,-0.00232,-0.0001,0.00382,-0.0039
0.0465,-0.02348,-0.00471,0.0071,0.00014,-0.00925,0.01766,-0.00207,0.00025,0.00293,-0.00311
0.047,-0.02492,-0.00472,0.00686,0.0005,-0.00911,0.01809,-0.00187,0.00072,0.00478,-0.00348
0.0475,-0.02662,-0.00409,0.00685,-0.00017,-0.00924,0.0164,-0.0012,0.00016,0.00379,-0.00386
0.048,-0.0266,-0.00449,0.00737,-0.00114,-0.00959,0.01808,-0.00151,6e-05,0.00517,-0.0043
0.0485,-0.02601,-0.00367,0.00667,-0.0006,-0.00959,0.01667,-0.00147,0.00028,0.00341,-0.00322
0.049,-0.02434,-0.00361,0.00628,-0.00109,-0.00944,0.01733,-0.00205,-0.00031,0.00381,-0.00318
0.0495,-0.02572,-0.00341,0.00624,-0.00061,-0.01069,0.01657,-0.00271,-0.00022,0.00402,-0.00196
0.05,-0.02763,-0.00304,0.0067,-0.00069,-0.01111,0.01659,-0.00259,-6e-05,0.00571,-0.00134
0.0505,-0.02904,-0.00247,0.00706,-0.00152,-0.01154,0.01821,-0.00229,-4e-05,0.0076,-0.00205
0.051,-0.02801,-0.00347,0.0069,-0.00199,-0.01173,0.01941,-0.00175,-1e-05,0.00874,-0.00177
0.0515,-0.02597,-0.00295,0.00737,-0.00254,-0.01051,0.01876,-0.00209,0.00065,0.00998,-0.00173
0.052,-0.02436,-0.00302,0.00796,-0.00283,-0.00937,0.01832,-0.00172,8e-05,0.0117,-0.00066
0.0525,-0.02535,-0.00199,0.00857,-0.00396,-0.0098,0.01762,-0.00216,0.00031,0.01274,-0.00166
0.053,-0.02748,-0.001,0.00911,-0.0039,-0.00883,0.01807,-0.00198,0.00011,0.01298,-0.00287
0.0535,-0.0273,-0.00202,0.0098,-0.00305,-0.00894,0.01574,-0.00172,0.00076,0.01166,-0.00169
0.054,-0.02962,-0.00261,0.01036,-0.00248,-0.00808,0.01539,-0.00136,0.00146,0.00975,-0.00119
0.0545,-0.0319,-0.00209,0.0098,-0.0024,-0.00793,0.01687,-0.00177,0.00208,0.00982,-0.00138
0.055,-0.03238,-0.00128,0.01044,-0.00139,-0.00801,0.01503,-0.0023,0.0014,0.011,-0.00248
0.0555,-0.03294,-0.00123,0.00974,-0.00036,-0.0073,0.01267,-0.00232,0.00122,0.01209,-0.0023
0.056,-0.03112,-0.00102,0.00995,-0.00023,-0.00671,0.01084,-0.00252,0.00085,0.01054,-0.0025
0.0565,-0.02882,-2e-05,0.01004,-0.00027,-0.00559,0.01009,-0.00207,0.0005,0.01194,-0.00156
0.057,-0.02994,-0.00103,0.00955,0.00087,-0.00619,0.01169,-0.00256,0.00041,0.01143,-0.00108
0.0575,-0.02846,-0.00091,0.00991,0.00091,-0.00609,0.01174,-0.00289,0.00032,0.01179,-0.00198
0.058,-0.02779,-0.00107,0.00986,0.00038,-0.00686,0.01357,-0.00239,-0.00015,0.01252,-0.00242
0.0585,-0.02932,-0.00192,0.00986,-0.00048,-0.00786,0.01385,-0.00219,-0.00036,0.01187,-0.00361
0.059,-0.03157,-0.00173,0.00996,-0.00122,-0.00832,0.01183,-0.00262,-0.00049,0.01107,-0.00478
0.0595,-0.03042,-0.00269,0.00933,-0.00084,-0.00717,0.01343,-0.00274,-0.00019,0.01052,-0.00515
0.06,-0.02905,-0.00191,0.00961,-3e-05,-0.00791,0.01296,-0.00326,-0.00042,0.01108,-0.0042
0.0605,-0.03054,-0.00252,0.00911,0.00084,-0.00696,0.011,-0.003,-0.00094,0.00919,-0.00441
0.061,-0.02904,-0.002,0.00906,-2e-05,-0.00671,0.00983,-0.00355,-0.00122,0.00986,-0.00447
0.0615,-0.02876,-0.00258,0.00921,0.00044,-0.00687,0.01107,-0.00418,-0.0015,0.00931,-0.00497
0.062,-0.02811,-0.00325,0.00868,0.00126,-0.00646,0.01167,-0.00378,-0.0013,0.01123,-0.00481
0.0625,-0.02798,-0.00299,0.00818,0.00167,-0.00535,0.00946,-0.00326,-0.00151,0.01286,-0.00541
0.063,-0.02663,-0.00346,0.00794,0.0019,-0.00475,0.00897,-0.00375,-0.00211,0.01381,-0.00567
0.0635,-0.02565,-0.00363,0.00841,0.00194,-0.00453,0.00679,-0.00314,-0.00226,0.0137,-0.00477
0.064,-0.02408,-0.00283,0.0091,0.00235,-0.0044,0.00594,-0.00262,-0.00296,0.01451,-0.00487
0.0645,-0.02186,-0.00256,0.00978,0.00217,-0.00431,0.00776,-0.00231,-0.00231,0.01492,-0.0038
0.065,-0.02209,-0.00177,0.00962,0.00169,-0.00407,0.00856,-0.00213,-0.00247,0.01663,-0.00258
0.0655,-0.02091,-0.00214,0.01007,0.00213,-0.00338,0.0087,-0.00246,-0.00262,0.01826,-0.00261
0.066,-0.02285,-0.00163,0.01029,0.00264,-0.00324,0.00991,-0.00243,-0.00227,0.0175,-0.00255
0.0665,-0.02497,-0.00091,0.0107,0.00243,-0.00323,0.00856,-0.00231,-0.00175,0.01728,-0.00155
0.067,-0.02559,-0.00139,0.0103,0.00333,-0.00335,0.01001,-0.00292,-0.0017,0.01781,-0.00064
0.0675,-0.025,-0.00211,0.01022,0.00246,-0.00242,0.01167,-0.00247,-0.00212,0.01925,-0.00103
0.068,-0.02624,-0.00262,0.01006,0.0021,-0.0036,0.01042,-0.00307,-0.00237,0.01888,-0.00064
0.0685,-0.02578,-0.00205,0.0107,0.00102,-0.00351,0.01128,-0.00336,-0.00233,0.01822,-0.00106
0.069,-0.02599,-0.00261,0.01129,0.00019,-0.00256,0.0108,-0.00399,-0.00237,0.01729,-0.00182
0.0695,-0.02358,-0.00266,0.01079,0.00133,-0.00293,0.00943,-0.00446,-0.00277,0.0182,-0.00129
0.07,-0.02366,-0.00306,0.01017,0.00068,-0.00346,0.0082,-0.00442,-0.00247,0.01766,-0.00097
0.0705,-0.02385,-0.00334,0.01081,0.00152,-0.00276,0.00696,-0.00375,-0.00286,0.01633,-0.00133
0.071,-0.0262,-0.00356,0.01031,0.00174,-0.00362,0.00459,-0.00417,-0.0033,0.01509,-0.0018
0.0715,-0.02652,-0.00296,0.00967,0.0009,-0.00297,0.00307,-0.00428,-0.00289,0.01564,-0.0018
0.072,-0.02832,-0.0032,0.00977,0.00085,-0.0032,0.00447,-0.00401,-0.00293,0.01492,-0.00203
0.0725,-0.02613,-0.00371,0.00914,0.00119,-0.0024,0.0037,-0.0046,-0.00323,0.0144,-0.00275
0.073,-0.02805,-0.00376,0.00869,0.00091,-0.0033,0.00296,-0.00478,-0.00344,0.01517,-0.0017
0.0735,-0.02627,-0.00418,0.00797,0.00204,-0.00312,0.00364,-0.00431,-0.00411,0.01568,-0.00109
0.074,-0.02876,-0.00496,0.00732,0.00169,-0.00252,0.0036,-0.00468,-0.00357,0.01389,0.00012
0.0745,-0.02762,-0.00455,0.00672,0.00081,-0.00154,0.00244,-0.0045,-0.00348,0.01386,0.00112
0.075,-0.02924,-0.00502,0.00697,-0.00028,-0.00082,0.00372,-0.00491,-0.00312,0.0123,0.00125
0.0755,-0.03143,-0.00403,0.00765,-0.00106,-0.00157,0.00475,-0.00521,-0.00323,0.01238,0.00109
0.076,-0.03292,-0.00494,0.0083,-0.0014,-0.00279,0.00472,-0.00479,-0.0033,0.01281,0.00051
0.0765,-0.03236,-0.00451,0.00818,-0.00212,-0.00357,0.00272,-0.00509,-0.0034,0.01335,0.00127
0.077,-0.03331,-0.00533,0.00775,-0.00254,-0.00258,0.00396,-0.0053,-0.00327,0.01482,0.00223
0.0775,-0.03567,-0.00601,0.00711,-0.00172,-0.00288,0.00555,-0.00461,-0.00324,0.01368,0.00137
0.078,-0.03438,-0.00618,0.00781,-0.00147,-0.00377,0.00487,-0.00488,-0.00311,0.0151,0.00243
0.0785,-0.03409,-0.00713,0.00749,-0.00187,-0.00488,0.00689,-0.00423,-0.00356,0.01509,0.00307
0.079,-0.03432,-0.00798,0.00798,-0.00291,-0.00465,0.00776,-0.0049,-0.00341,0.01652,0.00369
0.0795,-0.03384,-0.00881,0.0078,-0.00269,-0.00379,0.00764,-0.00454,-0.00318,0.01689,0.0044
0.08,-0.0324,-0.00894,0.00821,-0.00313,-0.00343,0.00978,-0.00453,-0.0033,0.01554,0.00457
0.0805,-0.03226,-0.00994,0.00877,-0.00409,-0.00295,0.00799,-0.00467,-0.00273,0.01566,0.0057
0.081,-0.03443,-0.0099,0.00866,-0.00394,-0.00356,0.00706,-0.00508,-0.00272,0.01481,0.00515
0.0815,-0.03304,-0.00986,0.0092,-0.00459,-0.00378,0.00522,-0.0048,-0.00257,0.01369,0.00484
0.082,-0.03483,-0.00945,0.0094,-0.00417,-0.00394,0.00488,-0.00431,-0.00201,0.01525,0.00591
0.0825,-0.03501,-0.01034,0.01009,-0.00378,-0.00285,0.00523,-0.00368,-0.00134,0.01487,0.00641
0.083,-0.03403,-0.01106,0.00942,-0.00298,-0.00302,0.00577,-0.00386,-0.00082,0.01311,0.00631
0.0835,-0.03281,-0.01002,0.00904,-0.00364,-0.0036,0.00585,-0.0037,-0.00079,0.01192,0.00674
0.084,-0.03515,-0.01027,0.009,-0.00261,-0.00462,0.00375,-0.00425,-0.00105,0.01176,0.00589
0.0845,-0.03456,-0.01096,0.00859,-0.00157,-0.00413,0.00428,-0.00371,-0.00083,0.01321,0.00621
0.085,-0.03267,-0.01199,0.00891,-0.00222,-0.00333,0.00386,-0.00372,-0.00043,0.01258,0.00584
0.0855,-0.03152,-0.01199,0.00934,-0.00163,-0.00228,0.0052,-0.00361,-0.00055,0.0135,0.00655
0.086,-0.03129,-0.01114,0.01002,-0.00231,-0.00242,0.00483,-0.00406,-0.00033,0.01491,0.00591
0.0865,-0.03291,-0.01071,0.00931,-0.00333,-0.00229,0.00501,-0.0042,-0.00069,0.01338,0.00677
0.087,-0.03246,-0.0101,0.01,-0.00225,-0.00272,0.00691,-0.00406,-0.00032,0.01238,0.00723
0.0875,-0.03204,-0.0105,0.00956,-0.00232,-0.00165,0.00828,-0.00362,-0.00063,0.01262,0.00632
0.088,-0.03339,-0.00966,0.00919,-0.0018,-0.00093,0.01007,-0.00357,-0.00112,0.01327,0.00674
0.0885,-0.03247,-0.00954,0.00933,-0.00275,-3e-05,0.00949,-0.00399,-0.00158,0.01448,0.00743
0.089,-0.03158,-0.00938,0.00924,-0.00302,0.00038,0.0105,-0.00436,-0.00118,0.01515,0.0072
0.0895,-0.03332,-0.00866,0.00885,-0.00385,-0.00084,0.01218,-0.00438,-0.00114,0.01611,0.00619
0.09,-0.0309,-0.00802,0.00939,-0.00289,-0.00169,0.01443,-0.00471,-0.00147,0.01799,0.00644
0.0905,-0.03022,-0.00888,0.00915,-0.00273,-0.00057,0.01537,-0.00533,-0.00127,0.01769,0.00744
0.091,-0.03279,-0.00836,0.0088,-0.00288,0.0004,0.01514,-0.00477,-0.00141,0.01855,0.00658
0.0915,-0.0325,-0.00919,0.00875,-0.00233,0.0014,0.01488,-0.00492,-0.00091,0.01704,0.0072
0.092,-0.03368,-0.00846,0.00897,-0.00191,0.00012,0.01698,-0.00479,-0.00071,0.01569,0.00611
0.0925,-0.03557,-0.00862,0.00879,-0.00151,-0.00082,0.0176,-0.00463,-0.00089,0.0145,0.00668
0.093,-0.03424,-0.00819,0.00811,-0.00117,-0.0013,0.01898,-0.00461,-0.00026,0.01479,0.00584
0.0935,-0.0367,-0.00733,0.00882,-0.00102,-0.00142,0.02,-0.00418,-0.0003,0.01625,0.00572
0.094,-0.03906,-0.00632,0.00822,-0.00155,-0.00211,0.01821,-0.0048,8e-05,0.01677,0.00587
0.0945,-0.03927,-0.00627,0.00779,-0.0017,-0.00225,0.0179,-0.00517,0.00074,0.01827,0.00641
0.095,-0.03709,-0.00564,0.00795,-0.00095,-0.00242,0.01743,-0.00559,0.00066,0.01957,0.00532
0.0955,-0.0362,-0.00547,0.00816,-0.0017,-0.00185,0.01944,-0.00508,0.00094,0.02128,0.00479
0.096,-0.03459,-0.00592,0.0083,-0.00162,-0.00219,0.02014,-0.00534,0.00142,0.02074,0.00416
0.0965,-0.03371,-0.00692,0.0086,-0.00169,-0.00122,0.02008,-0.00537,0.0008,0.01973,0.004
0.097,-0.0361,-0.00776,0.00862,-0.0024,-0.0009,0.02192,-0.00566,0.00034,0.01849,0.003
0.0975,-0.03789,-0.00822,0.00872,-0.00234,-0.00071,0.02172,-0.00528,0.00057,0.01688,0.00406
0.098,-0.04012,-0.00773,0.00932,-0.00311,-0.00091,0.01996,-0.00485,0.00103,0.01601,0.00408
0.0985,-0.03937,-0.00673,0.00983,-0.00294,-0.00146,0.01947,-0.00492,0.00111,0.01706,0.00299
0.099,-0.03718,-0.00721,0.00998,-0.00264,-0.00113,0.01768,-0.0053,0.00055,0.01696,0.00203
0.0995,-0.03525,-0.00618,0.00968,-0.00205,6e-05,0.01773,-0.0053,8e-05,0.01738,0.00241
0.1,-0.03349,-0.0051,0.0104,-0.00136,-0.00041,0.01788,-0.00518,-0.00052,0.01729,0.00342
0.1005,-0.03303,-0.00529,0.00998,-0.00029,0.00058,0.0162,-0.00581,-0.00053,0.01564,0.00454
0.101,-0.03319,-0.00566,0.01013,0.00045,0.00187,0.018,-0.00607,-0.00044,0.01397,0.0034
0.1015,-0.03236,-0.00603,0.01035,0.00043,0.00215,0.01919,-0.00673,0.0001,0.01481,0.0044
0.102,-0.03488,-0.00698,0.01022,0.00102,0.00306,0.02013,-0.0063,2e-05,0.01539,0.00451
0.1025,-0.03435,-0.00733,0.01092,-4e-05,0.00374,0.02173,-0.0065,-0.00021,0.01695,0.00341
0.103,-0.03196,-0.00782,0.01072,0.00013,0.00267,0.02034,-0.00679,0.00031,0.01842,0.00447
0.1035,-0.03334,-0.00785,0.01019,1e-05,0.00169,0.0214,-0.0064,0.00046,0.01911,0.00547
0.104,-0.03308,-0.00781,0.01082,-0.00026,0.00283,0.0215,-0.00576,4e-05,0.01756,0.00479
0.1045,-0.03131,-0.00837,0.01115,0.00081,0.00202,0.02132,-0.00527,-0.00027,0.01762,0.00398
0.105,-0.03062,-0.00811,0.01151,0.00103,0.00124,0.01961,-0.0057,0.00035,0.01742,0.00474
0.1055,-0.0306,-0.0078,0.01156,0.00155,0.00065,0.02157,-0.00556,0.00025,0.01613,0.00487
0.106,-0.02894,-0.00875,0.01143,0.00136,0.00051,0.01976,-0.00614,-0.00016,0.01665,0.0045
0.1065,-0.03121,-0.00898,0.01181,0.00082,-0.0001,0.01911,-0.00573,-0.00052,0.01523,0.00403
0.107,-0.02913,-0.00916,0.0111,0.00042,-0.00096,0.01993,-0.00638,-0.0004,0.01391,0.00358
0.1075,-0.02871,-0.00911,0.01049,0.00044,-0.00125,0.0207,-0.00651,0.00012,0.01211,0.00319
0.108,-0.02729,-0.00836,0.01057,-0.00054,-0.00192,0.02181,-0.00673,0.00065,0.01292,0.00433
0.1085,-0.02819,-0.00826,0.01095,0.00011,-0.00072,0.02322,-0.00626,0.00051,0.01194,0.00328
0.109,-0.02596,-0.00723,0.01051,-0.00065,-0.00193,0.02494,-0.0069,0.00025,0.01363,0.00256
0.1095,-0.02405,-0.00641,0.01121,-0.0002,-0.00307,0.02418,-0.00658,-0.00038,0.01368,0.00229
0.11,-0.02598,-0.00538,0.01156,-0.00107,-0.00191,0.02581,-0.00695,-0.00031,0.01438,0.00203
0.1105,-0.02838,-0.00544,0.01219,-0.00134,-0.00283,0.02395,-0.00699,-0.00022,0.01585,0.00305
0.111,-0.02659,-0.0052,0.01229,-0.00117,-0.00272,0.02415,-0.00636,-0.00039,0.01698,0.00367
0.1115,-0.02847,-0.00616,0.01301,-5e-05,-0.00246,0.02179,-0.00698,-0.00011,0.01693,0.00312
0.112,-0.02687,-0.00646,0.0137,-0.00115,-0.00353,0.02257,-0.00765,-0.00057,0.01766,0.00299
0.1125,-0.02929,-0.00665,0.0141,-0.00048,-0.00449,0.02443,-0.00726,-0.00038,0.01683,0.00188
0.113,-0.03091,-0.00587,0.01359,0.00057,-0.00466,0.02482,-0.00725,0.00031,0.01601,0.00203
0.1135,-0.03267,-0.00604,0.01427,0.00136,-0.00403,0.02364,-0.00784,0.00086,0.01561,0.00308
0.114,-0.03089,-0.00612,0.01484,0.00217,-0.00455,0.02179,-0.00773,0.00151,0.01734,0.00411
