Times,XT_Channel_1,XT_Channel_2,XT_Channel_3,XT_Channel_4,XT_Channel_5,XT_Channel_6,XT_Channel_7,XT_Channel_8,XT_Channel_9,XT_Channel_10
0.0975,0.0337,-0.00389,0.0025,0.03193,-0.0083,0.00777,-0.01124,0.00126,0.00165,-0.00468
0.098,0.03277,-0.0055,0.00253,0.03118,-0.00699,0.0077,-0.0117,0.00036,0.00178,-0.00632
0.0985,0.03043,-0.00543,0.00194,0.03123,-0.00578,0.00692,-0.01259,0.00024,0.00262,-0.00722
0.099,0.0315,-0.00633,0.00118,0.03225,-0.00502,0.00721,-0.01224,-0.00063,0.00155,-0.00844
0.0995,0.0305,-0.00776,0.00137,0.03408,-0.0056,0.00762,-0.01252,-0.00083,0.00087,-0.00874
0.1,0.03205,-0.00918,0.00232,0.03314,-0.0056,0.00664,-0.0141,-0.00072,-0.0001,-0.00838
0.1005,0.03243,-0.00904,0.00285,0.0354,-0.00486,0.00608,-0.01615,-0.00063,-0.00014,-0.01007
0.101,0.03505,-0.01027,0.00212,0.03711,-0.00591,0.00758,-0.01435,-0.00049,-0.00075,-0.0093
0.1015,0.03602,-0.009,0.00156,0.03655,-0.00619,0.00868,-0.01536,-7e-05,0.0004,-0.00895
0.102,0.03327,-0.01093,0.00078,0.03916,-0.0051,0.00883,-0.01515,-0.00065,0.00023,-0.00759
0.1025,0.03509,-0.01122,0.00044,0.04046,-0.00426,0.00757,-0.01516,-0.00083,-0.00068,-0.00813
0.103,0.03346,-0.00936,0.00131,0.04005,-0.00332,0.00772,-0.01497,-0.0017,-0.00128,-0.00939
0.1035,0.03284,-0.00962,0.00204,0.03812,-0.00394,0.00764,-0.01331,-0.00228,-0.00073,-0.009
0.104,0.03127,-0.01157,0.00233,0.03655,-0.00353,0.00882,-0.01299,-0.00283,-0.00117,-0.00988
0.1045,0.03363,-0.01012,0.00197,0.03511,-0.00295,0.00877,-0.01448,-0.00283,-0.00147,-0.00857
0.105,0.03473,-0.00956,0.0023,0.0339,-0.00346,0.0101,-0.01372,-0.00341,-0.00212,-0.00912
0.1055,0.03397,-0.01094,0.00254,0.03676,-0.00362,0.00981,-0.0153,-0.00385,-0.00197,-0.00755
0.106,0.03312,-0.01296,0.00223,0.03908,-0.00385,0.00878,-0.01546,-0.0029,-0.00263,-0.00686
0.1065,0.03528,-0.01148,0.00305,0.03991,-0.00476,0.00841,-0.01553,-0.00291,-0.00207,-0.00522
0.107,0.03287,-0.01338,0.00309,0.04175,-0.00414,0.00746,-0.01495,-0.00309,-0.00237,-0.00404
0.1075,0.03262,-0.01269,0.00338,0.04123,-0.00272,0.00735,-0.01514,-0.00388,-0.00157,-0.00302
0.108,0.03063,-0.01063,0.00291,0.04008,-0.00227,0.00676,-0.01678,-0.00346,-0.00129,-0.00461
0.1085,0.03223,-0.0102,0.00338,0.04037,-0.00188,0.0066,-0.01737,-0.00435,-0.00048,-0.00558
0.109,0.03328,-0.01073,0.00368,0.03897,-0.00267,0.00664,-0.01932,-0.00525,0.00055,-0.00467
0.1095,0.03119,-0.00881,0.0029,0.04088,-0.00118,0.00592,-0.01803,-0.00592,-0.00019,-0.00297
0.11,0.03198,-0.00999,0.0023,0.04061,-0.00033,0.00551,-0.01657,-0.00634,-0.00106,-0.00207
0.1105,0.02923,-0.00994,0.00139,0.04189,0.00098,0.00551,-0.01837,-0.00591,-0.00163,-0.00354
0.111,0.03091,-0.00896,0.00214,0.04208,0.00207,0.00555,-0.01766,-0.00579,-0.00152,-0.00218
0.1115,0.02902,-0.00912,0.00231,0.04275,0.00204,0.00421,-0.01706,-0.00661,-0.00158,-0.00129
0.112,0.0265,-0.00731,0.00171,0.04251,0.00152,0.00475,-0.01665,-0.00573,-0.00054,-0.00228
0.1125,0.02407,-0.00787,0.00078,0.03981,0.0017,0.00477,-0.01572,-0.00514,-0.00093,-0.00083
0.113,0.02394,-0.00954,0.00147,0.0425,0.00292,0.00527,-0.01379,-0.00575,-0.00163,-0.0005
0.1135,0.02403,-0.01102,0.00147,0.04406,0.00372,0.00566,-0.01402,-0.00482,-0.00184,-0.00034
0.114,0.02494,-0.00988,0.00052,0.04465,0.00328,0.00688,-0.01473,-0.00545,-0.00223,-0.00135
0.1145,0.02582,-0.01187,0.00136,0.04678,0.00254,0.00755,-0.01456,-0.00512,-0.00141,-0.002
0.115,0.02351,-0.01214,0.00219,0.04788,0.00245,0.00665,-0.0138,-0.00534,-0.00238,-0.00249
0.1155,0.02587,-0.01256,0.00183,0.04755,0.0038,0.00653,-0.01565,-0.00501,-0.00185,-0.00225
0.116,0.02646,-0.01347,0.0009,0.04731,0.00343,0.00681,-0.0169,-0.00484,-0.00117,-0.00228
0.1165,0.02399,-0.01512,0.00015,0.04783,0.0049,0.00805,-0.01621,-0.00419,-0.00045,-0.00164
0.117,0.02503,-0.01713,0.00074,0.0506,0.0051,0.00663,-0.0155,-0.00433,-0.00085,-0.0005
0.1175,0.02355,-0.01815,0.00126,0.05346,0.00428,0.00763,-0.01473,-0.00466,-0.00167,-0.0015
