Times,XT_Channel_1,XT_Channel_2,XT_Channel_3,XT_Channel_4,XT_Channel_5,XT_Channel_6,XT_Channel_7,XT_Channel_8,XT_Channel_9,XT_Channel_10
0.0335,-0.00259,0.02291,-0.00395,-0.00567,-0.00279,0.00763,-0.00405,0.00696,-0.01073,-0.00266
0.034,-0.00289,0.0215,-0.00448,-0.00499,-0.0006,0.00808,-0.00403,0.00614,-0.01139,-0.00136
0.0345,-0.00378,0.02162,-0.00387,-0.00652,-0.0017,0.0075,-0.00599,0.00399,-0.01281,-0.00216
0.035,-0.00396,0.02029,-0.00432,-0.00705,-0.00281,0.00676,-0.00585,0.00259,-0.01198,-0.002
0.0355,-0.00361,0.02236,-0.00485,-0.00787,-0.00308,0.00716,-0.00358,0.0029,-0.01278,-0.00261
0.036,-0.00334,0.02197,-0.00403,-0.0072,-0.00521,0.00678,-0.00217,0.00318,-0.01128,-0.00369
0.0365,-0.00423,0.02361,-0.0047,-0.00592,-0.00496,0.00631,-0.00436,0.00228,-0.01152,-0.00249
0.037,-0.00432,0.02087,-0.00483,-0.00541,-0.00645,0.0056,-0.00446,0.00469,-0.01247,-0.00248
0.0375,-0.00422,0.01843,-0.00532,-0.00608,-0.00672,0.00583,-0.00568,0.00714,-0.0125,-0.00337
0.038,-0.0047,0.01568,-0.0062,-0.00444,-0.00641,0.00518,-0.00794,0.00483,-0.01127,-0.00495
0.0385,-0.00388,0.01552,-0.00636,-0.00486,-0.0044,0.00519,-0.00899,0.00613,-0.01024,-0.00568
0.039,-0.00383,0.01452,-0.00583,-0.00345,-0.00576,0.00562,-0.00935,0.00777,-0.01055,-0.00439
0.0395,-0.00434,0.01199,-0.00516,-0.0047,-0.00415,0.00562,-0.00853,0.00917,-0.0092,-0.00591
0.04,-0.00354,0.01034,-0.00578,-0.0055,-0.00531,0.00599,-0.00717,0.00843,-0.00903,-0.00469
0.0405,-0.00443,0.00743,-0.00605,-0.00418,-0.00662,0.00676,-0.00874,0.00685,-0.00779,-0.00406
0.041,-0.00386,0.00541,-0.00674,-0.00571,-0.00789,0.0073,-0.01074,0.00496,-0.00621,-0.00501
0.0415,-0.00417,0.00439,-0.0069,-0.00586,-0.00596,0.00774,-0.01034,0.0041,-0.00481,-0.00398
0.042,-0.00432,0.00205,-0.00776,-0.00633,-0.00655,0.00774,-0.01268,0.00197,-0.00305,-0.00398
0.0425,-0.00401,0.00062,-0.00767,-0.00594,-0.00501,0.00751,-0.01533,0.00324,-0.00306,-0.00508
0.043,-0.0044,-0.00093,-0.00825,-0.00563,-0.00341,0.007,-0.01723,0.00542,-0.00236,-0.0046
0.0435,-0.00467,-0.00247,-0.00866,-0.0053,-0.00284,0.00724,-0.01617,0.00649,-0.00294,-0.00319
0.044,-0.00514,0.0001,-0.00937,-0.00511,-0.00454,0.00779,-0.01762,0.00568,-0.00262,-0.00228
0.0445,-0.00564,-0.00132,-0.01007,-0.00525,-0.00584,0.00847,-0.01529,0.0037,-0.0037,-0.00213
0.045,-0.00622,-0.00084,-0.01007,-0.00651,-0.00559,0.00851,-0.01789,0.00332,-0.0035,-0.0034
0.0455,-0.00579,-0.00344,-0.01018,-0.00555,-0.0078,0.00822,-0.01678,0.00478,-0.00481,-0.00276
0.046,-0.00662,-0.00629,-0.0104,-0.00651,-0.00569,0.00806,-0.01531,0.00422,-0.00538,-0.00342
0.0465,-0.00633,-0.00519,-0.01054,-0.0055,-0.00627,0.008,-0.01667,0.00484,-0.00378,-0.004
0.047,-0.00565,-0.00236,-0.00967,-0.00573,-0.00712,0.00764,-0.01878,0.00332,-0.00205,-0.00313
0.0475,-0.00609,0.00056,-0.00943,-0.00483,-0.00648,0.00715,-0.01872,0.00363,-0.0025,-0.00224
0.048,-0.00643,0.00142,-0.00872,-0.00563,-0.00773,0.0076,-0.01726,0.00508,-0.00145,-0.00165
0.0485,-0.00642,-0.00137,-0.00918,-0.0051,-0.00733,0.00801,-0.01512,0.00689,0.00033,-0.00254
0.049,-0.00709,-0.00013,-0.00998,-0.0052,-0.00799,0.00852,-0.016,0.00486,0.00181,-0.0033
0.0495,-0.00712,-0.00132,-0.01013,-0.00545,-0.00743,0.00876,-0.01436,0.00451,0.00139,-0.00319
0.05,-0.00775,0.00029,-0.00983,-0.00418,-0.00688,0.00858,-0.01219,0.0051,0.00244,-0.00366
0.0505,-0.00752,0.00236,-0.0091,-0.00419,-0.00662,0.00893,-0.01317,0.00657,0.00211,-0.00313
0.051,-0.00694,0.0017,-0.00888,-0.00393,-0.00684,0.00871,-0.01097,0.0041,0.00359,-0.00317
0.0515,-0.00631,0.00271,-0.00861,-0.00501,-0.00572,0.00889,-0.01237,0.00592,0.00531,-0.0047
0.052,-0.00633,0.00482,-0.00883,-0.00429,-0.00364,0.00943,-0.01371,0.00785,0.0038,-0.00547
0.0525,-0.00593,0.00387,-0.00893,-0.00319,-0.00149,0.00989,-0.01364,0.00972,0.00358,-0.00572
0.053,-0.00547,0.0044,-0.00863,-0.00285,-0.00307,0.00972,-0.01627,0.00755,0.00531,-0.00566
0.0535,-0.00558,0.00336,-0.00782,-0.00247,-0.00205,0.00943,-0.01367,0.00682,0.00575,-0.00607
0.054,-0.00534,0.00259,-0.00844,-0.00157,-0.00151,0.01015,-0.01344,0.00627,0.00422,-0.00667
0.0545,-0.00525,0.00424,-0.00819,-0.00078,0.00039,0.01027,-0.01413,0.00851,0.00382,-0.00561
0.055,-0.00507,0.00685,-0.00844,-0.00027,0.00235,0.00952,-0.01479,0.00782,0.005,-0.00698
0.0555,-0.00504,0.00429,-0.00773,0.0014,0.00199,0.00898,-0.01333,0.01001,0.00474,-0.00582
0.056,-0.00574,0.00583,-0.00773,0.00015,0.00273,0.00842,-0.01088,0.01153,0.00319,-0.007
0.0565,-0.00578,0.00804,-0.00719,-0.00069,0.0047,0.00835,-0.01155,0.01214,0.00327,-0.00791
0.057,-0.00501,0.00805,-0.00686,-0.00176,0.00257,0.00857,-0.01218,0.01154,0.00442,-0.00676
0.0575,-0.00496,0.00662,-0.00634,-0.0035,0.00164,0.00807,-0.0104,0.01221,0.00492,-0.00526
0.058,-0.00449,0.00701,-0.00715,-0.00243,0.0026,0.00873,-0.01123,0.01464,0.00433,-0.00611
0.0585,-0.00397,0.00712,-0.0073,-0.00091,0.00058,0.00806,-0.01189,0.01334,0.00526,-0.00626
0.059,-0.00446,0.00993,-0.00655,-0.00106,-0.00035,0.00752,-0.01134,0.01284,0.00459,-0.00601
0.0595,-0.00382,0.01191,-0.006,-0.0024,0.00058,0.00826,-0.01128,0.01207,0.00576,-0.00638
0.06,-0.00426,0.00971,-0.00543,-0.00065,0.00121,0.00792,-0.01371,0.01029,0.00376,-0.00548
0.0605,-0.00358,0.01161,-0.00612,-0.00164,-0.00021,0.00821,-0.01274,0.00881,0.00177,-0.00658
0.061,-0.00424,0.00927,-0.00573,-0.00146,0.00138,0.00809,-0.01126,0.00798,0.00146,-0.0064
0.0615,-0.0036,0.01159,-0.00574,0.00024,-0.0005,0.00828,-0.01213,0.0094,0.00317,-0.00592
0.062,-0.00352,0.01413,-0.00587,0.00028,-0.00074,0.00764,-0.01391,0.00975,0.00308,-0.00679
0.0625,-0.00378,0.01531,-0.00666,0.00131,-0.00236,0.00779,-0.01184,0.00763,0.00393,-0.00562
0.063,-0.00326,0.01234,-0.00609,-0.00033,-0.00164,0.0084,-0.01375,0.00745,0.00528,-0.00593
0.0635,-0.0028,0.00964,-0.00552,-0.00073,-0.00383,0.00912,-0.01174,0.00823,0.00454,-0.00487
0.064,-0.00292,0.00773,-0.00566,0.00084,-0.00319,0.00927,-0.00943,0.01013,0.00398,-0.00551
0.0645,-0.00324,0.00912,-0.00497,0.00112,-0.00529,0.00972,-0.01043,0.00984,0.00336,-0.00406
0.065,-0.00318,0.00792,-0.0055,0.00028,-0.00701,0.01035,-0.00963,0.00862,0.00154,-0.00271
0.0655,-0.00358,0.00779,-0.00622,-0.00122,-0.00515,0.01027,-0.00961,0.00982,0.00084,-0.00303
0.066,-0.00376,0.01017,-0.00588,-0.00145,-0.00547,0.01081,-0.00718,0.00904,-0.00013,-0.00455
0.0665,-0.00418,0.00966,-0.00523,-0.00288,-0.00439,0.01017,-0.00754,0.00761,-0.00176,-0.00423
0.067,-0.00483,0.01167,-0.00482,-0.00294,-0.0049,0.00939,-0.00631,0.00938,-0.00142,-0.00537
0.0675,-0.00548,0.00971,-0.00552,-0.00356,-0.00362,0.00925,-0.00841,0.00729,-0.00155,-0.00459
0.068,-0.00532,0.0099,-0.00531,-0.00396,-0.00473,0.00863,-0.00786,0.00613,-0.00259,-0.00553
0.0685,-0.00569,0.01068,-0.00578,-0.00272,-0.00616,0.00807,-0.00654,0.00421,-0.00237,-0.00644
0.069,-0.00566,0.01357,-0.00556,-0.0019,-0.00544,0.00856,-0.00869,0.00652,-0.00137,-0.00768
0.0695,-0.00554,0.01355,-0.00577,-0.0018,-0.00351,0.00814,-0.00631,0.0058,-0.00071,-0.00693
0.07,-0.00469,0.01452,-0.00666,-0.00331,-0.00209,0.00762,-0.00498,0.00615,0.0005,-0.00658
0.0705,-0.00434,0.01679,-0.00682,-0.005,-0.00377,0.00742,-0.00348,0.00793,-0.00067,-0.00649
0.071,-0.00404,0.01911,-0.00675,-0.00366,-0.00279,0.00761,-0.00571,0.00987,-0.00093,-0.00732
0.0715,-0.00403,0.01981,-0.00659,-0.00218,-0.00361,0.00756,-0.00456,0.01002,-0.00255,-0.00649
0.072,-0.00443,0.0183,-0.00578,-0.00291,-0.00334,0.00747,-0.00672,0.00959,-0.00377,-0.00538
0.0725,-0.00407,0.01879,-0.00593,-0.00452,-0.00147,0.00729,-0.0051,0.00915,-0.00319,-0.00439
0.073,-0.00423,0.01869,-0.00605,-0.00436,-0.00197,0.00742,-0.0037,0.01114,-0.00364,-0.00436
0.0735,-0.00423,0.01846,-0.00588,-0.00391,-0.00399,0.00774,-0.00374,0.01358,-0.00327,-0.005
0.074,-0.00355,0.02102,-0.00668,-0.00503,-0.00433,0.00745,-0.00437,0.0136,-0.00384,-0.00504
0.0745,-0.00375,0.02196,-0.00587,-0.00573,-0.00537,0.00739,-0.00361,0.01473,-0.0045,-0.00547
0.075,-0.00412,0.02432,-0.00532,-0.006,-0.0051,0.00737,-0.0054,0.01596,-0.00286,-0.00651
0.0755,-0.00414,0.0228,-0.00447,-0.00512,-0.00411,0.00765,-0.00565,0.01373,-0.00173,-0.00763
0.076,-0.00467,0.02535,-0.00508,-0.00469,-0.00597,0.00766,-0.00723,0.01136,-0.00315,-0.00611
0.0765,-0.00439,0.0225,-0.00531,-0.00518,-0.00584,0.00778,-0.00922,0.01285,-0.00266,-0.0053
0.077,-0.00514,0.01965,-0.00555,-0.00644,-0.00682,0.00736,-0.00945,0.01066,-0.00405,-0.00542
0.0775,-0.00587,0.02255,-0.0053,-0.00478,-0.00748,0.00781,-0.01088,0.01296,-0.00385,-0.00473
0.078,-0.00637,0.02133,-0.00446,-0.0052,-0.00689,0.00742,-0.01232,0.01216,-0.00291,-0.00439
0.0785,-0.00681,0.02108,-0.00413,-0.0061,-0.00528,0.00735,-0.01006,0.01252,-0.00415,-0.0042
0.079,-0.00656,0.02211,-0.00495,-0.00749,-0.00362,0.00727,-0.00897,0.01153,-0.00375,-0.00314
0.0795,-0.00649,0.02389,-0.00536,-0.00822,-0.0044,0.00775,-0.00657,0.0122,-0.00463,-0.00188
0.08,-0.00664,0.02161,-0.00528,-0.00761,-0.00632,0.00745,-0.00576,0.01205,-0.00385,-0.00091
0.0805,-0.00626,0.01959,-0.00467,-0.00596,-0.00726,0.00779,-0.00474,0.0132,-0.00233,-0.00079
0.081,-0.00587,0.02122,-0.00382,-0.00589,-0.00856,0.00826,-0.00639,0.01487,-0.00366,-0.00231
0.0815,-0.00651,0.01871,-0.0043,-0.00757,-0.00875,0.00835,-0.00475,0.01275,-0.00366,-0.00285
0.082,-0.00618,0.01837,-0.00479,-0.0067,-0.01091,0.00845,-0.00648,0.01412,-0.00275,-0.00377
0.0825,-0.006,0.01853,-0.00419,-0.00828,-0.01042,0.00899,-0.00617,0.01428,-0.00341,-0.00498
0.083,-0.00635,0.02028,-0.00413,-0.00657,-0.0088,0.0089,-0.00485,0.01598,-0.0029,-0.00393
0.0835,-0.00716,0.02234,-0.00465,-0.00581,-0.00835,0.00884,-0.007,0.01424,-0.00481,-0.00433
0.084,-0.00739,0.0249,-0.00551,-0.00564,-0.00978,0.00886,-0.00939,0.01536,-0.00654,-0.00453
0.0845,-0.00674,0.02741,-0.00484,-0.00695,-0.01059,0.00807,-0.0104,0.01585,-0.00459,-0.00372
0.085,-0.00645,0.02563,-0.00515,-0.00594,-0.0119,0.00825,-0.00775,0.01622,-0.0034,-0.00397
0.0855,-0.00701,0.02651,-0.00565,-0.00523,-0.01257,0.00775,-0.00738,0.01811,-0.00293,-0.00327
0.086,-0.00732,0.02731,-0.00511,-0.00391,-0.01304,0.00715,-0.00634,0.01599,-0.00464,-0.00437
0.0865,-0.00719,0.02816,-0.00441,-0.00414,-0.01264,0.0072,-0.00682,0.01683,-0.00499,-0.00418
0.087,-0.00645,0.03028,-0.0048,-0.00511,-0.01125,0.0078,-0.00839,0.01779,-0.00397,-0.00435
0.0875,-0.00674,0.03189,-0.00423,-0.00539,-0.01239,0.00741,-0.00916,0.01695,-0.00263,-0.00336
0.088,-0.00603,0.03147,-0.00437,-0.00662,-0.01454,0.00684,-0.00773,0.01836,-0.00267,-0.00237
0.0885,-0.00549,0.03316,-0.00464,-0.00646,-0.01583,0.00639,-0.00746,0.0163,-0.00389,-0.00151
0.089,-0.00544,0.03122,-0.00407,-0.00603,-0.01589,0.00694,-0.00975,0.01647,-0.00583,-0.00056
0.0895,-0.0058,0.03237,-0.00357,-0.00767,-0.01722,0.00652,-0.0118,0.0162,-0.00637,-0.00063
0.09,-0.00626,0.03266,-0.00438,-0.00861,-0.01935,0.0058,-0.01267,0.01495,-0.00678,-0.00063
0.0905,-0.0063,0.03016,-0.00522,-0.00831,-0.02091,0.00626,-0.01086,0.01715,-0.00482,-0.00185
0.091,-0.00718,0.03226,-0.00551,-0.00907,-0.02002,0.00687,-0.01247,0.01664,-0.00402,-0.00106
0.0915,-0.00742,0.03161,-0.00486,-0.01017,-0.01975,0.00674,-0.01435,0.01623,-0.00374,-0.00235
0.092,-0.00826,0.03174,-0.00435,-0.00892,-0.01907,0.00598,-0.01315,0.01855,-0.00288,-0.00092
0.0925,-0.00814,0.02986,-0.00505,-0.00983,-0.01802,0.00674,-0.01181,0.01989,-0.00125,0.00041
0.093,-0.00861,0.03172,-0.0056,-0.01031,-0.01958,0.00707,-0.011,0.01919,-0.00141,0.00099
0.0935,-0.00907,0.03076,-0.00578,-0.01129,-0.01919,0.00647,-0.0127,0.01964,-0.00025,0.00086
0.094,-0.00909,0.03042,-0.00648,-0.00977,-0.01892,0.00578,-0.01299,0.01962,-0.00055,0.00236
0.0945,-0.00852,0.02786,-0.00639,-0.00856,-0.0198,0.00657,-0.01427,0.01802,-0.00128,0.00347
0.095,-0.00883,0.027,-0.00645,-0.00713,-0.01809,0.00687,-0.01652,0.01934,-0.00084,0.00286
0.0955,-0.00826,0.0273,-0.00734,-0.00675,-0.01754,0.00752,-0.016,0.02068,-0.0016,0.00391
0.096,-0.00879,0.0248,-0.00807,-0.00527,-0.01643,0.00695,-0.01824,0.02313,-0.00216,0.00496
0.0965,-0.00928,0.02691,-0.00777,-0.00564,-0.01801,0.00688,-0.01903,0.02089,-0.00248,0.00531
0.097,-0.01001,0.02467,-0.00707,-0.00711,-0.01645,0.00728,-0.01683,0.01926,-0.00389,0.00532
0.0975,-0.01071,0.02547,-0.00785,-0.00831,-0.01648,0.00779,-0.01585,0.02125,-0.00566,0.0046
0.098,-0.01117,0.02677,-0.00846,-0.00979,-0.0174,0.00823,-0.01543,0.02258,-0.0044,0.00342
0.0985,-0.01154,0.02934,-0.00813,-0.00962,-0.01687,0.0086,-0.01762,0.02131,-0.00579,0.00195
0.099,-0.01132,0.03129,-0.00868,-0.01012,-0.017,0.00894,-0.01847,0.02309,-0.00781,0.00219
0.0995,-0.01107,0.02869,-0.00797,-0.00983,-0.01535,0.00859,-0.01797,0.02356,-0.00647,0.00166
0.1,-0.01075,0.02763,-0.00751,-0.01089,-0.01328,0.00908,-0.01958,0.02241,-0.00485,0.00083
0.1005,-0.01113,0.02813,-0.00724,-0.01214,-0.01347,0.00954,-0.0222,0.02001,-0.00536,0.00045
0.101,-0.0113,0.02933,-0.00735,-0.01356,-0.01282,0.01014,-0.02285,0.01988,-0.00406,7e-05
0.1015,-0.01057,0.02855,-0.00823,-0.01265,-0.01329,0.00958,-0.02432,0.01947,-0.00216,0.00125
0.102,-0.01134,0.03067,-0.00803,-0.01192,-0.01401,0.00991,-0.02238,0.01915,-0.00189,0.00151
0.1025,-0.01089,0.03352,-0.00871,-0.01313,-0.01456,0.00988,-0.02176,0.02108,-0.00353,0.00112
0.103,-0.01064,0.03443,-0.00825,-0.01166,-0.01366,0.00941,-0.02427,0.0187,-0.00254,0.00235
0.1035,-0.01045,0.03343,-0.00762,-0.01033,-0.01282,0.00899,-0.02401,0.01648,-0.00441,0.00312
0.104,-0.00966,0.03284,-0.00776,-0.00997,-0.01223,0.0086,-0.02193,0.01733,-0.00501,0.0019
0.1045,-0.01015,0.03296,-0.00779,-0.01097,-0.01024,0.00884,-0.01982,0.01488,-0.00355,0.0006
0.105,-0.01047,0.03444,-0.00755,-0.00964,-0.00821,0.00956,-0.02135,0.01284,-0.00228,0.00142
0.1055,-0.0102,0.03325,-0.00762,-0.01039,-0.00984,0.00977,-0.01979,0.01403,-0.00247,0.00051
0.106,-0.01106,0.03458,-0.00754,-0.01115,-0.00768,0.00995,-0.01864,0.01291,-0.00307,-0.00069
0.1065,-0.0102,0.03495,-0.00682,-0.01092,-0.00932,0.01033,-0.02097,0.01232,-0.00237,-0.00047
0.107,-0.00943,0.03693,-0.00622,-0.00946,-0.0086,0.01057,-0.01856,0.01009,-0.00189,-0.00042
0.1075,-0.00971,0.0399,-0.00669,-0.00854,-0.00789,0.00993,-0.02048,0.00993,-0.00099,0.0003
0.108,-0.00964,0.04278,-0.00752,-0.01001,-0.00678,0.00931,-0.02019,0.00987,-0.0018,-0.00112
0.1085,-0.01017,0.0439,-0.00722,-0.01069,-0.00682,0.00952,-0.02084,0.00931,-0.00337,-0.00148
0.109,-0.01039,0.04565,-0.00792,-0.00912,-0.00506,0.0097,-0.01853,0.01159,-0.00314,-0.00146
0.1095,-0.00971,0.04518,-0.00779,-0.0096,-0.0063,0.00925,-0.01616,0.01336,-0.00134,-0.00163
0.11,-0.00959,0.04308,-0.00847,-0.00833,-0.00713,0.00966,-0.01768,0.01477,-0.00115,-0.0032
0.1105,-0.00875,0.0423,-0.00921,-0.0082,-0.00518,0.01021,-0.02034,0.01671,-0.00226,-0.00426
0.111,-0.00875,0.04261,-0.00877,-0.00698,-0.00506,0.01039,-0.01874,0.01623,-0.00275,-0.00475
0.1115,-0.00838,0.04271,-0.00939,-0.00608,-0.00301,0.00985,-0.02088,0.01766,-0.00119,-0.00596
0.112,-0.00773,0.04214,-0.00886,-0.00658,-0.00506,0.01052,-0.01848,0.0201,0.0,-0.00576
0.1125,-0.00751,0.04021,-0.00923,-0.00756,-0.0031,0.01095,-0.0173,0.01977,0.0017,-0.00649
0.113,-0.00698,0.03886,-0.00944,-0.00647,-0.00315,0.01152,-0.01505,0.02082,0.00281,-0.00609
0.1135,-0.00675,0.03989,-0.00917,-0.00756,-0.00105,0.01176,-0.01682,0.02318,0.00084,-0.00663
