Times,XT_Channel_1,XT_Channel_2,XT_Channel_3,XT_Channel_4,XT_Channel_5,XT_Channel_6,XT_Channel_7,XT_Channel_8,XT_Channel_9,XT_Channel_10
0.022,-0.00456,0.00376,-0.00911,0.00095,0.00166,0.00457,-0.00078,-0.01474,0.0042,0.00192
0.0225,-0.00529,0.00375,-0.00923,0.00144,0.00061,0.00374,-0.00108,-0.01456,0.00415,0.00257
0.023,-0.00574,0.00333,-0.00936,0.00097,0.00093,0.00298,-0.00222,-0.01617,0.00374,0.00251
0.0235,-0.00536,0.002,-0.0072,0.00165,0.00185,0.0031,-0.00203,-0.01544,0.00397,0.0017
0.024,-0.00646,0.00157,-0.00443,0.00222,0.00177,0.00232,-0.00266,-0.0143,0.00403,0.0015
0.0245,-0.00596,0.00136,-0.00202,0.00226,0.00264,0.00205,-0.00222,-0.01293,0.00356,0.00074
0.025,-0.00632,-3e-05,-0.00139,0.00239,0.00199,0.00146,-0.00124,-0.01132,0.00383,0.00054
0.0255,-0.00526,-6e-05,0.00025,0.00281,0.00152,0.00099,-0.00129,-0.01212,0.00356,-0.00022
0.026,-0.00467,0.00024,-0.00056,0.00347,0.00088,0.00074,-0.00187,-0.01095,0.0031,-0.00064
0.0265,-0.00493,-0.00039,0.00024,0.00395,0.00171,0.00086,-0.00282,-0.01235,0.00331,-8e-05
0.027,-0.0042,-0.0003,-0.00162,0.00431,0.00247,0.00166,-0.00245,-0.01094,0.00383,0.00072
0.0275,-0.00446,0.00111,-0.00394,0.00366,0.00291,0.00261,-0.00198,-0.00892,0.00336,0.00068
0.028,-0.00403,0.00026,-0.00661,0.00384,0.00203,0.00268,-0.00127,-0.00752,0.00383,0.00129
0.0285,-0.00481,-0.00075,-0.00831,0.00438,0.00182,0.0024,-0.00011,-0.0068,0.00337,0.00105
0.029,-0.00417,-0.00078,-0.00729,0.00424,0.00251,0.00314,-0.0002,-0.00634,0.00349,0.00187
0.0295,-0.0034,-0.00068,-0.00575,0.00409,0.0023,0.00328,-8e-05,-0.00803,0.00385,0.00143
0.03,-0.00259,0.00056,-0.00284,0.00394,0.00128,0.00347,0.00066,-0.00864,0.00396,0.00162
0.0305,-0.00271,0.0006,-0.00505,0.00319,0.00147,0.0036,-0.00042,-0.00879,0.00355,0.00132
0.031,-0.00239,0.00095,-0.00366,0.00388,0.00161,0.00252,-0.00116,-0.00856,0.00389,0.00135
0.0315,-0.00292,0.00054,-0.00121,0.00319,0.00202,0.00333,-0.00194,-0.00743,0.00368,0.00073
0.032,-0.00263,0.00087,-0.00217,0.00285,0.00117,0.00406,-0.00175,-0.00634,0.00321,0.00123
0.0325,-0.00244,0.00028,-0.0024,0.00337,0.00039,0.00499,-0.00221,-0.00627,0.00325,0.00086
0.033,-0.00223,0.00129,-0.00234,0.00397,0.00073,0.00396,-0.00275,-0.00755,0.00278,0.00025
0.0335,-0.00224,0.00153,-0.00155,0.00393,0.00026,0.00361,-0.00187,-0.00708,0.00277,-0.00039
0.034,-0.00132,0.00172,-0.00225,0.00414,0.00111,0.00371,-0.00247,-0.00689,0.00323,-0.00051
0.0345,-0.00157,0.00047,-0.00056,0.00339,0.00184,0.00268,-0.00347,-0.00641,0.00331,0.00012
0.035,-0.00218,0.00061,-0.0029,0.00285,0.00271,0.00209,-0.00343,-0.00794,0.0037,-0.00015
0.0355,-0.00318,3e-05,-0.00133,0.0021,0.00172,0.00284,-0.00362,-0.0097,0.00375,0.0002
0.036,-0.00323,0.0004,-0.00359,0.00155,0.00164,0.00284,-0.00306,-0.00769,0.00405,0.00059
0.0365,-0.00317,0.00106,-0.00274,0.00105,0.00222,0.00311,-0.00222,-0.00812,0.00361,0.00106
0.037,-0.00263,0.00144,-0.00318,0.00038,0.00217,0.00407,-0.00334,-0.00981,0.00369,0.00125
0.0375,-0.00176,0.00016,-0.00596,0.00041,0.00214,0.0034,-0.00243,-0.01091,0.00322,0.00093
0.038,-0.00155,-0.00114,-0.00443,0.00034,0.00281,0.00239,-0.00181,-0.00973,0.00369,0.00136
0.0385,-0.00118,0.00023,-0.00183,0.00026,0.00385,0.00129,-0.00198,-0.01061,0.00375,0.00183
0.039,-0.00028,0.00043,-0.00462,0.00031,0.00453,0.00141,-0.00313,-0.0116,0.0033,0.00145
0.0395,-0.00099,-0.00096,-0.00608,0.00085,0.00503,0.00056,-0.00393,-0.01062,0.00312,0.00061
0.04,-0.00127,-0.00012,-0.00465,0.00103,0.00409,0.00175,-0.00407,-0.01133,0.00322,-7e-05
0.0405,-0.00214,0.00032,-0.0036,0.00107,0.00374,0.00048,-0.00372,-0.01297,0.00289,-0.00036
0.041,-0.00168,-0.00024,-0.00629,0.00068,0.00363,-0.00028,-0.00441,-0.01392,0.00286,-0.00083
0.0415,-0.00215,-7e-05,-0.00349,0.00037,0.00322,-0.00095,-0.00552,-0.0122,0.0029,-0.00155
0.042,-0.00197,0.00019,-0.00558,0.00042,0.004,-0.00053,-0.00535,-0.01127,0.00244,-0.00173
0.0425,-0.0024,0.0015,-0.00487,0.00085,0.00394,-0.00083,-0.0047,-0.0107,0.00274,-0.00233
0.043,-0.00166,0.00282,-0.00658,0.00126,0.00333,-0.00033,-0.00497,-0.01034,0.00301,-0.00183
0.0435,-0.00157,0.00391,-0.00488,0.00133,0.00245,0.00034,-0.00401,-0.00955,0.00277,-0.00172
0.044,-0.0007,0.00367,-0.00722,0.00149,0.00178,-0.00068,-0.00445,-0.00782,0.00266,-0.00184
0.0445,-0.00128,0.00213,-0.00625,0.00088,0.00104,-0.00104,-0.00348,-0.0082,0.0022,-0.00157
0.045,-0.00095,0.00177,-0.0084,0.00035,0.00133,-0.00067,-0.00266,-0.00723,0.00198,-0.00198
0.0455,-0.00164,0.00246,-0.01068,-0.00015,0.0009,-0.00067,-0.00276,-0.00611,0.00205,-0.00204
0.046,-0.0009,0.00174,-0.00981,9e-05,0.00072,-4e-05,-0.00383,-0.007,0.00174,-0.00211
0.0465,9e-05,0.00295,-0.01247,0.00011,0.00173,-3e-05,-0.00494,-0.00534,0.00197,-0.0023
0.047,-0.00074,0.00203,-0.00962,-0.00034,0.00231,0.00037,-0.00557,-0.00653,0.00197,-0.00243
0.0475,-0.00093,0.00055,-0.00775,0.0003,0.00167,0.00106,-0.00494,-0.00652,0.00175,-0.00246
0.048,-0.00112,0.00048,-0.00738,0.00095,0.00095,0.00024,-0.00582,-0.00519,0.00174,-0.0032
0.0485,1e-05,0.00161,-0.00634,0.00037,0.00096,0.00072,-0.00506,-0.0061,0.00138,-0.00239
0.049,0.00012,0.00053,-0.00488,0.00062,0.0004,-0.00037,-0.00456,-0.00541,0.00164,-0.00196
0.0495,0.00087,-0.00021,-0.00734,0.0002,0.00043,-0.00086,-0.00486,-0.00394,0.00216,-0.00174
0.05,0.00149,0.00065,-0.00964,-0.00024,0.00047,-0.00036,-0.00416,-0.00315,0.00239,-0.00245
0.0505,0.00166,-0.00043,-0.0103,-0.00088,8e-05,-0.00067,-0.00503,-0.00376,0.00259,-0.00186
0.051,0.00269,-0.00034,-0.01222,-0.00028,-0.00033,-0.00149,-0.00455,-0.00254,0.00259,-0.0013
0.0515,0.00353,-0.00074,-0.01286,0.00045,0.00055,-0.00029,-0.00377,-0.00436,0.00258,-0.00163
0.052,0.00318,-0.00084,-0.01149,0.00019,0.00131,-0.0011,-0.0047,-0.00418,0.00229,-0.00205
0.0525,0.00348,0.00056,-0.00931,-0.00022,0.00117,-0.00023,-0.00516,-0.00296,0.00188,-0.00224
0.053,0.00324,0.00034,-0.00686,0.00023,0.00091,-0.00146,-0.0054,-0.00145,0.00139,-0.00228
0.0535,0.00222,0.0012,-0.00844,0.00079,0.00102,-0.00222,-0.00444,-0.00166,0.00147,-0.0019
0.054,0.00205,0.00097,-0.00936,0.00061,0.00141,-0.00337,-0.004,-0.00271,0.00191,-0.00189
0.0545,0.00103,0.00248,-0.00896,0.00067,0.00181,-0.00407,-0.00446,-0.00456,0.00224,-0.00162
0.055,0.00097,0.00343,-0.00818,0.00091,0.0027,-0.00389,-0.00389,-0.00419,0.00204,-0.00137
0.0555,0.00024,0.00196,-0.00786,0.00073,0.00208,-0.00409,-0.00395,-0.00512,0.00238,-0.0019
0.056,0.00102,0.00097,-0.00912,0.00132,0.00151,-0.00501,-0.00446,-0.0036,0.00234,-0.00242
0.0565,0.0014,0.0009,-0.00914,0.00076,0.00255,-0.00591,-0.00513,-0.00497,0.00273,-0.00259
0.057,0.00197,-0.00054,-0.01078,0.00082,0.0031,-0.00689,-0.00574,-0.00359,0.00251,-0.00209
0.0575,0.00193,-0.00028,-0.00933,0.00029,0.00237,-0.00596,-0.00573,-0.00555,0.00287,-0.00237
0.058,0.0009,0.00059,-0.00931,0.00044,0.00336,-0.0048,-0.00674,-0.00678,0.00338,-0.00155
0.0585,0.00111,0.00122,-0.0086,0.00091,0.00436,-0.00378,-0.00558,-0.00543,0.00286,-0.00236
0.059,0.0005,0.00058,-0.01052,0.00125,0.0047,-0.00473,-0.00538,-0.00624,0.00297,-0.00183
0.0595,0.00103,-0.00034,-0.01323,0.0009,0.0055,-0.00475,-0.00455,-0.00616,0.00341,-0.00115
0.06,0.00208,-0.00016,-0.01344,0.00111,0.00459,-0.00355,-0.00545,-0.00669,0.00394,-0.00082
0.0605,0.00321,-0.00093,-0.01252,0.00109,0.00519,-0.00268,-0.00625,-0.00734,0.00374,-0.0011
0.061,0.00401,0.0004,-0.01534,0.00087,0.00557,-0.00173,-0.00612,-0.00586,0.00331,-0.00132
0.0615,0.00351,-0.00113,-0.01696,0.00043,0.00475,-0.00292,-0.00664,-0.00404,0.0031,-0.00117
0.062,0.00403,-0.00211,-0.01558,0.00116,0.00448,-0.00211,-0.00695,-0.00592,0.00295,-0.00071
0.0625,0.00335,-0.00303,-0.01622,0.00059,0.00518,-0.00212,-0.00761,-0.00486,0.00272,-0.00051
0.063,0.00394,-0.00455,-0.01479,0.00055,0.00537,-0.0011,-0.00758,-0.00447,0.00269,-0.00024
0.0635,0.0034,-0.00457,-0.01347,-0.00012,0.00553,-0.00012,-0.00646,-0.00405,0.003,-0.00011
0.064,0.00287,-0.00543,-0.01539,0.00058,0.00652,-0.00066,-0.00699,-0.00351,0.00343,-0.0007
0.0645,0.0018,-0.00427,-0.01619,0.0006,0.00741,-0.00119,-0.00601,-0.00203,0.00316,-0.00058
0.065,0.00174,-0.00558,-0.01801,0.00104,0.00771,-0.00234,-0.00702,-0.00193,0.00327,-0.00107
0.0655,0.00176,-0.00613,-0.01772,0.00099,0.00846,-0.00285,-0.00679,-0.00367,0.00373,-0.00057
0.066,0.00131,-0.00601,-0.01861,0.00113,0.0084,-0.00324,-0.00793,-0.00381,0.0035,-0.00038
0.0665,0.00195,-0.00703,-0.02098,0.0008,0.00925,-0.00299,-0.00716,-0.00519,0.00399,-0.00107
0.067,0.00309,-0.0065,-0.01899,0.00141,0.00983,-0.0035,-0.00628,-0.00492,0.00353,-0.00045
0.0675,0.00287,-0.00583,-0.01815,0.00081,0.00994,-0.00289,-0.00601,-0.00643,0.00354,-0.00089
0.068,0.00377,-0.00431,-0.0206,0.00022,0.00993,-0.00289,-0.00713,-0.00593,0.00381,-0.00087
0.0685,0.0043,-0.00521,-0.02037,0.00051,0.00966,-0.00331,-0.00737,-0.00689,0.00363,-0.00096
0.069,0.0035,-0.00535,-0.0198,0.00024,0.01022,-0.00232,-0.00681,-0.00513,0.0036,-0.00119
0.0695,0.00436,-0.00389,-0.02181,0.00095,0.0105,-0.00107,-0.00779,-0.00408,0.0038,-0.00048
0.07,0.00328,-0.00268,-0.0245,0.00115,0.01029,-0.00122,-0.00692,-0.00505,0.00378,0.00036
0.0705,0.00342,-0.00193,-0.02159,0.00063,0.011,-0.00126,-0.00789,-0.00306,0.00325,-0.00032
0.071,0.00268,-0.00056,-0.02095,0.00032,0.0111,-0.00024,-0.00851,-0.0048,0.00359,-0.00036
0.0715,0.00259,0.00045,-0.0239,0.00101,0.01123,-0.0003,-0.00929,-0.00411,0.00317,-0.00097
0.072,0.00356,0.00106,-0.02178,0.00104,0.01139,-0.00056,-0.00827,-0.00347,0.00335,-0.00025
0.0725,0.00456,0.00243,-0.02239,0.00069,0.01072,0.00071,-0.00786,-0.00197,0.00282,-0.00063
0.073,0.00427,0.00122,-0.02357,0.00017,0.01063,-0.00049,-0.00803,-0.00317,0.00271,-0.00072
0.0735,0.00422,0.00245,-0.02625,0.00084,0.01146,-8e-05,-0.00732,-0.002,0.003,-0.00064
0.074,0.00429,0.00328,-0.02409,0.00023,0.01054,-0.00072,-0.00722,-0.004,0.00255,-0.00148
0.0745,0.00487,0.00183,-0.02162,0.00072,0.00989,-7e-05,-0.00713,-0.00326,0.00268,-0.00108
0.075,0.00523,0.0003,-0.01985,0.00127,0.01026,4e-05,-0.0081,-0.00479,0.00299,-0.0014
0.0755,0.00554,-0.00086,-0.01725,0.00147,0.00981,0.00111,-0.00721,-0.00635,0.00317,-0.00068
0.076,0.00639,-0.00073,-0.01469,0.00195,0.00874,0.00016,-0.00661,-0.00564,0.00313,-0.00056
0.0765,0.00716,2e-05,-0.01639,0.00173,0.00815,-0.00098,-0.00577,-0.00452,0.00275,-0.00069
0.077,0.00806,0.00116,-0.01741,0.00118,0.00868,-0.00126,-0.00689,-0.00472,0.00224,3e-05
0.0775,0.00729,0.00106,-0.01974,0.00099,0.008,-5e-05,-0.00749,-0.00407,0.00268,0.00053
0.078,0.00647,-4e-05,-0.02201,0.00118,0.00692,-0.00131,-0.00651,-0.0045,0.00276,0.00061
0.0785,0.00627,-0.00037,-0.02255,0.00044,0.00769,-0.00258,-0.0066,-0.0039,0.0028,5e-05
0.079,0.00565,-0.00134,-0.02409,0.0001,0.00753,-0.00368,-0.00583,-0.00303,0.00236,0.00019
0.0795,0.00653,-0.00232,-0.02348,0.00036,0.00658,-0.00391,-0.00518,-0.0036,0.0022,0.00025
0.08,0.00588,-0.00196,-0.02599,0.00081,0.00623,-0.0044,-0.00535,-0.00338,0.00221,-0.00036
0.0805,0.00578,-0.00323,-0.02409,0.00046,0.00725,-0.00346,-0.00649,-0.00191,0.00182,2e-05
0.081,0.00492,-0.00456,-0.02286,0.00106,0.00791,-0.00384,-0.00552,-0.00057,0.00171,-0.00054
0.0815,0.00493,-0.00521,-0.02258,0.00156,0.00882,-0.00407,-0.00456,0.00121,0.00208,0.0001
0.082,0.00597,-0.00478,-0.02139,0.00191,0.00862,-0.00464,-0.00429,0.0012,0.00213,0.00065
0.0825,0.00541,-0.00421,-0.02162,0.00127,0.00805,-0.00542,-0.00513,0.00161,0.00161,0.00139
0.083,0.00484,-0.0047,-0.02444,0.00105,0.00784,-0.00599,-0.00524,0.00247,0.0012,0.00179
0.0835,0.00503,-0.00533,-0.02601,0.00086,0.00855,-0.00546,-0.00567,0.00328,0.00074,0.00188
0.084,0.00464,-0.00485,-0.02795,0.00074,0.0093,-0.00581,-0.00481,0.00345,0.00099,0.00251
0.0845,0.00427,-0.00524,-0.02784,0.00065,0.00882,-0.00454,-0.00389,0.00415,0.00072,0.00216
0.085,0.00527,-0.00444,-0.0293,-9e-05,0.00823,-0.00484,-0.00463,0.00339,0.00094,0.00136
0.0855,0.0053,-0.00524,-0.03125,0.00028,0.00932,-0.004,-0.00393,0.00227,0.00073,0.00204
0.086,0.00434,-0.00661,-0.02927,0.00079,0.00997,-0.00452,-0.00407,0.001,0.0003,0.00223
0.0865,0.00345,-0.00513,-0.02676,0.00111,0.01038,-0.00456,-0.00322,-0.00058,0.00062,0.00182
0.087,0.0032,-0.00442,-0.02564,0.00127,0.01058,-0.00513,-0.00226,0.00127,0.0004,0.00206
0.0875,0.00402,-0.00316,-0.02812,0.00133,0.00968,-0.00477,-0.00222,0.00278,0.00081,0.00226
0.088,0.00343,-0.00171,-0.02584,0.00168,0.00931,-0.00368,-0.00109,0.00222,0.0004,0.0015
0.0885,0.00317,-0.00029,-0.02573,0.00176,0.01029,-0.00322,-0.00206,0.00105,5e-05,0.00229
0.089,0.00368,0.00086,-0.02825,0.00189,0.00927,-0.00216,-0.00131,-0.00079,0.00033,0.00159
0.0895,0.00307,0.00178,-0.03038,0.00146,0.00886,-0.00094,-0.0014,-0.00202,0.00031,0.00222
0.09,0.0041,0.00084,-0.03213,0.00084,0.00938,-8e-05,-0.00063,-0.004,0.00051,0.00192
0.0905,0.00368,0.00118,-0.03107,0.00052,0.009,-0.00042,-0.00032,-0.00296,0.00097,0.0014
0.091,0.00428,0.00124,-0.02986,-1e-05,0.00972,-0.00133,0.00049,-0.00263,0.00131,0.0017
0.0915,0.00341,-0.00024,-0.03253,0.00049,0.0094,-0.00013,0.00099,-0.00415,0.00162,0.00145
0.092,0.0036,0.00048,-0.03528,0.00105,0.00836,-0.0011,0.00147,-0.00359,0.00117,0.0011
0.0925,0.00299,0.00197,-0.03355,0.00171,0.00819,-0.00208,0.00038,-0.00192,0.00086,0.00103
0.093,0.0041,0.00296,-0.03254,0.00148,0.00892,-0.00084,0.00145,-0.00309,0.00136,0.00021
0.0935,0.00461,0.00326,-0.03379,0.00118,0.00816,-0.00062,0.00247,-0.00397,0.00173,-0.00012
0.094,0.00561,0.00323,-0.03302,0.00045,0.00732,-0.00136,0.00272,-0.00204,0.00209,0.0001
0.0945,0.00494,0.00296,-0.03046,0.00013,0.00631,-0.00156,0.00364,-0.00313,0.0021,-0.00049
0.095,0.00392,0.00169,-0.03149,0.00028,0.0062,-0.00142,0.00404,-0.00419,0.00235,-0.00047
0.0955,0.00386,0.00246,-0.03246,-0.00031,0.00586,-0.00174,0.00351,-0.00421,0.00264,-0.00111
0.096,0.00285,0.00099,-0.0316,-0.00084,0.00526,-0.00147,0.00346,-0.00378,0.00248,-0.0011
0.0965,0.00399,-0.00054,-0.03219,-0.0002,0.00567,-0.00081,0.00385,-0.00477,0.00211,-0.00187
0.097,0.0048,-0.00149,-0.03335,-4e-05,0.00502,-0.00195,0.00377,-0.0067,0.0025,-0.0012
0.0975,0.00369,-0.00248,-0.03105,-4e-05,0.00546,-0.00176,0.00301,-0.00816,0.00286,-0.00043
0.098,0.0047,-0.00174,-0.03114,0.00032,0.00649,-0.0009,0.00253,-0.00916,0.00303,5e-05
0.0985,0.00541,-0.00193,-0.03032,0.00085,0.00546,-6e-05,0.00204,-0.01001,0.00255,0.00062
0.099,0.0064,-0.00253,-0.03125,0.00048,0.0057,-2e-05,0.0031,-0.00822,0.0027,-0.00016
0.0995,0.00555,-0.00249,-0.03335,-0.0,0.00536,0.00051,0.0035,-0.00684,0.00295,0.0005
0.1,0.00664,-0.00171,-0.03229,-0.00046,0.00469,0.00024,0.00333,-0.00728,0.00331,0.00036
0.1005,0.00661,-0.00273,-0.03487,-0.00066,0.00533,0.00134,0.00362,-0.00757,0.00292,0.00075
0.101,0.00757,-0.00243,-0.03647,-0.00116,0.00436,0.00088,0.00287,-0.0084,0.00278,0.00132
0.1015,0.00832,-0.00295,-0.03692,-0.00115,0.00418,0.0011,0.00315,-0.00758,0.00301,0.00195
0.102,0.00771,-0.00362,-0.03859,-0.00056,0.00364,0.00041,0.00421,-0.006,0.003,0.00152
0.1025,0.00802,-0.00366,-0.04045,-0.00012,0.00398,0.00035,0.00457,-0.00682,0.0027,0.00117
0.103,0.00813,-0.00269,-0.0403,-0.00012,0.00409,-0.00036,0.00458,-0.0084,0.00303,0.00033
0.1035,0.00919,-0.00183,-0.04119,0.00032,0.00321,-0.00036,0.00484,-0.0086,0.00353,0.00108
0.104,0.00811,-0.00033,-0.03892,-0.00032,0.00359,5e-05,0.00566,-0.0069,0.00395,0.00105
0.1045,0.00891,9e-05,-0.03916,-0.00022,0.00361,-0.00021,0.00605,-0.00889,0.00386,0.0007
0.105,0.00827,0.00044,-0.04118,-0.00041,0.00377,0.00078,0.00506,-0.00693,0.0042,0.00038
0.1055,0.00801,-0.00085,-0.04035,-0.00091,0.00333,-0.00011,0.00498,-0.00884,0.00452,0.00036
0.106,0.00832,0.00057,-0.03821,-0.00106,0.00229,-0.00072,0.00408,-0.00803,0.0042,0.00093
0.1065,0.00781,-0.0005,-0.03556,-0.00172,0.0017,-0.00035,0.0043,-0.00813,0.00387,0.00151
0.107,0.0081,-0.00103,-0.03791,-0.00114,0.00235,0.00028,0.00335,-0.00898,0.00393,0.00145
0.1075,0.00697,-0.002,-0.03977,-0.00065,0.0033,-0.00057,0.00434,-0.00824,0.00412,0.00209
0.108,0.00796,-0.00275,-0.04173,-2e-05,0.00331,-0.00123,0.00392,-0.00937,0.00395,0.00191
0.1085,0.00899,-0.00139,-0.04309,0.0002,0.0037,-0.00016,0.00342,-0.00839,0.00342,0.00196
0.109,0.00948,-0.0004,-0.04049,-0.00014,0.0046,-0.00094,0.00452,-0.007,0.00378,0.00132
0.1095,0.00896,0.00084,-0.03889,0.00056,0.00408,-0.00096,0.00387,-0.00805,0.0035,0.00179
0.11,0.00801,-0.00014,-0.03736,0.00018,0.00413,-0.00173,0.00446,-0.00876,0.00344,0.00113
0.1105,0.009,0.00086,-0.04015,-0.0001,0.00419,-0.0005,0.00477,-0.00997,0.00388,0.00175
0.111,0.00874,-0.00054,-0.03964,0.00026,0.00327,2e-05,0.00491,-0.00859,0.00374,0.00249
0.1115,0.00786,-0.00067,-0.0426,4e-05,0.00295,0.0001,0.00535,-0.00705,0.00371,0.00193
0.112,0.00779,-0.00042,-0.04227,-6e-05,0.0026,-0.00092,0.00571,-0.00804,0.0039,0.00211
0.1125,0.00825,-0.00108,-0.0447,0.00069,0.00257,-0.00162,0.00607,-0.00748,0.00367,0.00261
0.113,0.00921,-0.00053,-0.04356,0.00066,0.00238,-0.002,0.00719,-0.00938,0.00335,0.00299
0.1135,0.00849,-0.00106,-0.04636,0.00021,0.00262,-0.00142,0.00648,-0.01128,0.00349,0.00229
0.114,0.00942,-0.00086,-0.04742,0.00012,0.00314,-0.00091,0.00676,-0.01087,0.0039,0.00298
0.1145,0.01013,0.00068,-0.04457,0.00022,0.00352,0.00017,0.00697,-0.01237,0.00438,0.00297
0.115,0.01093,0.00037,-0.04507,0.00017,0.00276,0.0009,0.00797,-0.0113,0.00397,0.00221
0.1155,0.01054,0.00174,-0.04248,-0.00037,0.0017,0.00102,0.00858,-0.01121,0.00358,0.00186
0.116,0.01089,0.0003,-0.04142,-0.00028,0.00074,0.00014,0.00811,-0.00993,0.00336,0.00216
0.1165,0.01059,0.00029,-0.04055,-0.00027,-1e-05,-0.00028,0.00782,-0.01029,0.00376,0.00286
