XT_Channel_1,XT_Channel_2,XT_Channel_3,XT_Channel_4,XT_Channel_5,XT_Channel_6,XT_Channel_7,XT_Channel_8,XT_Channel_9,XT_Channel_10
0.00108,0.00851,0.00369,-0.00018,-0.00076,-0.01553,0.00548,-0.00075,0.00979,-0.00288
0.00058,0.01097,0.00483,-0.00098,-0.00019,-0.01471,0.00764,-0.00167,0.01015,-0.00258
0.00084,0.01367,0.00640,-0.00110,-0.00103,-0.01626,0.00632,-0.00252,0.01140,-0.00377
0.00095,0.01494,0.00563,-0.00061,0.00010,-0.01465,0.00821,-0.00230,0.01335,-0.00261
0.00099,0.01259,0.00466,-0.00090,0.00005,-0.01345,0.01058,-0.00331,0.01435,-0.00149
0.00113,0.01081,0.00428,-0.00178,-0.00021,-0.01472,0.01178,-0.00358,0.01472,-0.00041
0.00159,0.01010,0.00527,-0.00222,-0.00126,-0.01359,0.01389,-0.00438,0.01253,0.00055
0.00139,0.01178,0.00684,-0.00288,-0.00184,-0.01319,0.01350,-0.00540,0.01509,0.00034
0.00113,0.01159,0.00677,-0.00275,-0.00204,-0.01170,0.01188,-0.00489,0.01464,0.00099
0.00096,0.01404,0.00654,-0.00299,-0.00296,-0.01232,0.00902,-0.00439,0.01532,-0.00010
0.00039,0.01291,0.00542,-0.00277,-0.00248,-0.01075,0.00884,-0.00496,0.01478,0.00032
0.00010,0.01169,0.00465,-0.00347,-0.00243,-0.01090,0.01157,-0.00444,0.01522,-0.00058
0.00042,0.00985,0.00415,-0.00366,-0.00189,-0.01223,0.01156,-0.00421,0.01772,0.00018
0.00008,0.00860,0.00531,-0.00327,-0.00138,-0.01110,0.01241,-0.00413,0.01553,0.00104
0.00025,0.01095,0.00366,-0.00422,-0.00232,-0.01137,0.01496,-0.00386,0.01499,0.00111
0.00049,0.00881,0.00242,-0.00358,-0.00356,-0.01234,0.01562,-0.00344,0.01516,0.00011
0.00008,0.00638,0.00109,-0.00279,-0.00410,-0.01126,0.01425,-0.00337,0.01456,-0.00009
0.00011,0.00897,0.00051,-0.00212,-0.00285,-0.00965,0.01207,-0.00429,0.01411,-0.00011
0.00059,0.00828,0.00197,-0.00169,-0.00394,-0.01024,0.01103,-0.00469,0.01649,-0.00110
0.00071,0.00570,0.00303,-0.00182,-0.00423,-0.01095,0.01346,-0.00453,0.01650,0.00001
0.00098,0.00827,0.00228,-0.00129,-0.00374,-0.01262,0.01067,-0.00463,0.01666,0.00079
0.00080,0.00626,0.00197,-0.00083,-0.00483,-0.01378,0.00790,-0.00545,0.01534,0.00045
0.00069,0.00458,0.00356,-0.00126,-0.00490,-0.01386,0.00636,-0.00526,0.01677,0.00073
0.00084,0.00717,0.00387,-0.00066,-0.00424,-0.01240,0.00415,-0.00628,0.01431,0.00181
0.00085,0.00480,0.00353,-0.00168,-0.00381,-0.01397,0.00138,-0.00531,0.01622,0.00117
0.00139,0.00393,0.00496,-0.00207,-0.00316,-0.01542,0.00199,-0.00464,0.01674,0.00057
0.00116,0.00397,0.00384,-0.00241,-0.00313,-0.01451,0.00467,-0.00416,0.01808,-0.00009
0.00090,0.00209,0.00331,-0.00180,-0.00438,-0.01485,0.00617,-0.00417,0.01730,-0.00093
0.00127,0.00136,0.00383,-0.00179,-0.00462,-0.01465,0.00563,-0.00429,0.01478,-0.00107
0.00086,0.00200,0.00320,-0.00233,-0.00476,-0.01419,0.00814,-0.00332,0.01693,-0.00167
0.00070,0.00416,0.00208,-0.00165,-0.00529,-0.01292,0.00655,-0.00234,0.01552,-0.00072
0.00071,0.00281,0.00220,-0.00067,-0.00481,-0.01280,0.00404,-0.00169,0.01790,-0.00074
0.00022,0.00044,0.00105,0.00013,-0.00535,-0.01169,0.00420,-0.00184,0.02048,-0.00015
-0.00002,0.00201,0.00197,-0.00057,-0.00553,-0.01052,0.00447,-0.00137,0.02167,-0.00095
0.00039,0.00039,0.00280,0.00047,-0.00682,-0.00994,0.00725,-0.00137,0.02227,-0.00197
0.00060,-0.00149,0.00191,-0.00011,-0.00638,-0.00870,0.00554,-0.00157,0.02368,-0.00146
0.00036,-0.00415,0.00191,-0.00094,-0.00750,-0.00911,0.00569,-0.00157,0.02120,-0.00086
0.00079,-0.00483,0.00082,-0.00049,-0.00676,-0.00843,0.00452,-0.00153,0.02047,0.00017
0.00067,-0.00468,-0.00038,-0.00081,-0.00709,-0.00994,0.00234,-0.00253,0.02068,0.00095
0.00023,-0.00557,0.00039,-0.00064,-0.00725,-0.00964,0.00037,-0.00251,0.02099,-0.00020
0.00040,-0.00526,0.00122,-0.00076,-0.00667,-0.01007,-0.00093,-0.00262,0.02086,0.00038
0.00075,-0.00257,0.00025,-0.00174,-0.00764,-0.00997,-0.00076,-0.00275,0.02319,-0.00024
0.00028,-0.00349,-0.00037,-0.00090,-0.00754,-0.00943,-0.00093,-0.00182,0.02363,0.00030
0.00046,-0.00070,-0.00174,-0.00070,-0.00803,-0.00941,-0.00143,-0.00097,0.02249,-0.00044
0.00028,0.00056,-0.00154,-0.00127,-0.00754,-0.01101,0.00076,-0.00032,0.02087,-0.00047
0.00075,-0.00145,-0.00090,-0.00234,-0.00678,-0.01242,0.00207,-0.00092,0.01816,-0.00118
0.00091,0.00107,-0.00051,-0.00246,-0.00598,-0.01294,0.00212,-0.00100,0.01605,-0.00085
0.00050,0.00121,-0.00127,-0.00324,-0.00624,-0.01432,0.00153,-0.00128,0.01766,0.00021
0.00031,-0.00099,0.00040,-0.00233,-0.00508,-0.01441,0.00063,-0.00112,0.01998,0.00044
0.00024,-0.00023,0.00163,-0.00140,-0.00533,-0.01292,-0.00203,-0.00217,0.02055,0.00120
0.00051,0.00048,0.00215,-0.00189,-0.00649,-0.01210,-0.00012,-0.00281,0.02211,0.00053
0.00101,-0.00042,0.00367,-0.00095,-0.00586,-0.01048,0.00260,-0.00227,0.02376,-0.00009
0.00123,0.00121,0.00389,-0.00041,-0.00519,-0.01010,0.00479,-0.00132,0.02308,-0.00049
0.00161,0.00187,0.00365,0.00011,-0.00538,-0.00904,0.00227,-0.00072,0.02335,-0.00051
0.00168,0.00140,0.00330,-0.00018,-0.00540,-0.00811,0.00010,-0.00083,0.02548,0.00073
0.00153,0.00276,0.00317,-0.00025,-0.00423,-0.00826,-0.00074,-0.00002,0.02679,0.00062
0.00146,0.00044,0.00317,-0.00035,-0.00371,-0.00704,0.00182,-0.00006,0.02884,0.00187
0.00176,0.00053,0.00274,0.00051,-0.00332,-0.00786,0.00049,-0.00063,0.02900,0.00302
0.00121,-0.00092,0.00422,0.00024,-0.00336,-0.00687,0.00261,0.00022,0.02893,0.00416
0.00065,0.00020,0.00268,0.00029,-0.00209,-0.00551,0.00255,0.00070,0.02917,0.00405
0.00008,-0.00059,0.00320,0.00022,-0.00183,-0.00432,0.00242,0.00032,0.02693,0.00395
0.00003,0.00058,0.00472,0.00011,-0.00068,-0.00507,0.00103,0.00086,0.02838,0.00389
-0.00016,0.00125,0.00556,0.00116,-0.00036,-0.00596,-0.00097,0.00066,0.02880,0.00410
-0.00029,-0.00004,0.00617,0.00206,0.00014,-0.00460,-0.00207,0.00157,0.02608,0.00385
-0.00065,0.00228,0.00461,0.00288,-0.00102,-0.00313,-0.00129,0.00203,0.02541,0.00471
-0.00028,0.00144,0.00330,0.00275,-0.00009,-0.00309,-0.00074,0.00277,0.02386,0.00490
-0.00021,0.00424,0.00256,0.00220,0.00064,-0.00262,0.00085,0.00239,0.02489,0.00400
-0.00039,0.00627,0.00410,0.00136,0.00076,-0.00378,0.00060,0.00302,0.02578,0.00392
-0.00066,0.00845,0.00342,0.00210,0.00009,-0.00500,0.00273,0.00249,0.02517,0.00455
-0.00049,0.00952,0.00447,0.00167,0.00045,-0.00380,0.00454,0.00220,0.02402,0.00499
-0.00047,0.01055,0.00514,0.00065,0.00081,-0.00456,0.00324,0.00195,0.02179,0.00610
-0.00041,0.01035,0.00402,-0.00022,0.00017,-0.00460,0.00519,0.00284,0.02384,0.00564
-0.00046,0.00771,0.00540,-0.00103,-0.00054,-0.00547,0.00456,0.00299,0.02588,0.00574
-0.00099,0.00582,0.00409,-0.00102,-0.00076,-0.00512,0.00373,0.00209,0.02602,0.00550
-0.00065,0.00358,0.00432,-0.00065,0.00050,-0.00548,0.00497,0.00232,0.02374,0.00669
-0.00059,0.00499,0.00541,0.00042,0.00123,-0.00537,0.00501,0.00227,0.02602,0.00574
-0.00073,0.00630,0.00604,0.00010,0.00041,-0.00563,0.00684,0.00211,0.02481,0.00590
-0.00082,0.00853,0.00751,0.00026,0.00149,-0.00601,0.00453,0.00289,0.02506,0.00583
-0.00080,0.00877,0.00626,-0.00034,0.00226,-0.00705,0.00537,0.00297,0.02710,0.00565
-0.00076,0.00835,0.00497,0.00039,0.00356,-0.00644,0.00328,0.00346,0.02442,0.00595
-0.00073,0.00939,0.00485,0.00097,0.00335,-0.00772,0.00376,0.00361,0.02389,0.00497
-0.00105,0.01133,0.00526,0.00154,0.00460,-0.00915,0.00371,0.00399,0.02473,0.00423
-0.00152,0.01106,0.00617,0.00166,0.00539,-0.01079,0.00569,0.00491,0.02343,0.00459
-0.00131,0.00924,0.00705,0.00076,0.00565,-0.01070,0.00544,0.00586,0.02128,0.00556
-0.00077,0.01036,0.00626,0.00179,0.00677,-0.01174,0.00336,0.00533,0.02208,0.00580
-0.00038,0.01256,0.00674,0.00149,0.00605,-0.01121,0.00319,0.00506,0.02307,0.00551
-0.00078,0.01367,0.00659,0.00217,0.00534,-0.01055,0.00547,0.00560,0.02396,0.00666
-0.00117,0.01221,0.00681,0.00153,0.00488,-0.00893,0.00318,0.00567,0.02414,0.00669
-0.00093,0.00989,0.00653,0.00246,0.00494,-0.00884,0.00583,0.00482,0.02691,0.00715
-0.00049,0.01138,0.00550,0.00152,0.00453,-0.00996,0.00485,0.00492,0.02910,0.00693
0.00007,0.01418,0.00556,0.00148,0.00513,-0.00930,0.00538,0.00504,0.02834,0.00579
0.00055,0.01299,0.00597,0.00206,0.00447,-0.00909,0.00817,0.00418,0.02985,0.00551
0.00071,0.01105,0.00642,0.00110,0.00316,-0.00940,0.00776,0.00434,0.02913,0.00602
0.00104,0.01214,0.00705,0.00025,0.00341,-0.00996,0.01004,0.00351,0.02824,0.00580
0.00089,0.01241,0.00703,0.00077,0.00466,-0.01033,0.00869,0.00276,0.02896,0.00473
0.00045,0.01189,0.00581,0.00026,0.00510,-0.00939,0.01108,0.00247,0.02651,0.00485
0.00055,0.01089,0.00459,0.00008,0.00384,-0.00831,0.00971,0.00267,0.02528,0.00432
0.00058,0.01327,0.00471,0.00062,0.00457,-0.00786,0.00854,0.00325,0.02558,0.00450
0.00074,0.01341,0.00598,0.00057,0.00328,-0.00942,0.01054,0.00272,0.02513,0.00463
0.00099,0.01281,0.00670,0.00151,0.00376,-0.01025,0.00960,0.00356,0.02250,0.00509
0.00096,0.01312,0.00721,0.00080,0.00377,-0.01144,0.00965,0.00438,0.02132,0.00400
0.00144,0.01330,0.00643,0.00030,0.00506,-0.01124,0.00835,0.00444,0.02106,0.00514
0.00153,0.01338,0.00706,-0.00025,0.00434,-0.01151,0.00630,0.00507,0.02017,0.00492
0.00185,0.01441,0.00755,-0.00070,0.00441,-0.01178,0.00874,0.00558,0.02265,0.00611
0.00191,0.01407,0.00832,-0.00172,0.00556,-0.01258,0.00675,0.00546,0.02193,0.00739
0.00139,0.01427,0.00665,-0.00121,0.00550,-0.01284,0.00944,0.00561,0.02373,0.00805
0.00087,0.01703,0.00616,-0.00223,0.00661,-0.01425,0.01081,0.00609,0.02403,0.00743
0.00061,0.01502,0.00583,-0.00159,0.00587,-0.01418,0.00953,0.00621,0.02359,0.00872
0.00024,0.01248,0.00416,-0.00055,0.00673,-0.01576,0.01101,0.00586,0.02604,0.00799
0.00006,0.01145,0.00575,0.00031,0.00666,-0.01423,0.01120,0.00504,0.02583,0.00742
0.00045,0.00987,0.00576,0.00092,0.00641,-0.01313,0.01110,0.00507,0.02780,0.00809
0.00069,0.00947,0.00646,0.00095,0.00622,-0.01217,0.01239,0.00585,0.02809,0.00814
0.00049,0.00772,0.00654,0.00094,0.00559,-0.01168,0.01253,0.00487,0.02868,0.00881
0.00013,0.00892,0.00633,0.00103,0.00565,-0.01141,0.01411,0.00475,0.02896,0.00906
0.00069,0.01067,0.00508,0.00012,0.00534,-0.01124,0.01178,0.00557,0.02657,0.00849
0.00074,0.01177,0.00580,-0.00057,0.00528,-0.00973,0.01108,0.00456,0.02558,0.00970
0.00089,0.01423,0.00582,-0.00078,0.00519,-0.00822,0.00828,0.00399,0.02524,0.01084
0.00137,0.01391,0.00659,-0.00158,0.00601,-0.00832,0.00936,0.00437,0.02573,0.01081
0.00124,0.01272,0.00509,-0.00143,0.00500,-0.00701,0.00851,0.00508,0.02715,0.01167
0.00079,0.01322,0.00359,-0.00226,0.00535,-0.00819,0.01112,0.00482,0.02483,0.01276
0.00064,0.01454,0.00333,-0.00312,0.00412,-0.00977,0.01139,0.00473,0.02339,0.01317
0.00082,0.01616,0.00306,-0.00206,0.00485,-0.00874,0.01375,0.00457,0.02537,0.01361
0.00101,0.01723,0.00453,-0.00280,0.00549,-0.00729,0.01173,0.00498,0.02511,0.01475
0.00098,0.01854,0.00370,-0.00372,0.00530,-0.00741,0.00924,0.00471,0.02560,0.01368
0.00138,0.01890,0.00307,-0.00388,0.00436,-0.00611,0.00832,0.00510,0.02458,0.01387
0.00159,0.01952,0.00340,-0.00298,0.00336,-0.00454,0.00721,0.00495,0.02413,0.01390
0.00191,0.01833,0.00362,-0.00394,0.00278,-0.00436,0.00549,0.00592,0.02258,0.01415
0.00229,0.01583,0.00494,-0.00348,0.00309,-0.00431,0.00808,0.00530,0.02057,0.01413
0.00284,0.01352,0.00476,-0.00454,0.00313,-0.00393,0.00844,0.00526,0.02073,0.01385
0.00338,0.01267,0.00576,-0.00553,0.00362,-0.00384,0.00798,0.00562,0.02228,0.01380
0.00374,0.01099,0.00523,-0.00489,0.00328,-0.00238,0.00548,0.00647,0.02282,0.01331
0.00428,0.01207,0.00411,-0.00481,0.00310,-0.00387,0.00672,0.00555,0.02475,0.01270
0.00375,0.01160,0.00555,-0.00527,0.00385,-0.00225,0.00739,0.00462,0.02224,0.01374
0.00412,0.01168,0.00662,-0.00488,0.00385,-0.00234,0.00583,0.00408,0.02209,0.01312
0.00423,0.01285,0.00721,-0.00488,0.00507,-0.00203,0.00361,0.00376,0.02123,0.01191
0.00428,0.01223,0.00808,-0.00507,0.00400,-0.00072,0.00580,0.00402,0.01906,0.01100
0.00403,0.01342,0.00797,-0.00412,0.00341,-0.00202,0.00650,0.00406,0.01647,0.01182
0.00439,0.01175,0.00957,-0.00433,0.00236,-0.00348,0.00734,0.00504,0.01841,0.01158
0.00399,0.00969,0.00834,-0.00441,0.00275,-0.00252,0.00510,0.00433,0.01735,0.01256
0.00434,0.01119,0.00692,-0.00406,0.00164,-0.00162,0.00752,0.00357,0.01952,0.01172
0.00402,0.00931,0.00756,-0.00408,0.00044,-0.00318,0.00875,0.00266,0.02082,0.01149
0.00437,0.00774,0.00662,-0.00464,0.00041,-0.00262,0.00888,0.00368,0.01843,0.01035
0.00488,0.00642,0.00638,-0.00460,-0.00041,-0.00244,0.00683,0.00387,0.02057,0.00940
0.00448,0.00673,0.00656,-0.00454,-0.00123,-0.00382,0.00896,0.00309,0.02214,0.00842
0.00469,0.00583,0.00578,-0.00366,-0.00102,-0.00313,0.00626,0.00246,0.02107,0.00887
0.00435,0.00536,0.00704,-0.00401,-0.00146,-0.00253,0.00651,0.00332,0.02133,0.00766
0.00393,0.00776,0.00670,-0.00415,-0.00031,-0.00192,0.00602,0.00244,0.02317,0.00723
0.00429,0.00823,0.00535,-0.00458,0.00014,-0.00181,0.00612,0.00283,0.02384,0.00736
0.00424,0.00677,0.00430,-0.00564,0.00024,-0.00297,0.00799,0.00200,0.02356,0.00833
0.00445,0.00497,0.00319,-0.00664,-0.00097,-0.00257,0.00812,0.00104,0.02183,0.00869
0.00442,0.00614,0.00378,-0.00556,-0.00130,-0.00156,0.01059,0.00026,0.02233,0.00818
0.00401,0.00699,0.00394,-0.00505,-0.00249,-0.00178,0.01138,-0.00067,0.02010,0.00803
0.00445,0.00619,0.00486,-0.00531,-0.00202,-0.00307,0.01039,0.00007,0.02237,0.00860
0.00466,0.00545,0.00561,-0.00551,-0.00142,-0.00355,0.00906,-0.00051,0.02372,0.00884
0.00479,0.00659,0.00485,-0.00497,-0.00054,-0.00296,0.00842,0.00048,0.02607,0.00927
0.00468,0.00389,0.00466,-0.00402,0.00013,-0.00240,0.01063,0.00102,0.02524,0.00840
0.00430,0.00291,0.00485,-0.00314,0.00022,-0.00347,0.01349,0.00064,0.02775,0.00946
0.00404,0.00178,0.00320,-0.00302,-0.00032,-0.00209,0.01237,0.00010,0.02565,0.01013
0.00401,0.00243,0.00264,-0.00367,-0.00025,-0.00053,0.01046,0.00067,0.02338,0.01141
0.00428,0.00386,0.00342,-0.00453,-0.00066,0.00022,0.01327,0.00023,0.02499,0.01056
0.00404,0.00224,0.00435,-0.00510,-0.00105,-0.00146,0.01122,0.00009,0.02300,0.00974
0.00399,0.00350,0.00355,-0.00439,-0.00211,0.00019,0.00940,-0.00084,0.02233,0.00877
0.00379,0.00220,0.00278,-0.00441,-0.00086,0.00028,0.01047,-0.00188,0.02245,0.00850
0.00405,0.00083,0.00359,-0.00453,-0.00025,0.00007,0.01240,-0.00148,0.02184,0.00887
0.00426,-0.00043,0.00481,-0.00551,-0.00111,-0.00090,0.01520,-0.00110,0.02183,0.00840
0.00428,-0.00027,0.00559,-0.00491,-0.00204,-0.00000,0.01484,-0.00148,0.01907,0.00765
0.00456,0.00251,0.00513,-0.00482,-0.00217,-0.00006,0.01688,-0.00126,0.02159,0.00689
0.00499,0.00468,0.00395,-0.00481,-0.00148,0.00126,0.01707,-0.00058,0.02322,0.00734
0.00489,0.00454,0.00229,-0.00504,-0.00084,0.00256,0.01912,0.00036,0.02268,0.00665
0.00437,0.00390,0.00168,-0.00491,-0.00002,0.00413,0.01776,-0.00067,0.02510,0.00704
0.00405,0.00623,0.00103,-0.00556,-0.00063,0.00557,0.01629,-0.00105,0.02505,0.00735
0.00453,0.00756,0.00039,-0.00543,-0.00094,0.00496,0.01396,-0.00192,0.02737,0.00664
0.00482,0.00534,0.00175,-0.00601,-0.00184,0.00657,0.01138,-0.00194,0.02785,0.00615
0.00466,0.00340,0.00122,-0.00572,-0.00119,0.00531,0.01242,-0.00190,0.02665,0.00511
0.00408,0.00143,0.00092,-0.00638,-0.00010,0.00463,0.01060,-0.00249,0.02622,0.00525
0.00457,0.00344,0.00038,-0.00578,-0.00012,0.00361,0.01202,-0.00341,0.02347,0.00621
0.00406,0.00132,0.00201,-0.00562,0.00010,0.00275,0.01315,-0.00385,0.02248,0.00711
0.00464,0.00193,0.00290,-0.00495,0.00019,0.00291,0.01457,-0.00392,0.01973,0.00699
0.00506,0.00103,0.00362,-0.00451,-0.00038,0.00412,0.01572,-0.00368,0.01869,0.00644
0.00459,-0.00053,0.00256,-0.00556,0.00072,0.00265,0.01699,-0.00411,0.01690,0.00559
0.00465,-0.00008,0.00252,-0.00558,-0.00023,0.00365,0.01587,-0.00367,0.01497,0.00481
0.00439,0.00172,0.00219,-0.00465,-0.00056,0.00346,0.01341,-0.00428,0.01360,0.00534
0.00413,0.00373,0.00360,-0.00536,-0.00006,0.00345,0.01537,-0.00462,0.01587,0.00551
0.00431,0.00109,0.00238,-0.00546,-0.00130,0.00456,0.01275,-0.00477,0.01691,0.00641
0.00390,0.00363,0.00372,-0.00639,-0.00201,0.00411,0.01252,-0.00410,0.01723,0.00751
0.00381,0.00605,0.00329,-0.00741,-0.00157,0.00446,0.01483,-0.00457,0.01722,0.00685
0.00439,0.00598,0.00483,-0.00639,-0.00172,0.00574,0.01358,-0.00492,0.01591,0.00653
0.00477,0.00604,0.00615,-0.00548,-0.00244,0.00555,0.01099,-0.00420,0.01788,0.00729
0.00434,0.00715,0.00605,-0.00501,-0.00367,0.00704,0.01324,-0.00431,0.01609,0.00673
0.00404,0.00678,0.00572,-0.00412,-0.00421,0.00836,0.01167,-0.00331,0.01500,0.00724
0.00347,0.00799,0.00670,-0.00317,-0.00460,0.00711,0.01037,-0.00397,0.01769,0.00689
0.00336,0.00967,0.00783,-0.00321,-0.00513,0.00594,0.01124,-0.00406,0.01967,0.00580
0.00369,0.00985,0.00745,-0.00313,-0.00581,0.00522,0.00844,-0.00351,0.01852,0.00519
0.00387,0.00976,0.00673,-0.00319,-0.00636,0.00628,0.00568,-0.00353,0.01961,0.00465
0.00357,0.01117,0.00610,-0.00382,-0.00602,0.00554,0.00503,-0.00445,0.01957,0.00480
0.00410,0.01335,0.00750,-0.00438,-0.00544,0.00492,0.00718,-0.00440,0.01873,0.00496
0.00390,0.01425,0.00723,-0.00543,-0.00585,0.00629,0.00656,-0.00529,0.02123,0.00508
0.00343,0.01483,0.00761,-0.00455,-0.00668,0.00697,0.00718,-0.00592,0.01865,0.00468
0.00342,0.01531,0.00623,-0.00510,-0.00669,0.00630,0.00446,-0.00629,0.01873,0.00580
0.00328,0.01769,0.00617,-0.00504,-0.00643,0.00604,0.00584,-0.00629,0.01635,0.00578
0.00320,0.01739,0.00501,-0.00563,-0.00644,0.00555,0.00785,-0.00686,0.01530,0.00641
0.00372,0.01773,0.00601,-0.00583,-0.00752,0.00532,0.00848,-0.00614,0.01491,0.00661
0.00371,0.01590,0.00745,-0.00571,-0.00653,0.00408,0.00690,-0.00695,0.01364,0.00685
