XT_Channel_1,XT_Channel_2,XT_Channel_3,XT_Channel_4,XT_Channel_5,XT_Channel_6,XT_Channel_7,XT_Channel_8,XT_Channel_9,XT_Channel_10
-0.00692,-0.00039,-0.00244,0.00576,-0.00434,-0.00724,-0.00211,-0.00875,-0.00713,0.00399
-0.00790,0.00122,-0.00025,0.00717,-0.00463,-0.00782,-0.00222,-0.01020,-0.00884,0.00452
-0.00770,0.00047,-0.00271,0.00850,-0.00537,-0.00644,-0.00228,-0.01013,-0.01045,0.00311
-0.00802,-0.00072,-0.00201,0.00630,-0.00522,-0.00605,-0.00179,-0.01076,-0.01150,0.00427
-0.00688,-0.00246,-0.00371,0.00503,-0.00492,-0.00495,-0.00228,-0.00982,-0.01046,0.00562
-0.00610,-0.00290,-0.00561,0.00511,-0.00563,-0.00422,-0.00304,-0.00808,-0.01062,0.00693
-0.00501,-0.00333,-0.00357,0.00572,-0.00635,-0.00277,-0.00344,-0.01040,-0.00954,0.00703
-0.00491,-0.00372,-0.00470,0.00821,-0.00708,-0.00200,-0.00387,-0.01087,-0.00777,0.00651
-0.00612,-0.00240,-0.00244,0.00995,-0.00680,-0.00149,-0.00397,-0.01052,-0.00657,0.00665
-0.00651,-0.00089,-0.00022,0.01127,-0.00669,-0.00004,-0.00445,-0.00836,-0.00609,0.00756
-0.00676,-0.00043,-0.00037,0.01121,-0.00614,-0.00012,-0.00520,-0.00804,-0.00763,0.00845
-0.00743,-0.00061,-0.00107,0.01118,-0.00636,-0.00044,-0.00429,-0.00656,-0.00741,0.00712
-0.00857,-0.00089,-0.00042,0.00857,-0.00624,0.00060,-0.00501,-0.00854,-0.00651,0.00816
-0.00885,-0.00268,0.00237,0.01130,-0.00578,0.00043,-0.00520,-0.00789,-0.00581,0.00702
-0.00938,-0.00370,-0.00046,0.01252,-0.00540,0.00043,-0.00544,-0.00939,-0.00552,0.00616
-0.00830,-0.00228,-0.00003,0.01493,-0.00450,-0.00100,-0.00583,-0.00944,-0.00593,0.00503
-0.00942,-0.00159,0.00163,0.01561,-0.00540,0.00016,-0.00581,-0.01126,-0.00729,0.00440
-0.00829,-0.00091,0.00003,0.01696,-0.00608,0.00149,-0.00546,-0.00931,-0.00717,0.00380
-0.00825,-0.00015,-0.00025,0.01659,-0.00527,0.00310,-0.00599,-0.00818,-0.00525,0.00313
-0.00796,-0.00092,0.00049,0.01849,-0.00587,0.00460,-0.00534,-0.00838,-0.00330,0.00263
-0.00888,0.00051,0.00201,0.01864,-0.00626,0.00545,-0.00600,-0.00877,-0.00369,0.00196
-0.00959,-0.00003,0.00092,0.02004,-0.00603,0.00560,-0.00541,-0.00852,-0.00401,0.00179
-0.00855,0.00010,0.00074,0.02285,-0.00523,0.00529,-0.00468,-0.00864,-0.00437,0.00272
-0.00778,-0.00088,-0.00088,0.02053,-0.00490,0.00697,-0.00489,-0.00696,-0.00620,0.00379
-0.00682,-0.00220,-0.00379,0.02222,-0.00441,0.00729,-0.00434,-0.00931,-0.00609,0.00224
-0.00637,-0.00262,-0.00512,0.02462,-0.00459,0.00856,-0.00519,-0.00878,-0.00752,0.00262
-0.00632,-0.00095,-0.00605,0.02251,-0.00489,0.01003,-0.00607,-0.00723,-0.00856,0.00216
-0.00651,-0.00017,-0.00366,0.02401,-0.00426,0.00901,-0.00592,-0.00504,-0.00690,0.00141
-0.00681,0.00134,-0.00090,0.02463,-0.00484,0.00734,-0.00533,-0.00559,-0.00798,0.00016
-0.00573,0.00141,-0.00227,0.02438,-0.00423,0.00795,-0.00552,-0.00456,-0.00883,-0.00090
-0.00602,0.00027,-0.00038,0.02625,-0.00497,0.00855,-0.00547,-0.00519,-0.00851,-0.00221
-0.00546,-0.00107,0.00082,0.02882,-0.00516,0.00904,-0.00516,-0.00505,-0.00828,-0.00197
-0.00620,0.00001,0.00181,0.03054,-0.00560,0.00894,-0.00426,-0.00351,-0.00755,-0.00042
-0.00748,-0.00061,0.00301,0.03290,-0.00572,0.00887,-0.00337,-0.00586,-0.00855,-0.00160
-0.00650,-0.00002,0.00367,0.03359,-0.00616,0.00788,-0.00429,-0.00780,-0.00960,-0.00020
-0.00654,0.00139,0.00190,0.03397,-0.00602,0.00648,-0.00451,-0.00604,-0.00989,-0.00021
-0.00660,0.00045,0.00395,0.03687,-0.00636,0.00552,-0.00467,-0.00515,-0.01058,0.00037
-0.00641,0.00037,0.00572,0.03785,-0.00552,0.00548,-0.00516,-0.00384,-0.01077,-0.00115
-0.00669,-0.00011,0.00800,0.03738,-0.00547,0.00689,-0.00584,-0.00536,-0.01127,-0.00234
-0.00776,-0.00162,0.00902,0.03651,-0.00533,0.00661,-0.00625,-0.00377,-0.00946,-0.00185
-0.00868,-0.00108,0.00776,0.03722,-0.00441,0.00585,-0.00573,-0.00419,-0.00825,-0.00073
-0.00804,-0.00165,0.00714,0.03824,-0.00529,0.00693,-0.00556,-0.00258,-0.00761,0.00020
-0.00715,-0.00146,0.00861,0.04079,-0.00514,0.00559,-0.00645,-0.00353,-0.00754,-0.00081
-0.00728,-0.00156,0.00719,0.04060,-0.00465,0.00593,-0.00689,-0.00440,-0.00574,-0.00035
-0.00820,0.00010,0.00624,0.04242,-0.00547,0.00473,-0.00735,-0.00331,-0.00523,-0.00123
-0.00766,0.00180,0.00819,0.04491,-0.00541,0.00563,-0.00727,-0.00143,-0.00586,-0.00145
-0.00694,0.00019,0.01078,0.04674,-0.00623,0.00631,-0.00647,-0.00153,-0.00385,-0.00120
-0.00756,0.00010,0.01009,0.04801,-0.00710,0.00487,-0.00630,-0.00143,-0.00268,0.00027
-0.00727,-0.00116,0.00906,0.04963,-0.00784,0.00447,-0.00693,-0.00257,-0.00390,-0.00123
-0.00857,-0.00134,0.01013,0.04792,-0.00768,0.00381,-0.00645,-0.00365,-0.00384,-0.00235
-0.00725,0.00028,0.00734,0.04939,-0.00761,0.00243,-0.00582,-0.00236,-0.00277,-0.00089
-0.00658,0.00159,0.01020,0.05092,-0.00673,0.00346,-0.00548,-0.00374,-0.00253,-0.00113
-0.00613,0.00335,0.01206,0.05186,-0.00617,0.00265,-0.00467,-0.00175,-0.00317,-0.00087
-0.00522,0.00321,0.01483,0.05372,-0.00529,0.00243,-0.00559,-0.00079,-0.00439,-0.00168
-0.00610,0.00248,0.01707,0.05641,-0.00587,0.00390,-0.00522,0.00079,-0.00318,-0.00239
-0.00508,0.00366,0.01642,0.05615,-0.00627,0.00543,-0.00560,-0.00012,-0.00352,-0.00304
-0.00633,0.00340,0.01868,0.05352,-0.00717,0.00663,-0.00475,-0.00056,-0.00529,-0.00259
-0.00762,0.00471,0.02074,0.05485,-0.00651,0.00781,-0.00506,0.00134,-0.00596,-0.00148
-0.00853,0.00572,0.01837,0.05534,-0.00671,0.00764,-0.00528,-0.00056,-0.00645,-0.00304
-0.00900,0.00718,0.02031,0.05449,-0.00627,0.00852,-0.00523,-0.00138,-0.00763,-0.00411
-0.00977,0.00598,0.02091,0.05330,-0.00592,0.00917,-0.00456,-0.00286,-0.00565,-0.00481
-0.01046,0.00549,0.02071,0.05613,-0.00633,0.00924,-0.00403,-0.00146,-0.00636,-0.00588
-0.00963,0.00716,0.02291,0.05419,-0.00622,0.00798,-0.00431,0.00006,-0.00544,-0.00650
-0.01012,0.00685,0.02200,0.05439,-0.00685,0.00667,-0.00440,-0.00203,-0.00611,-0.00570
-0.01091,0.00762,0.02451,0.05649,-0.00616,0.00703,-0.00353,-0.00405,-0.00710,-0.00436
-0.01145,0.00582,0.02386,0.05692,-0.00628,0.00729,-0.00351,-0.00339,-0.00599,-0.00285
-0.01088,0.00616,0.02417,0.05899,-0.00652,0.00623,-0.00260,-0.00481,-0.00669,-0.00236
-0.01123,0.00676,0.02405,0.06162,-0.00691,0.00499,-0.00233,-0.00575,-0.00580,-0.00173
-0.01064,0.00635,0.02142,0.06071,-0.00752,0.00511,-0.00241,-0.00515,-0.00557,-0.00302
-0.01141,0.00641,0.02418,0.06218,-0.00661,0.00590,-0.00206,-0.00615,-0.00496,-0.00161
-0.01134,0.00781,0.02136,0.06070,-0.00660,0.00666,-0.00283,-0.00405,-0.00356,-0.00260
-0.01220,0.00822,0.02087,0.06113,-0.00748,0.00623,-0.00308,-0.00287,-0.00417,-0.00224
-0.01298,0.00794,0.02234,0.06298,-0.00704,0.00744,-0.00245,-0.00300,-0.00313,-0.00118
-0.01236,0.00865,0.02068,0.06569,-0.00701,0.00871,-0.00190,-0.00185,-0.00142,-0.00162
-0.01122,0.00903,0.02295,0.06365,-0.00738,0.00908,-0.00094,0.00049,-0.00264,-0.00029
-0.01248,0.00763,0.02547,0.06515,-0.00650,0.00861,-0.00083,0.00154,-0.00377,0.00118
-0.01225,0.00835,0.02286,0.06465,-0.00559,0.00804,-0.00034,-0.00060,-0.00355,0.00060
-0.01247,0.00883,0.02233,0.06480,-0.00549,0.00859,-0.00001,0.00013,-0.00449,0.00073
-0.01143,0.00911,0.02320,0.06585,-0.00490,0.00978,-0.00015,0.00176,-0.00434,0.00187
-0.01243,0.00761,0.02460,0.06517,-0.00423,0.00940,0.00077,0.00301,-0.00489,0.00328
-0.01278,0.00613,0.02311,0.06564,-0.00387,0.01109,0.00156,0.00364,-0.00508,0.00352
-0.01242,0.00578,0.02537,0.06359,-0.00437,0.01234,0.00113,0.00186,-0.00418,0.00250
-0.01120,0.00496,0.02514,0.06348,-0.00427,0.01322,0.00188,0.00120,-0.00511,0.00293
-0.01215,0.00459,0.02335,0.06117,-0.00437,0.01341,0.00122,0.00091,-0.00578,0.00370
-0.01115,0.00401,0.02289,0.06293,-0.00506,0.01402,0.00088,-0.00024,-0.00626,0.00518
-0.01111,0.00522,0.02549,0.06051,-0.00472,0.01300,0.00043,-0.00101,-0.00638,0.00639
-0.01119,0.00568,0.02716,0.05900,-0.00460,0.01205,-0.00040,-0.00265,-0.00528,0.00590
-0.01056,0.00714,0.02512,0.05811,-0.00520,0.01118,-0.00076,-0.00354,-0.00521,0.00547
-0.01094,0.00696,0.02275,0.05779,-0.00439,0.01280,-0.00148,-0.00166,-0.00386,0.00600
-0.01002,0.00771,0.02261,0.05826,-0.00459,0.01137,-0.00121,-0.00206,-0.00216,0.00552
-0.01060,0.00954,0.02060,0.05602,-0.00462,0.01163,-0.00108,-0.00378,-0.00281,0.00619
-0.00952,0.01046,0.02019,0.05625,-0.00512,0.01286,-0.00176,-0.00214,-0.00130,0.00509
-0.00904,0.01128,0.02164,0.05497,-0.00517,0.01286,-0.00106,-0.00288,-0.00311,0.00497
-0.00896,0.01004,0.02327,0.05523,-0.00471,0.01130,-0.00192,-0.00222,-0.00511,0.00349
-0.00982,0.01093,0.02074,0.05716,-0.00401,0.01167,-0.00279,-0.00093,-0.00542,0.00492
-0.01028,0.01212,0.01876,0.05528,-0.00483,0.01249,-0.00309,-0.00050,-0.00699,0.00560
-0.01138,0.01206,0.01652,0.05299,-0.00483,0.01243,-0.00280,-0.00059,-0.00592,0.00515
-0.01171,0.01053,0.01579,0.05202,-0.00561,0.01300,-0.00308,-0.00047,-0.00541,0.00535
-0.01085,0.01092,0.01762,0.05342,-0.00500,0.01345,-0.00246,-0.00109,-0.00528,0.00465
-0.01117,0.01011,0.01837,0.05607,-0.00575,0.01432,-0.00234,0.00087,-0.00621,0.00457
-0.01158,0.01189,0.01622,0.05433,-0.00500,0.01542,-0.00231,-0.00006,-0.00699,0.00450
-0.01087,0.01042,0.01443,0.05706,-0.00552,0.01422,-0.00295,-0.00224,-0.00739,0.00314
-0.00960,0.00990,0.01159,0.05691,-0.00534,0.01422,-0.00303,-0.00379,-0.00551,0.00273
-0.01041,0.01118,0.01090,0.05749,-0.00477,0.01535,-0.00298,-0.00517,-0.00381,0.00245
-0.00941,0.01073,0.00931,0.05587,-0.00403,0.01672,-0.00301,-0.00370,-0.00570,0.00256
-0.00904,0.01201,0.00695,0.05850,-0.00467,0.01596,-0.00382,-0.00464,-0.00473,0.00323
-0.00853,0.01074,0.00854,0.05950,-0.00386,0.01526,-0.00330,-0.00514,-0.00571,0.00370
-0.00957,0.01031,0.00577,0.06230,-0.00353,0.01378,-0.00358,-0.00705,-0.00728,0.00500
-0.01014,0.01132,0.00543,0.06204,-0.00263,0.01479,-0.00339,-0.00722,-0.00619,0.00437
-0.00893,0.00965,0.00677,0.05952,-0.00252,0.01487,-0.00350,-0.00544,-0.00638,0.00450
-0.00908,0.01049,0.00816,0.06133,-0.00226,0.01335,-0.00254,-0.00675,-0.00834,0.00564
-0.00828,0.01224,0.01057,0.05952,-0.00181,0.01278,-0.00197,-0.00800,-0.00760,0.00694
-0.00696,0.01383,0.01071,0.05953,-0.00257,0.01364,-0.00205,-0.00651,-0.00684,0.00749
-0.00814,0.01499,0.00790,0.06206,-0.00309,0.01384,-0.00212,-0.00805,-0.00597,0.00751
-0.00836,0.01463,0.00627,0.06061,-0.00359,0.01245,-0.00150,-0.00668,-0.00595,0.00694
-0.00737,0.01471,0.00406,0.05844,-0.00441,0.01209,-0.00234,-0.00665,-0.00582,0.00633
-0.00838,0.01448,0.00671,0.05883,-0.00470,0.01143,-0.00267,-0.00897,-0.00546,0.00617
-0.00732,0.01552,0.00384,0.05913,-0.00421,0.01072,-0.00216,-0.00841,-0.00472,0.00563
-0.00689,0.01672,0.00244,0.05858,-0.00457,0.01025,-0.00124,-0.00874,-0.00552,0.00699
-0.00646,0.01500,0.00342,0.05577,-0.00518,0.00933,-0.00071,-0.00775,-0.00682,0.00573
-0.00532,0.01673,0.00242,0.05656,-0.00570,0.01070,-0.00136,-0.01009,-0.00705,0.00562
-0.00421,0.01665,0.00024,0.05596,-0.00579,0.00977,-0.00167,-0.00832,-0.00549,0.00450
-0.00530,0.01583,0.00045,0.05310,-0.00635,0.01030,-0.00224,-0.00883,-0.00690,0.00369
-0.00431,0.01724,-0.00150,0.05346,-0.00557,0.01085,-0.00159,-0.00836,-0.00714,0.00406
-0.00551,0.01864,-0.00334,0.05124,-0.00649,0.01229,-0.00211,-0.00808,-0.00792,0.00376
-0.00548,0.01842,-0.00239,0.04893,-0.00562,0.01345,-0.00275,-0.01019,-0.00856,0.00399
-0.00665,0.01820,-0.00334,0.04724,-0.00599,0.01471,-0.00356,-0.01143,-0.00840,0.00336
-0.00718,0.01731,-0.00187,0.04946,-0.00580,0.01525,-0.00387,-0.01195,-0.00996,0.00239
-0.00805,0.01808,0.00090,0.05067,-0.00663,0.01433,-0.00311,-0.01344,-0.01181,0.00247
-0.00779,0.01940,-0.00116,0.04979,-0.00635,0.01551,-0.00395,-0.01347,-0.01094,0.00161
-0.00698,0.01907,0.00110,0.04824,-0.00701,0.01677,-0.00314,-0.01258,-0.01040,0.00223
-0.00596,0.01954,0.00367,0.05105,-0.00701,0.01550,-0.00348,-0.01481,-0.01121,0.00275
-0.00553,0.02097,0.00293,0.04981,-0.00632,0.01496,-0.00308,-0.01280,-0.01065,0.00138
-0.00482,0.02126,0.00188,0.05043,-0.00604,0.01442,-0.00290,-0.01096,-0.00974,0.00017
-0.00490,0.02094,0.00437,0.04752,-0.00689,0.01297,-0.00349,-0.00962,-0.01174,0.00006
-0.00411,0.02222,0.00563,0.04730,-0.00645,0.01397,-0.00335,-0.01153,-0.00976,-0.00074
-0.00473,0.02110,0.00532,0.04700,-0.00571,0.01240,-0.00268,-0.01364,-0.01173,-0.00035
-0.00379,0.02032,0.00779,0.04740,-0.00614,0.01379,-0.00324,-0.01504,-0.01285,0.00107
-0.00287,0.01950,0.00858,0.04741,-0.00614,0.01361,-0.00275,-0.01464,-0.01206,0.00123
-0.00416,0.02082,0.00890,0.04527,-0.00593,0.01519,-0.00285,-0.01365,-0.01280,0.00241
-0.00426,0.01918,0.00841,0.04536,-0.00568,0.01395,-0.00224,-0.01287,-0.01312,0.00164
-0.00336,0.01921,0.00701,0.04432,-0.00552,0.01239,-0.00142,-0.01087,-0.01401,0.00213
-0.00352,0.01932,0.00679,0.04484,-0.00519,0.01404,-0.00181,-0.00924,-0.01582,0.00247
-0.00409,0.01828,0.00413,0.04309,-0.00473,0.01509,-0.00245,-0.00829,-0.01551,0.00248
-0.00285,0.01832,0.00380,0.04196,-0.00550,0.01658,-0.00210,-0.01011,-0.01665,0.00283
-0.00382,0.02000,0.00148,0.04172,-0.00611,0.01802,-0.00292,-0.01053,-0.01561,0.00153
-0.00277,0.02018,0.00043,0.04198,-0.00589,0.01929,-0.00326,-0.00988,-0.01495,0.00192
-0.00231,0.02048,0.00247,0.04025,-0.00655,0.02017,-0.00389,-0.00920,-0.01622,0.00136
-0.00132,0.02164,0.00279,0.03814,-0.00600,0.01980,-0.00364,-0.01026,-0.01715,-0.00007
-0.00188,0.02027,0.00041,0.03912,-0.00598,0.01818,-0.00325,-0.00794,-0.01643,-0.00060
-0.00263,0.01879,0.00037,0.04072,-0.00576,0.01914,-0.00326,-0.00614,-0.01805,-0.00151
-0.00135,0.01715,-0.00228,0.04070,-0.00571,0.01745,-0.00382,-0.00693,-0.01765,-0.00255
-0.00228,0.01599,-0.00067,0.04096,-0.00489,0.01859,-0.00412,-0.00659,-0.01720,-0.00128
-0.00275,0.01638,-0.00158,0.03988,-0.00517,0.01918,-0.00471,-0.00851,-0.01912,-0.00063
-0.00222,0.01743,-0.00054,0.03815,-0.00562,0.01904,-0.00386,-0.00823,-0.01893,-0.00172
-0.00313,0.01814,0.00033,0.03958,-0.00620,0.01755,-0.00295,-0.00629,-0.01897,-0.00149
-0.00184,0.01827,-0.00139,0.04225,-0.00591,0.01724,-0.00280,-0.00464,-0.02088,-0.00049
-0.00203,0.01707,-0.00370,0.04016,-0.00670,0.01712,-0.00366,-0.00362,-0.02126,-0.00173
-0.00203,0.01654,-0.00427,0.04040,-0.00659,0.01788,-0.00318,-0.00574,-0.02101,-0.00184
-0.00257,0.01607,-0.00242,0.04180,-0.00719,0.01806,-0.00259,-0.00700,-0.02161,-0.00245
-0.00268,0.01446,-0.00229,0.04419,-0.00734,0.01800,-0.00202,-0.00937,-0.02304,-0.00116
-0.00217,0.01587,-0.00198,0.04287,-0.00699,0.01887,-0.00166,-0.00793,-0.02451,0.00023
-0.00300,0.01494,-0.00246,0.04164,-0.00701,0.02008,-0.00191,-0.00809,-0.02575,0.00075
-0.00174,0.01671,-0.00379,0.03876,-0.00742,0.02078,-0.00146,-0.00879,-0.02592,0.00048
-0.00289,0.01673,-0.00585,0.04081,-0.00741,0.02027,-0.00086,-0.00790,-0.02629,0.00001
-0.00382,0.01669,-0.00584,0.03810,-0.00822,0.02033,-0.00021,-0.01005,-0.02771,0.00052
-0.00403,0.01801,-0.00857,0.03960,-0.00731,0.01917,-0.00055,-0.00859,-0.02796,0.00068
-0.00498,0.01978,-0.00613,0.03806,-0.00802,0.01783,-0.00003,-0.00805,-0.02961,0.00002
-0.00584,0.02078,-0.00882,0.03908,-0.00757,0.01716,-0.00047,-0.00993,-0.02927,0.00115
-0.00652,0.02237,-0.00667,0.04176,-0.00683,0.01807,-0.00116,-0.01038,-0.02937,0.00154
-0.00618,0.02208,-0.00392,0.03907,-0.00641,0.01670,-0.00078,-0.00827,-0.02861,0.00130
-0.00510,0.02316,-0.00132,0.04118,-0.00696,0.01834,-0.00143,-0.01040,-0.03051,0.00093
-0.00589,0.02484,-0.00077,0.03951,-0.00716,0.01865,-0.00182,-0.00819,-0.02916,0.00234
-0.00606,0.02300,0.00133,0.04009,-0.00667,0.01851,-0.00131,-0.00701,-0.02930,0.00212
-0.00644,0.02177,-0.00153,0.04214,-0.00752,0.01874,-0.00088,-0.00568,-0.02805,0.00202
-0.00692,0.02194,-0.00399,0.04322,-0.00748,0.01779,-0.00147,-0.00766,-0.02945,0.00063
-0.00637,0.02306,-0.00481,0.04055,-0.00690,0.01701,-0.00102,-0.00682,-0.02817,0.00023
-0.00708,0.02482,-0.00284,0.04147,-0.00752,0.01702,-0.00196,-0.00516,-0.02623,-0.00116
-0.00581,0.02314,-0.00260,0.04409,-0.00776,0.01716,-0.00154,-0.00521,-0.02422,-0.00212
-0.00476,0.02413,-0.00001,0.04496,-0.00774,0.01546,-0.00089,-0.00664,-0.02232,-0.00252
-0.00587,0.02552,-0.00131,0.04581,-0.00848,0.01594,-0.00116,-0.00623,-0.02190,-0.00320
-0.00536,0.02629,-0.00001,0.04508,-0.00851,0.01469,-0.00042,-0.00693,-0.02183,-0.00375
-0.00414,0.02527,-0.00255,0.04625,-0.00923,0.01401,-0.00080,-0.00778,-0.02301,-0.00252
-0.00305,0.02566,-0.00135,0.04572,-0.01008,0.01265,-0.00010,-0.00749,-0.02484,-0.00391
-0.00404,0.02434,-0.00280,0.04292,-0.01023,0.01279,-0.00049,-0.00812,-0.02661,-0.00318
-0.00434,0.02545,-0.00265,0.04106,-0.01081,0.01238,-0.00001,-0.00788,-0.02735,-0.00165
-0.00540,0.02566,-0.00416,0.04071,-0.01083,0.01303,-0.00091,-0.00794,-0.02638,-0.00156
-0.00518,0.02570,-0.00160,0.04150,-0.01043,0.01299,-0.00024,-0.00816,-0.02817,-0.00086
-0.00448,0.02465,-0.00082,0.04015,-0.01074,0.01313,-0.00005,-0.00894,-0.02780,-0.00146
