XT_Channel_1,XT_Channel_2,XT_Channel_3,XT_Channel_4,XT_Channel_5,XT_Channel_6,XT_Channel_7,XT_Channel_8,XT_Channel_9,XT_Channel_10
0.00541,-0.01395,-0.00297,-0.00645,0.00043,-0.00004,0.00369,0.00404,0.00362,-0.00140
0.00665,-0.01452,-0.00217,-0.00402,-0.00030,-0.00051,0.00394,0.00318,0.00396,-0.00044
0.00394,-0.01470,-0.00171,-0.00364,-0.00156,0.00101,0.00416,0.00403,0.00466,-0.00161
0.00650,-0.01656,-0.00111,-0.00183,-0.00262,0.00220,0.00537,0.00423,0.00579,-0.00150
0.00687,-0.01478,-0.00011,-0.00063,-0.00205,0.00143,0.00662,0.00486,0.00554,-0.00081
0.00611,-0.01328,0.00007,0.00036,-0.00105,0.00202,0.00751,0.00520,0.00585,0.00007
0.00849,-0.01507,-0.00024,-0.00113,-0.00251,0.00332,0.00568,0.00492,0.00471,0.00101
0.00751,-0.01601,0.00064,-0.00349,-0.00191,0.00356,0.00633,0.00470,0.00536,0.00187
0.00955,-0.01404,0.00090,-0.00573,-0.00124,0.00443,0.00671,0.00559,0.00493,0.00340
0.00865,-0.01609,0.00096,-0.00344,-0.00036,0.00320,0.00756,0.00470,0.00564,0.00207
0.00716,-0.01744,0.00069,-0.00093,0.00086,0.00333,0.00928,0.00375,0.00460,0.00105
0.00478,-0.01540,0.00122,0.00097,0.00017,0.00402,0.01137,0.00441,0.00498,0.00274
0.00648,-0.01687,0.00090,0.00191,0.00136,0.00446,0.01119,0.00528,0.00449,0.00394
0.00521,-0.01491,-0.00006,0.00057,0.00199,0.00565,0.00975,0.00460,0.00555,0.00552
0.00456,-0.01663,0.00068,0.00332,0.00299,0.00491,0.00948,0.00424,0.00500,0.00404
0.00508,-0.01617,0.00106,0.00562,0.00440,0.00389,0.00757,0.00427,0.00559,0.00256
0.00521,-0.01534,0.00187,0.00663,0.00412,0.00416,0.00894,0.00350,0.00618,0.00203
0.00794,-0.01387,0.00165,0.00700,0.00356,0.00463,0.01046,0.00355,0.00613,0.00160
0.00640,-0.01385,0.00216,0.00938,0.00243,0.00390,0.01130,0.00357,0.00601,0.00052
0.00657,-0.01536,0.00123,0.00782,0.00098,0.00496,0.01044,0.00273,0.00593,0.00102
0.00924,-0.01573,0.00131,0.00960,0.00048,0.00547,0.00904,0.00186,0.00575,0.00212
0.00769,-0.01777,0.00141,0.01239,-0.00027,0.00661,0.01090,0.00263,0.00522,0.00100
0.00630,-0.01714,0.00115,0.01502,0.00013,0.00514,0.01029,0.00233,0.00591,0.00064
0.00705,-0.01651,0.00154,0.01380,-0.00038,0.00574,0.00952,0.00153,0.00521,0.00129
0.00726,-0.01608,0.00128,0.01101,-0.00091,0.00599,0.00915,0.00159,0.00496,0.00208
0.00538,-0.01757,0.00181,0.01113,-0.00160,0.00658,0.01126,0.00198,0.00502,0.00133
0.00663,-0.01621,0.00127,0.01181,-0.00227,0.00593,0.01208,0.00299,0.00569,0.00050
0.00658,-0.01491,0.00101,0.01354,-0.00223,0.00627,0.01131,0.00387,0.00641,-0.00013
0.00668,-0.01657,0.00189,0.01318,-0.00077,0.00678,0.01095,0.00313,0.00598,-0.00113
0.00630,-0.01474,0.00101,0.01521,-0.00013,0.00643,0.01140,0.00249,0.00588,0.00032
0.00452,-0.01489,0.00082,0.01643,-0.00092,0.00638,0.01077,0.00309,0.00649,-0.00120
0.00621,-0.01373,0.00003,0.01555,0.00053,0.00499,0.00872,0.00343,0.00760,-0.00209
0.00380,-0.01410,-0.00070,0.01345,-0.00093,0.00565,0.00676,0.00378,0.00719,-0.00204
0.00307,-0.01270,-0.00052,0.01539,-0.00024,0.00703,0.00498,0.00288,0.00775,-0.00158
0.00190,-0.01385,-0.00144,0.01735,-0.00108,0.00643,0.00397,0.00389,0.00694,-0.00139
0.00242,-0.01257,-0.00140,0.01572,-0.00144,0.00610,0.00288,0.00360,0.00652,-0.00130
-0.00015,-0.01257,-0.00129,0.01557,-0.00069,0.00524,0.00227,0.00392,0.00756,-0.00293
0.00082,-0.01376,-0.00213,0.01409,-0.00162,0.00486,0.00387,0.00369,0.00872,-0.00428
0.00172,-0.01408,-0.00275,0.01289,-0.00259,0.00334,0.00488,0.00331,0.00969,-0.00302
0.00223,-0.01341,-0.00365,0.01283,-0.00313,0.00408,0.00452,0.00284,0.01013,-0.00144
0.00163,-0.01369,-0.00337,0.01357,-0.00220,0.00286,0.00296,0.00217,0.01118,-0.00255
0.00221,-0.01189,-0.00429,0.01310,-0.00354,0.00235,0.00371,0.00237,0.01078,-0.00290
-0.00047,-0.01019,-0.00334,0.01548,-0.00305,0.00188,0.00210,0.00260,0.01092,-0.00227
0.00154,-0.00953,-0.00426,0.01788,-0.00325,0.00331,0.00076,0.00247,0.00998,-0.00138
0.00111,-0.00774,-0.00374,0.01582,-0.00395,0.00253,0.00065,0.00319,0.00882,-0.00193
0.00349,-0.00696,-0.00303,0.01613,-0.00265,0.00374,-0.00051,0.00272,0.00968,-0.00228
0.00498,-0.00671,-0.00311,0.01535,-0.00309,0.00377,-0.00092,0.00371,0.01025,-0.00111
0.00724,-0.00508,-0.00234,0.01541,-0.00427,0.00457,-0.00138,0.00325,0.00951,-0.00134
0.00773,-0.00536,-0.00221,0.01655,-0.00454,0.00356,-0.00189,0.00253,0.00928,-0.00006
0.00774,-0.00690,-0.00238,0.01882,-0.00517,0.00442,-0.00280,0.00303,0.00959,0.00088
0.00989,-0.00681,-0.00262,0.01896,-0.00512,0.00415,-0.00193,0.00258,0.00861,0.00093
0.01069,-0.00845,-0.00320,0.01930,-0.00561,0.00555,-0.00181,0.00202,0.00900,0.00024
0.01265,-0.00788,-0.00375,0.02088,-0.00591,0.00609,-0.00017,0.00102,0.00893,0.00177
0.01386,-0.00854,-0.00351,0.02224,-0.00656,0.00629,-0.00221,0.00191,0.00813,0.00321
0.01643,-0.00924,-0.00309,0.01981,-0.00803,0.00774,-0.00053,0.00150,0.00868,0.00287
0.01731,-0.00871,-0.00225,0.01711,-0.00688,0.00887,-0.00092,0.00165,0.00966,0.00286
0.01887,-0.00748,-0.00295,0.01658,-0.00829,0.00886,-0.00098,0.00091,0.00904,0.00189
0.01763,-0.00665,-0.00330,0.01625,-0.00873,0.00895,-0.00075,0.00179,0.00915,0.00199
0.01629,-0.00801,-0.00289,0.01850,-0.00923,0.00781,0.00117,0.00230,0.00902,0.00130
0.01728,-0.00713,-0.00240,0.01869,-0.00959,0.00888,-0.00048,0.00174,0.00941,0.00172
0.01823,-0.00736,-0.00141,0.01790,-0.01084,0.00810,-0.00161,0.00215,0.00883,0.00120
0.01977,-0.00585,-0.00101,0.01542,-0.01067,0.00878,-0.00329,0.00173,0.00869,0.00211
0.01878,-0.00637,-0.00011,0.01814,-0.01162,0.01021,-0.00135,0.00149,0.00874,0.00229
0.01895,-0.00688,0.00063,0.01837,-0.01116,0.01170,-0.00257,0.00244,0.00800,0.00184
0.01800,-0.00661,0.00101,0.02056,-0.00995,0.01094,-0.00105,0.00344,0.00773,0.00082
0.01614,-0.00547,0.00023,0.02048,-0.00979,0.01057,-0.00238,0.00413,0.00728,0.00081
0.01558,-0.00698,0.00038,0.02202,-0.01007,0.00945,-0.00236,0.00469,0.00651,0.00003
0.01598,-0.00705,0.00072,0.02269,-0.01148,0.00821,-0.00253,0.00521,0.00557,-0.00169
0.01814,-0.00507,-0.00001,0.02135,-0.01173,0.00835,-0.00315,0.00529,0.00669,-0.00117
0.01799,-0.00677,0.00013,0.02312,-0.01212,0.00978,-0.00440,0.00499,0.00712,-0.00060
0.02051,-0.00844,-0.00034,0.02198,-0.01098,0.01123,-0.00346,0.00428,0.00619,0.00054
0.01827,-0.00809,0.00036,0.02343,-0.00962,0.01024,-0.00371,0.00479,0.00522,-0.00107
0.02037,-0.00642,0.00050,0.02224,-0.00983,0.00932,-0.00421,0.00477,0.00523,-0.00072
0.02265,-0.00651,0.00043,0.02068,-0.00861,0.00971,-0.00506,0.00405,0.00566,-0.00186
0.02214,-0.00564,0.00096,0.01813,-0.00904,0.00994,-0.00371,0.00476,0.00490,-0.00166
0.02289,-0.00464,0.00021,0.01742,-0.00988,0.01054,-0.00362,0.00573,0.00558,-0.00334
0.02142,-0.00341,0.00119,0.01487,-0.00942,0.00927,-0.00267,0.00511,0.00479,-0.00312
0.02153,-0.00163,0.00020,0.01417,-0.00978,0.01044,-0.00247,0.00569,0.00410,-0.00387
0.01931,0.00023,-0.00056,0.01479,-0.00974,0.01007,-0.00314,0.00544,0.00299,-0.00463
0.02201,-0.00180,-0.00115,0.01457,-0.00966,0.01056,-0.00372,0.00539,0.00379,-0.00376
0.02194,-0.00387,-0.00159,0.01472,-0.00900,0.01178,-0.00251,0.00471,0.00366,-0.00385
0.02432,-0.00215,-0.00137,0.01390,-0.00967,0.01268,-0.00110,0.00469,0.00333,-0.00215
0.02682,-0.00074,-0.00079,0.01670,-0.01016,0.01208,-0.00036,0.00395,0.00283,-0.00163
0.02704,-0.00117,-0.00096,0.01685,-0.01003,0.01291,0.00117,0.00361,0.00248,-0.00266
0.02839,0.00087,-0.00085,0.01879,-0.00960,0.01218,-0.00053,0.00422,0.00363,-0.00213
0.03066,0.00213,-0.00122,0.02049,-0.00906,0.01221,-0.00072,0.00481,0.00263,-0.00162
0.03066,0.00234,-0.00137,0.02329,-0.00996,0.01215,-0.00057,0.00456,0.00204,-0.00201
0.03036,0.00336,-0.00041,0.02430,-0.00998,0.01184,0.00137,0.00535,0.00142,-0.00160
0.03305,0.00512,-0.00115,0.02593,-0.00999,0.01140,0.00055,0.00619,0.00067,-0.00325
0.03305,0.00498,-0.00053,0.02839,-0.00848,0.01289,-0.00154,0.00707,0.00089,-0.00243
0.03556,0.00444,-0.00132,0.03015,-0.00981,0.01399,-0.00173,0.00648,0.00154,-0.00091
0.03388,0.00364,-0.00107,0.02961,-0.00910,0.01469,-0.00138,0.00569,0.00120,-0.00174
0.03366,0.00178,-0.00164,0.03060,-0.00801,0.01587,-0.00309,0.00635,0.00189,-0.00194
0.03285,-0.00024,-0.00184,0.03215,-0.00742,0.01692,-0.00179,0.00581,0.00104,-0.00253
0.03498,0.00034,-0.00095,0.03377,-0.00758,0.01562,-0.00279,0.00535,0.00115,-0.00213
0.03370,0.00161,-0.00152,0.03165,-0.00719,0.01461,-0.00263,0.00513,0.00192,-0.00104
0.03385,0.00245,-0.00157,0.03427,-0.00728,0.01361,-0.00436,0.00484,0.00225,-0.00124
0.03382,0.00295,-0.00095,0.03409,-0.00644,0.01335,-0.00316,0.00534,0.00108,-0.00276
0.03640,0.00217,-0.00096,0.03267,-0.00625,0.01367,-0.00167,0.00519,0.00020,-0.00157
0.03424,0.00318,-0.00048,0.03330,-0.00582,0.01309,-0.00347,0.00435,0.00055,-0.00101
0.03425,0.00457,-0.00028,0.03397,-0.00563,0.01425,-0.00346,0.00374,0.00024,0.00035
0.03484,0.00586,0.00036,0.03573,-0.00429,0.01402,-0.00461,0.00288,0.00070,0.00008
0.03494,0.00624,0.00101,0.03557,-0.00426,0.01458,-0.00526,0.00301,0.00107,0.00036
0.03655,0.00716,0.00023,0.03788,-0.00285,0.01540,-0.00428,0.00255,0.00143,0.00150
0.03389,0.00663,-0.00023,0.03650,-0.00135,0.01681,-0.00433,0.00217,0.00246,0.00217
0.03508,0.00820,-0.00018,0.03747,-0.00119,0.01667,-0.00459,0.00196,0.00258,0.00378
0.03650,0.00787,0.00014,0.03893,-0.00124,0.01658,-0.00464,0.00203,0.00317,0.00329
0.03662,0.00580,0.00088,0.03847,-0.00105,0.01758,-0.00535,0.00182,0.00228,0.00253
0.03461,0.00572,-0.00008,0.03806,-0.00186,0.01834,-0.00537,0.00091,0.00253,0.00236
0.03403,0.00438,-0.00056,0.03943,-0.00332,0.01697,-0.00686,0.00174,0.00279,0.00353
0.03321,0.00537,-0.00056,0.03672,-0.00248,0.01840,-0.00854,0.00218,0.00205,0.00399
0.03255,0.00448,-0.00094,0.03904,-0.00380,0.01952,-0.00780,0.00305,0.00215,0.00282
0.03504,0.00550,-0.00006,0.03925,-0.00267,0.01888,-0.00906,0.00319,0.00222,0.00438
0.03765,0.00345,0.00056,0.03679,-0.00303,0.01820,-0.01002,0.00402,0.00240,0.00359
0.03546,0.00326,0.00028,0.03698,-0.00327,0.01805,-0.01059,0.00407,0.00272,0.00378
0.03569,0.00187,0.00106,0.03553,-0.00283,0.01653,-0.01096,0.00463,0.00248,0.00425
0.03369,0.00136,0.00204,0.03525,-0.00215,0.01743,-0.01174,0.00371,0.00148,0.00312
0.03216,0.00006,0.00169,0.03441,-0.00177,0.01841,-0.01164,0.00318,0.00147,0.00357
0.02954,0.00050,0.00256,0.03462,-0.00208,0.01762,-0.01270,0.00282,0.00208,0.00511
0.03004,0.00128,0.00163,0.03418,-0.00107,0.01681,-0.01395,0.00275,0.00249,0.00614
0.02818,-0.00062,0.00149,0.03408,-0.00143,0.01597,-0.01532,0.00249,0.00237,0.00768
0.02899,-0.00093,0.00101,0.03481,-0.00199,0.01457,-0.01583,0.00275,0.00302,0.00597
0.02791,0.00029,0.00099,0.03736,-0.00198,0.01433,-0.01743,0.00231,0.00325,0.00516
0.02864,-0.00063,0.00151,0.04007,-0.00339,0.01290,-0.01538,0.00143,0.00390,0.00429
0.02851,-0.00228,0.00196,0.03811,-0.00287,0.01157,-0.01488,0.00130,0.00347,0.00354
0.02626,-0.00355,0.00139,0.03644,-0.00361,0.01196,-0.01569,0.00152,0.00330,0.00212
0.02787,-0.00531,0.00207,0.03639,-0.00438,0.01223,-0.01638,0.00055,0.00368,0.00180
0.02531,-0.00709,0.00142,0.03529,-0.00300,0.01187,-0.01630,-0.00045,0.00396,0.00093
0.02641,-0.00547,0.00175,0.03244,-0.00167,0.01079,-0.01639,0.00045,0.00412,0.00090
0.02599,-0.00474,0.00236,0.03078,-0.00179,0.01214,-0.01637,0.00067,0.00519,0.00093
0.02513,-0.00417,0.00317,0.02813,-0.00064,0.01107,-0.01529,0.00052,0.00470,-0.00072
0.02696,-0.00228,0.00387,0.03081,-0.00117,0.01014,-0.01418,-0.00040,0.00542,-0.00054
0.02560,-0.00374,0.00335,0.03073,-0.00057,0.01026,-0.01463,-0.00082,0.00465,-0.00138
0.02689,-0.00224,0.00252,0.03152,-0.00172,0.01070,-0.01417,-0.00120,0.00365,-0.00126
0.02900,-0.00416,0.00160,0.03241,-0.00263,0.01037,-0.01356,-0.00054,0.00482,-0.00150
0.02940,-0.00552,0.00236,0.03396,-0.00395,0.01038,-0.01208,-0.00053,0.00365,-0.00206
0.02969,-0.00632,0.00236,0.03319,-0.00513,0.01008,-0.01244,0.00040,0.00411,-0.00277
0.02792,-0.00493,0.00281,0.03567,-0.00600,0.01082,-0.01205,0.00082,0.00434,-0.00435
0.03015,-0.00552,0.00291,0.03306,-0.00520,0.00930,-0.01002,0.00175,0.00319,-0.00501
0.03087,-0.00631,0.00362,0.03539,-0.00645,0.00838,-0.00880,0.00207,0.00293,-0.00564
0.03339,-0.00451,0.00338,0.03697,-0.00755,0.00911,-0.00748,0.00303,0.00234,-0.00399
0.03257,-0.00284,0.00371,0.03783,-0.00774,0.00980,-0.00817,0.00237,0.00204,-0.00466
0.03155,-0.00248,0.00275,0.03570,-0.00863,0.00952,-0.01022,0.00219,0.00146,-0.00593
0.03275,-0.00420,0.00214,0.03431,-0.00933,0.00893,-0.01017,0.00186,0.00213,-0.00598
0.03038,-0.00323,0.00272,0.03187,-0.00883,0.00849,-0.01136,0.00181,0.00183,-0.00518
0.03205,-0.00333,0.00197,0.03416,-0.00967,0.00741,-0.01242,0.00123,0.00243,-0.00624
0.03370,-0.00389,0.00250,0.03193,-0.00830,0.00777,-0.01124,0.00126,0.00165,-0.00468
0.03277,-0.00550,0.00253,0.03118,-0.00699,0.00770,-0.01170,0.00036,0.00178,-0.00632
0.03043,-0.00543,0.00194,0.03123,-0.00578,0.00692,-0.01259,0.00024,0.00262,-0.00722
0.03150,-0.00633,0.00118,0.03225,-0.00502,0.00721,-0.01224,-0.00063,0.00155,-0.00844
0.03050,-0.00776,0.00137,0.03408,-0.00560,0.00762,-0.01252,-0.00083,0.00087,-0.00874
0.03205,-0.00918,0.00232,0.03314,-0.00560,0.00664,-0.01410,-0.00072,-0.00010,-0.00838
0.03243,-0.00904,0.00285,0.03540,-0.00486,0.00608,-0.01615,-0.00063,-0.00014,-0.01007
0.03505,-0.01027,0.00212,0.03711,-0.00591,0.00758,-0.01435,-0.00049,-0.00075,-0.00930
0.03602,-0.00900,0.00156,0.03655,-0.00619,0.00868,-0.01536,-0.00007,0.00040,-0.00895
0.03327,-0.01093,0.00078,0.03916,-0.00510,0.00883,-0.01515,-0.00065,0.00023,-0.00759
0.03509,-0.01122,0.00044,0.04046,-0.00426,0.00757,-0.01516,-0.00083,-0.00068,-0.00813
0.03346,-0.00936,0.00131,0.04005,-0.00332,0.00772,-0.01497,-0.00170,-0.00128,-0.00939
0.03284,-0.00962,0.00204,0.03812,-0.00394,0.00764,-0.01331,-0.00228,-0.00073,-0.00900
0.03127,-0.01157,0.00233,0.03655,-0.00353,0.00882,-0.01299,-0.00283,-0.00117,-0.00988
0.03363,-0.01012,0.00197,0.03511,-0.00295,0.00877,-0.01448,-0.00283,-0.00147,-0.00857
0.03473,-0.00956,0.00230,0.03390,-0.00346,0.01010,-0.01372,-0.00341,-0.00212,-0.00912
0.03397,-0.01094,0.00254,0.03676,-0.00362,0.00981,-0.01530,-0.00385,-0.00197,-0.00755
0.03312,-0.01296,0.00223,0.03908,-0.00385,0.00878,-0.01546,-0.00290,-0.00263,-0.00686
0.03528,-0.01148,0.00305,0.03991,-0.00476,0.00841,-0.01553,-0.00291,-0.00207,-0.00522
0.03287,-0.01338,0.00309,0.04175,-0.00414,0.00746,-0.01495,-0.00309,-0.00237,-0.00404
0.03262,-0.01269,0.00338,0.04123,-0.00272,0.00735,-0.01514,-0.00388,-0.00157,-0.00302
0.03063,-0.01063,0.00291,0.04008,-0.00227,0.00676,-0.01678,-0.00346,-0.00129,-0.00461
0.03223,-0.01020,0.00338,0.04037,-0.00188,0.00660,-0.01737,-0.00435,-0.00048,-0.00558
0.03328,-0.01073,0.00368,0.03897,-0.00267,0.00664,-0.01932,-0.00525,0.00055,-0.00467
0.03119,-0.00881,0.00290,0.04088,-0.00118,0.00592,-0.01803,-0.00592,-0.00019,-0.00297
0.03198,-0.00999,0.00230,0.04061,-0.00033,0.00551,-0.01657,-0.00634,-0.00106,-0.00207
0.02923,-0.00994,0.00139,0.04189,0.00098,0.00551,-0.01837,-0.00591,-0.00163,-0.00354
0.03091,-0.00896,0.00214,0.04208,0.00207,0.00555,-0.01766,-0.00579,-0.00152,-0.00218
0.02902,-0.00912,0.00231,0.04275,0.00204,0.00421,-0.01706,-0.00661,-0.00158,-0.00129
0.02650,-0.00731,0.00171,0.04251,0.00152,0.00475,-0.01665,-0.00573,-0.00054,-0.00228
0.02407,-0.00787,0.00078,0.03981,0.00170,0.00477,-0.01572,-0.00514,-0.00093,-0.00083
0.02394,-0.00954,0.00147,0.04250,0.00292,0.00527,-0.01379,-0.00575,-0.00163,-0.00050
0.02403,-0.01102,0.00147,0.04406,0.00372,0.00566,-0.01402,-0.00482,-0.00184,-0.00034
0.02494,-0.00988,0.00052,0.04465,0.00328,0.00688,-0.01473,-0.00545,-0.00223,-0.00135
0.02582,-0.01187,0.00136,0.04678,0.00254,0.00755,-0.01456,-0.00512,-0.00141,-0.00200
0.02351,-0.01214,0.00219,0.04788,0.00245,0.00665,-0.01380,-0.00534,-0.00238,-0.00249
0.02587,-0.01256,0.00183,0.04755,0.00380,0.00653,-0.01565,-0.00501,-0.00185,-0.00225
0.02646,-0.01347,0.00090,0.04731,0.00343,0.00681,-0.01690,-0.00484,-0.00117,-0.00228
0.02399,-0.01512,0.00015,0.04783,0.00490,0.00805,-0.01621,-0.00419,-0.00045,-0.00164
0.02503,-0.01713,0.00074,0.05060,0.00510,0.00663,-0.01550,-0.00433,-0.00085,-0.00050
0.02355,-0.01815,0.00126,0.05346,0.00428,0.00763,-0.01473,-0.00466,-0.00167,-0.00150
0.02099,-0.01852,0.00044,0.05471,0.00481,0.00673,-0.01680,-0.00414,-0.00087,-0.00009
0.02209,-0.02051,0.00011,0.05416,0.00419,0.00589,-0.01574,-0.00356,-0.00173,-0.00129
0.02410,-0.01973,-0.00044,0.05172,0.00323,0.00532,-0.01590,-0.00342,-0.00102,-0.00171
0.02252,-0.01869,-0.00039,0.05412,0.00196,0.00483,-0.01613,-0.00329,-0.00214,-0.00144
0.02247,-0.01872,-0.00121,0.05685,0.00331,0.00349,-0.01796,-0.00342,-0.00223,-0.00132
0.02502,-0.01702,-0.00021,0.05940,0.00292,0.00468,-0.02004,-0.00283,-0.00217,-0.00111
0.02730,-0.01887,-0.00041,0.06214,0.00431,0.00495,-0.01844,-0.00283,-0.00201,0.00017
0.02807,-0.01812,-0.00104,0.06497,0.00325,0.00464,-0.01710,-0.00193,-0.00132,-0.00069
0.02630,-0.01693,-0.00109,0.06629,0.00366,0.00367,-0.01892,-0.00282,-0.00026,0.00066
0.02452,-0.01820,-0.00156,0.06595,0.00452,0.00404,-0.01796,-0.00198,-0.00036,0.00077
0.02527,-0.01947,-0.00109,0.06558,0.00558,0.00473,-0.01611,-0.00282,0.00001,-0.00071
0.02381,-0.01913,-0.00112,0.06777,0.00544,0.00340,-0.01614,-0.00354,-0.00061,-0.00059
0.02407,-0.01906,-0.00056,0.06776,0.00610,0.00314,-0.01800,-0.00335,0.00048,-0.00049
0.02311,-0.01998,-0.00030,0.06798,0.00668,0.00232,-0.01826,-0.00430,0.00014,0.00099
0.02088,-0.02180,-0.00048,0.06553,0.00522,0.00104,-0.01674,-0.00385,0.00104,0.00113
0.02143,-0.02266,-0.00131,0.06561,0.00484,0.00097,-0.01505,-0.00472,0.00124,0.00108
0.01998,-0.02311,-0.00076,0.06395,0.00594,0.00006,-0.01401,-0.00378,0.00180,0.00055
0.02120,-0.02425,-0.00053,0.06367,0.00542,0.00077,-0.01581,-0.00414,0.00269,-0.00082
0.01873,-0.02270,-0.00113,0.06221,0.00584,-0.00027,-0.01407,-0.00482,0.00355,-0.00206
